NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
7363295,A,A,D,B,A,D,C,C,A,C,C,D,C,B,B,D,C,C,C,B,A,A,C,B,C
5066029,A,B,B,D,A,C,D,C,B,A,C,D,B,A,B,B,A,B,A,C,A,C,C,A,B
20250313,A,C,C,C,A,B,C,B,D,C,B,D,B,C,D,D,C,C,C,C,D,C,C,C,C
19966535,A,C,D,A,A,C,A,D,A,D,D,C,C,A,B,A,C,C,C,C,D,C,C,B,A
7321785,B,A,A,C,C,C,A,C,B,D,C,B,B,B,B,B,C,B,A,C,B,A,A,B,A
10164359,B,A,D,B,D,D,C,A,A,B,D,D,A,B,B,B,D,C,D,C,D,A,C,B,B
19913231,B,B,A,C,C,B,B,C,B,C,B,A,B,B,B,C,C,B,B,B,D,A,A,B,B
7278538,B,B,C,A,A,C,C,B,C,B,B,C,B,A,B,A,A,A,A,A,B,D,C,A,C
2475178,B,B,D,D,A,C,C,D,A,C,C,C,C,B,B,A,A,D,A,C,D,A,C,A,B
5103401,B,B,D,A,D,A,B,D,B,B,C,B,A,A,B,A,C,D,A,C,A,B,A,A,B
10272114,B,C,C,C,B,B,C,C,C,A,B,C,D,C,C,C,A,C,C,C,C,D,B,B,A
2677690,B,C,D,A,A,C,D,B,C,D,D,C,C,A,B,A,A,C,C,C,D,A,C,D,B
19892056,B,C,D,B,A,C,A,B,A,D,D,C,B,A,B,C,A,D,C,A,C,C,C,B,B
19790815,B,C,D,A,A,C,C,B,A,C,D,C,A,A,B,A,C,A,B,C,D,A,D,B,B
19900110,B,C,D,D,C,C,D,B,C,B,B,C,B,C,D,C,A,B,C,B,C,C,C,C,B
19885594,B,C,D,B,A,D,D,C,B,D,C,C,D,A,D,C,C,D,D,C,D,C,D,C,B
3565992,B,D,D,A,A,C,B,B,B,C,B,D,C,D,B,B,A,D,B,B,B,A,C,B,B
19937990,C,A,B,C,A,C,B,D,A,B,A,C,A,A,D,A,B,C,A,A,A,A,A,C,B
10266693,C,A,B,A,A,A,A,C,A,B,A,D,B,C,D,C,C,C,A,D,B,C,A,A,B
20034078,C,A,D,A,A,C,A,B,A,C,D,C,A,A,B,B,A,D,C,A,A,A,C,A,C
19848672,C,B,D,B,D,A,B,C,A,C,B,C,C,B,A,D,C,C,C,C,C,B,D,C,D
19882712,C,C,A,C,B,C,B,C,C,D,B,C,D,B,B,C,B,B,B,C,C,C,C,C,C
19960057,C,C,C,A,A,C,C,C,C,B,B,A,D,A,C,C,C,A,A,A,A,A,C,D,C
6473281,C,C,C,B,A,A,A,B,A,B,D,C,C,A,B,D,C,A,A,C,B,B,C,C,D
3671152,C,C,D,B,A,C,C,A,A,D,C,C,D,B,B,A,C,D,B,C,B,A,C,C,B
19883152,C,D,C,C,D,A,D,C,D,A,A,D,B,A,C,B,A,A,B,A,A,C,D,D,C
5002109,D,A,C,A,C,B,D,A,C,C,B,D,A,C,D,D,C,A,B,D,D,D,D,D,A
19911885,D,A,C,B,A,D,B,C,A,D,D,C,C,A,A,B,C,C,B,C,B,A,A,B,C
3161990,D,A,D,D,A,C,C,B,D,D,D,C,B,A,A,B,B,C,D,C,D,A,C,A,A
19860148,D,A,D,C,A,C,C,B,B,B,C,A,C,C,B,A,C,A,A,C,D,B,C,B,B
4838209,D,A,D,B,D,A,B,A,C,D,A,D,A,A,D,A,B,D,B,C,B,C,B,C,B
2503277,D,B,C,B,B,A,C,C,A,A,C,A,A,B,B,C,A,A,C,C,A,A,C,A,D
3670145,A,A,A,B,A,D,B,C,B,D,B,B,D,A,A,C,C,B,C,B,A,D,D,B,B
3486020,A,A,C,A,B,B,C,A,B,B,D,B,C,A,B,B,B,B,B,A,D,B,C,A,A
10195232,A,A,D,A,A,C,B,D,A,D,B,D,C,B,A,D,A,A,C,B,D,D,C,B,A
2725339,A,A,D,D,D,A,C,D,A,C,C,C,A,B,A,B,C,D,C,A,A,C,C,A,C
19889581,A,A,D,B,B,B,C,C,D,B,C,D,B,C,B,D,D,C,A,A,A,C,A,B,C
20059591,A,B,A,D,A,C,B,B,A,B,C,C,B,B,B,A,C,A,B,B,A,A,C,D,B
5583217,A,B,A,B,B,C,C,A,B,B,B,B,A,A,B,D,C,A,B,B,D,B,C,B,C
19947241,A,B,B,B,A,D,B,B,A,B,B,D,C,B,A,B,C,C,A,B,A,C,B,A,B
4332857,A,B,B,A,C,B,D,C,C,B,B,A,B,B,B,B,D,A,C,A,C,C,B,D,D
19910320,A,C,C,B,A,A,C,A,D,C,C,B,B,B,B,A,C,B,A,A,B,A,B,C,B
20053232,A,C,D,B,A,D,A,B,A,D,C,C,D,B,B,D,A,D,C,C,D,A,C,C,B
20235967,A,C,D,C,A,B,C,A,A,B,D,C,A,A,B,A,B,A,A,A,A,C,A,C,B
4771520,A,C,D,B,A,C,A,B,A,D,D,C,A,A,B,A,A,D,C,C,C,A,C,C,B
19888267,A,C,D,D,A,C,A,B,A,D,C,C,A,B,B,B,A,D,C,C,D,A,C,C,B
10181358,A,D,B,A,A,C,C,B,B,A,B,C,B,C,B,C,A,B,C,C,C,C,B,A,B
19921648,B,A,A,A,C,A,C,C,A,C,C,C,B,B,B,A,C,C,D,C,B,A,C,B,B
20009115,B,A,B,C,D,B,C,B,B,B,B,A,C,C,C,B,B,B,B,A,B,A,C,B,B
19985963,B,A,D,D,A,C,A,B,A,A,D,C,C,D,A,A,A,D,A,C,D,A,C,A,A
19800533,B,A,D,D,A,C,C,B,A,A,D,C,C,C,B,A,A,D,C,A,A,A,C,C,B
19734684,B,A,D,C,A,C,C,B,B,C,C,D,B,B,B,A,C,C,C,B,D,A,C,A,B
19763259,B,B,A,B,B,B,D,B,B,B,C,B,A,B,B,B,A,B,A,A,C,D,A,C,B
20268294,B,B,D,D,A,C,C,B,C,B,D,A,D,C,D,D,D,D,A,B,A,B,C,D,D
6302767,B,C,A,D,A,C,A,B,A,C,D,C,A,B,B,A,C,D,C,C,C,A,C,C,B
10386396,B,C,B,C,B,C,C,B,B,D,C,B,D,A,B,A,C,D,B,C,C,D,C,B,C
19913158,B,C,C,B,A,C,A,A,A,D,D,C,A,A,D,D,A,D,C,C,C,A,C,C,B
4210900,B,C,D,D,C,D,B,A,D,A,C,C,B,A,C,D,B,C,C,B,D,B,D,B,A
20028509,B,D,D,B,C,D,D,C,D,A,B,D,D,B,B,A,C,B,B,C,A,C,C,B,A
20153399,B,D,D,C,C,A,D,D,D,C,D,C,A,A,C,D,A,A,A,C,C,A,A,A,C
19919090,C,A,A,A,B,B,B,C,B,A,C,B,C,A,A,D,C,D,B,A,B,C,A,A,C
4209984,C,A,A,B,B,D,A,B,B,B,B,D,D,B,C,D,C,D,B,C,B,A,A,A,D
19981881,C,A,B,C,A,B,C,B,A,C,B,C,B,C,C,A,A,B,B,B,C,B,C,B,D
20007719,C,A,D,D,A,C,C,C,A,D,C,C,B,A,D,C,A,D,C,C,D,B,C,C,A
3669972,C,A,D,A,A,C,A,D,C,C,A,C,C,A,B,B,A,C,C,C,D,A,C,C,B
5334170,C,B,B,C,A,A,C,B,C,D,D,D,A,D,A,A,A,A,D,B,A,B,C,C,A
5102888,C,B,B,C,B,C,A,B,C,B,C,C,D,A,A,B,A,A,C,C,D,C,B,C,B
5872988,C,B,C,A,A,D,D,C,D,C,D,C,C,C,B,D,C,C,D,B,B,D,B,A,C
5004957,C,B,D,A,B,B,C,D,B,C,D,D,C,A,B,C,C,B,B,D,A,B,A,B,A
6831289,C,B,D,B,A,A,C,C,A,D,C,C,D,B,C,D,D,D,A,C,B,A,C,B,B
4700857,C,B,D,C,D,B,C,C,D,C,B,C,D,B,C,C,C,C,B,A,C,B,C,B,B
20007714,C,C,B,A,A,D,C,B,D,C,C,C,D,A,D,C,A,B,A,C,C,D,C,C,A
19737189,C,C,B,B,A,C,C,A,C,D,C,D,A,C,B,A,D,C,C,C,D,A,C,C,C
7321508,C,C,D,A,A,C,A,B,C,B,D,C,D,A,B,C,A,C,C,C,D,A,C,C,B
5035856,C,C,D,D,B,A,C,C,C,B,C,A,C,A,B,B,A,D,B,C,C,D,A,B,B
2465815,C,D,D,B,D,C,C,D,A,B,B,C,B,B,A,D,C,B,C,C,A,C,D,D,B
19976291,C,D,D,D,D,A,C,B,B,C,B,B,A,B,C,B,C,B,B,B,B,B,B,C,C
4398797,D,A,B,D,C,A,D,C,C,A,C,B,D,B,C,D,B,A,C,A,D,A,C,D,A
20311139,D,A,B,B,C,C,D,C,B,D,D,D,B,B,A,B,C,D,D,A,A,A,A,B,B
19781760,D,A,C,A,C,C,A,C,A,C,D,A,D,C,A,B,C,A,A,C,A,B,C,A,A
20229754,D,A,D,A,A,A,A,D,A,C,C,C,B,C,A,A,C,D,D,A,B,A,C,A,A
20077129,D,B,C,A,C,C,C,B,C,C,B,C,D,C,A,D,C,D,A,B,D,A,D,A,D
19958785,D,B,D,C,B,C,C,C,D,B,B,B,B,B,C,B,D,A,C,C,A,A,C,B,B
19928904,D,B,D,A,A,B,D,D,A,B,B,C,D,B,B,A,A,A,A,A,C,C,D,A,D
3852108,D,C,B,C,C,D,D,D,A,B,D,A,A,D,D,C,D,C,A,D,D,A,C,B,D
19980883,D,D,D,B,A,D,A,B,B,B,B,C,C,C,A,D,A,A,A,B,C,D,A,A,D
20215595,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
3381536,A,A,D,D,C,A,B,B,B,C,A,C,D,C,C,A,C,C,A,B,C,B,C,B,A
10174796,A,A,D,A,D,A,A,B,B,D,D,C,B,B,C,B,C,D,C,A,D,A,C,B,B
20219725,A,A,D,D,A,C,C,D,A,C,C,D,C,C,C,A,C,D,A,B,B,A,A,A,C
3196447,A,B,A,C,B,D,C,A,C,B,A,B,A,C,D,B,A,A,C,B,D,C,B,A,B
19826993,A,B,A,B,B,C,C,B,D,D,C,C,B,C,B,C,C,B,B,B,A,C,D,B,D
6333592,A,B,B,A,A,B,A,B,A,A,D,C,B,B,B,C,A,D,D,C,D,B,C,A,B
2117615,A,B,C,A,A,D,C,C,A,C,A,C,B,B,C,D,C,B,B,C,A,A,B,B,A
19972603,A,C,B,A,A,C,B,C,B,B,C,B,B,A,A,A,A,A,C,D,B,C,B,A,D
19904813,A,C,D,D,A,C,A,B,A,D,C,C,A,B,B,B,A,D,C,C,D,A,C,C,B
19913097,A,D,C,C,C,C,C,B,D,B,C,C,C,B,A,A,D,B,C,C,D,A,C,C,B
4842752,B,A,A,A,A,C,A,A,A,C,B,A,A,B,C,A,A,A,A,B,C,A,A,A,A
20250079,B,A,A,B,A,C,B,C,A,C,C,B,C,A,A,B,A,C,A,B,B,B,C,A,D
20258358,B,A,B,B,A,A,B,B,A,B,D,A,C,B,B,B,A,C,B,C,A,C,C,C,A
5716375,B,A,B,A,B,C,A,C,C,D,C,B,A,B,B,D,C,D,A,B,A,A,B,A,D
19761365,B,A,C,B,A,B,C,B,C,B,C,A,C,A,B,B,B,A,B,D,B,B,B,B,C
20059742,B,A,D,A,A,C,B,D,A,A,C,D,A,A,A,C,D,A,C,B,C,A,B,B,A
19950045,B,A,D,B,D,B,C,C,D,B,C,A,B,B,A,D,C,A,C,B,C,C,C,B,B
19905406,B,A,D,C,A,C,C,B,B,C,D,C,B,B,C,C,B,A,A,C,B,A,C,B,C
19839175,B,A,D,A,A,C,B,D,B,D,C,C,C,B,B,C,C,C,B,C,C,A,C,A,D
19966783,B,B,A,A,C,C,C,C,B,B,C,B,C,A,A,D,A,A,B,C,A,A,A,B,D
20409420,B,B,D,D,C,A,B,A,A,B,A,A,B,B,D,A,C,D,C,C,D,A,A,B,A
20244590,B,B,D,D,C,A,C,D,A,B,C,C,D,A,A,B,A,A,C,B,D,A,A,B,C
4768885,B,C,C,D,C,C,C,D,C,C,B,D,C,C,C,C,C,A,C,A,A,D,B,A,A
20065339,B,C,C,D,B,D,C,D,A,B,C,B,C,B,B,C,C,A,D,D,A,C,C,B,C
6875862,B,C,D,B,A,C,C,B,A,D,B,D,D,A,A,B,C,C,C,B,D,A,C,C,A
7362605,B,C,D,B,A,A,A,B,A,D,D,C,A,A,B,A,A,D,C,C,D,A,C,C,B
10274591,B,C,D,A,A,C,B,B,A,D,C,B,D,B,A,A,A,D,C,C,D,A,C,C,B
5944932,B,C,D,D,B,C,B,C,C,A,D,D,B,B,C,D,C,B,A,A,A,C,D,C,B
6871700,B,C,D,D,A,C,A,B,B,D,D,C,A,A,B,C,A,D,C,C,D,A,C,A,B
3265702,B,D,D,D,A,C,A,B,B,B,B,C,D,A,B,A,A,C,B,C,C,A,C,C,B
19986384,C,A,C,A,C,A,A,D,B,C,C,D,C,A,A,D,A,D,B,C,B,B,C,B,D
20052705,C,A,D,A,A,C,C,D,A,C,D,C,D,A,A,B,C,A,B,C,D,D,C,B,B
7089799,C,A,D,D,B,D,C,C,D,C,C,D,A,B,D,A,C,C,C,C,D,B,C,A,C
19866835,C,B,C,A,A,B,B,D,A,C,C,D,C,B,B,D,A,C,D,C,B,A,D,B,C
19769731,C,C,A,C,C,B,B,A,C,D,C,C,D,B,B,C,A,A,C,B,A,C,D,C,B
19911816,C,C,B,B,B,D,C,C,D,C,C,D,C,D,C,B,B,C,B,C,D,A,B,C,B
4996584,C,C,D,D,A,C,B,D,B,D,C,C,C,D,C,B,C,C,D,C,D,C,C,C,B
19980972,C,C,D,A,A,B,B,B,B,A,A,D,B,A,A,A,B,A,C,B,A,A,C,A,D
4237383,D,A,A,A,B,A,D,B,C,C,C,A,C,B,C,A,C,C,A,B,B,A,A,B,B
4703199,D,A,A,C,B,B,B,C,B,D,C,D,C,C,C,B,C,C,D,A,C,D,B,A,D
20074314,D,A,D,A,D,D,D,D,A,B,A,D,A,A,A,C,C,C,B,C,D,A,B,A,C
20114103,D,B,C,D,B,C,C,B,A,C,D,D,C,B,A,D,C,B,A,C,A,D,D,B,C
6375919,D,B,D,B,A,B,A,B,C,C,B,C,C,A,B,A,A,B,B,C,C,A,C,B,B
19722486,D,B,D,A,C,A,C,C,D,A,D,D,A,B,D,A,C,C,D,B,D,C,C,A,D
19884188,D,C,A,B,B,C,A,B,A,C,B,D,B,A,A,B,A,C,C,C,D,A,C,B,D
19946067,D,C,D,D,A,A,C,C,A,C,C,C,C,B,A,A,A,C,B,C,D,B,C,B,A
19935556,D,C,D,D,A,C,A,B,A,B,D,C,B,B,B,C,A,D,A,C,D,A,C,A,B
19764639,D,D,B,B,A,A,C,B,A,C,A,A,C,A,B,D,B,C,C,B,A,D,B,D,B
4517885,A,A,A,A,B,B,A,C,B,B,A,A,A,B,B,D,B,A,B,A,A,B,A,A,C
5102897,A,A,B,C,D,C,C,B,A,C,B,C,B,A,C,D,B,C,D,C,A,C,C,B,B
19813049,A,A,C,A,A,C,C,C,A,B,C,B,D,B,C,B,C,C,B,C,A,B,C,A,C
5034566,A,A,D,D,A,C,A,C,D,C,C,C,B,B,B,B,B,B,B,A,C,B,C,A,A
19979592,A,A,D,D,A,D,A,A,B,D,C,A,A,B,B,A,C,D,B,C,D,B,B,B,D
20200719,A,B,D,A,D,B,A,C,B,C,C,B,D,B,A,A,C,D,B,C,B,B,C,D,B
6868383,A,C,D,D,A,C,A,B,D,C,C,C,D,B,B,A,B,D,C,C,D,A,C,C,B
6297721,A,D,C,A,C,A,B,B,D,C,A,B,C,A,B,A,A,A,A,A,A,B,A,A,A
19888639,A,D,C,A,A,A,A,A,B,D,B,C,A,B,D,C,B,B,A,A,C,D,A,D,B
4837628,B,A,B,B,C,C,B,C,B,B,C,C,D,C,B,A,B,B,C,B,C,A,B,A,C
20073923,B,A,C,A,B,A,C,C,B,C,C,B,C,A,A,D,C,A,C,C,A,B,A,B,A
20049806,B,A,C,C,A,A,A,A,A,C,D,B,A,B,B,B,A,B,A,B,A,A,C,B,B
19844842,B,A,D,D,A,C,C,B,D,C,D,C,C,B,B,D,A,D,A,C,D,A,C,C,A
19805933,B,A,D,B,A,A,A,D,A,C,C,C,B,B,A,D,C,C,B,C,B,D,C,B,A
20252461,B,A,D,B,A,C,A,A,A,D,D,C,C,B,B,B,A,D,C,C,D,A,C,A,C
20056718,B,B,A,A,D,D,C,C,C,D,A,C,B,C,C,C,C,C,D,C,C,C,C,B,B
20170536,B,B,B,D,B,C,C,D,A,C,B,D,B,C,A,B,C,B,C,C,A,C,C,A,B
20137000,B,B,B,B,B,B,C,C,A,B,A,B,B,C,B,B,B,B,B,B,B,B,B,B,C
4211552,B,B,D,A,B,A,C,D,A,C,C,B,D,C,B,C,C,C,C,A,C,B,A,B,A
6560569,B,B,D,A,A,C,B,C,C,B,A,C,D,A,A,C,A,B,B,B,C,B,A,C,A
5035236,B,B,D,C,A,C,B,B,C,D,D,C,C,A,B,A,A,C,A,C,D,A,C,B,B
19733760,B,B,D,B,A,C,A,B,A,C,C,C,C,B,B,A,A,D,A,C,D,A,C,A,B
19996655,B,B,D,B,A,C,A,A,C,C,B,A,B,B,C,B,A,D,A,C,A,A,C,B,B
19912979,B,B,D,A,A,C,C,B,A,D,D,B,C,B,A,A,C,C,C,B,A,A,D,A,C
19759610,B,C,A,A,B,B,C,B,B,C,C,B,C,B,B,A,A,B,C,B,D,C,C,C,A
6655841,B,C,B,D,A,C,B,B,D,B,D,A,D,A,A,C,C,C,A,B,D,B,B,A,D
5453324,B,C,D,A,A,C,A,B,A,D,C,C,B,B,B,A,C,D,D,D,D,A,C,C,A
19923498,B,C,D,D,A,C,B,C,A,D,D,C,A,A,A,A,A,D,C,B,C,C,B,C,B
19735453,B,C,D,D,A,C,A,D,C,D,C,C,A,B,A,D,D,A,B,C,A,A,D,B,D
7301872,C,A,A,C,A,C,B,A,B,D,C,D,C,B,A,C,C,D,A,A,D,B,A,A,B
19776896,C,A,B,B,A,A,C,C,B,C,D,C,D,D,A,C,B,D,D,A,C,D,C,D,B
