NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
5615855,A,A,B,A,A,A,D,B,C,C,D,A,C,C,A,A,C,C,D,D,D,D,A,A,D
19747109,A,A,C,A,B,C,A,B,D,A,B,D,C,C,D,A,A,B,B,B,D,D,C,C,A
5070147,B,A,C,C,B,B,B,D,D,D,A,D,C,C,B,C,C,B,B,B,C,D,B,D,B
3166560,A,A,C,A,A,B,A,A,A,D,D,B,D,A,B,B,B,C,B,A,C,A,B,A,B
5019825,A,A,C,B,C,D,A,D,A,D,A,C,C,A,C,D,D,B,B,A,B,B,C,C,B
10178807,A,A,C,D,A,A,D,B,C,A,B,C,C,A,A,C,B,C,D,C,B,C,C,A,B
3635665,B,A,C,C,B,C,C,B,C,C,B,B,B,B,C,C,B,B,C,C,B,B,C,C,C
3009067,B,A,C,B,B,C,D,C,B,A,B,B,C,C,B,C,A,D,D,B,A,C,C,C,D
6296718,A,A,D,C,C,B,D,B,C,A,C,B,A,B,B,B,B,D,B,C,C,A,A,B,D
5064598,A,B,A,A,A,B,C,A,C,A,B,C,C,C,B,C,A,B,D,C,A,C,B,C,A
5579719,A,B,A,D,C,B,D,D,D,A,B,B,D,B,B,B,C,D,C,B,D,C,A,A,B
3297449,B,B,A,A,C,B,C,A,A,B,D,C,A,B,C,C,A,A,B,C,D,D,A,C,B
5785177,A,B,A,A,D,A,C,B,B,B,A,B,C,D,B,B,A,C,D,A,B,B,A,A,B
19792635,C,B,A,C,C,B,A,B,C,A,B,C,D,D,C,A,A,B,C,B,C,D,B,A,B
10273518,A,B,A,C,C,C,B,B,C,A,B,C,D,C,A,B,A,A,C,B,D,A,A,A,C
19858242,B,B,A,A,A,C,A,D,A,C,C,B,D,B,B,D,B,B,A,B,C,C,C,C,C
4209121,A,B,A,C,A,B,B,B,C,A,B,C,A,B,A,A,B,B,D,C,B,B,D,A,C
6407333,A,B,A,C,C,B,B,B,C,A,C,B,A,A,B,B,C,D,D,C,D,B,C,B,C
10238618,C,B,A,D,D,C,A,B,D,A,A,C,C,A,D,B,B,C,D,A,C,D,A,B,D
5871555,B,B,A,A,B,C,D,B,D,C,D,C,C,C,D,B,A,B,D,B,D,D,A,C,D
7294143,A,B,A,B,C,B,D,C,C,A,D,B,A,C,B,D,C,B,C,D,C,D,B,B,D
3037143,C,B,B,C,A,A,C,A,B,A,C,C,C,B,D,C,B,A,D,A,D,B,C,A,A
4398461,B,B,B,C,B,D,A,C,D,D,B,B,C,A,B,B,C,D,B,D,D,D,C,C,A
2749612,A,B,B,C,C,B,B,C,A,C,B,B,B,B,B,C,C,B,C,C,B,C,C,B,A
6728126,B,B,B,D,D,B,B,A,B,B,B,B,B,B,A,A,A,A,C,A,A,A,A,B,B
4660329,C,B,B,C,A,B,A,B,A,A,D,C,D,C,A,C,B,D,C,A,D,A,B,A,B
3779008,A,B,B,C,B,B,C,B,C,A,B,C,B,B,B,C,C,B,D,C,B,A,C,B,B
19698215,A,B,B,D,C,B,D,C,C,C,A,A,B,B,B,A,C,B,D,A,B,A,C,A,B
7091980,D,B,B,A,B,D,A,A,D,A,C,B,B,C,B,C,D,D,B,C,B,C,C,C,C
19864470,B,B,B,B,B,C,A,D,D,A,B,C,C,A,C,B,B,B,C,C,C,D,C,C,C
5454982,D,B,B,A,D,D,D,C,A,C,B,B,A,B,B,C,B,C,B,D,D,B,C,A,C
7294559,D,B,B,C,C,C,A,C,C,A,D,C,B,C,C,B,B,D,C,C,D,D,C,D,C
3072086,C,B,B,B,D,D,B,B,C,B,A,C,C,D,B,C,A,B,B,B,C,C,A,C,C
5358815,C,B,B,B,B,B,A,B,A,A,B,C,B,B,B,B,A,A,B,B,D,A,B,B,D
4961152,C,B,B,D,B,A,A,A,C,B,C,B,A,B,C,B,A,A,D,B,D,D,C,D,D
19982360,C,B,B,B,A,C,B,C,A,A,C,A,B,B,C,C,B,B,C,C,B,D,B,A,D
6898588,B,B,C,B,A,A,A,B,C,A,D,B,C,C,D,C,B,D,A,D,D,A,A,B,A
19805658,B,B,C,B,B,B,B,B,B,C,B,C,A,B,C,B,B,B,A,B,A,C,A,A,B
19724793,D,B,C,D,C,D,A,B,D,C,B,B,C,C,C,C,D,D,B,B,B,B,C,B,C
6535050,C,B,C,C,C,B,C,B,C,A,B,B,D,B,A,C,A,B,C,C,B,B,A,A,C
19800676,A,B,C,C,B,C,B,A,B,A,B,B,A,B,B,B,B,A,C,A,B,B,A,A,C
5944589,C,B,C,A,A,C,C,C,D,C,D,C,D,B,D,B,A,C,D,B,D,A,D,C,C
10178805,C,B,C,B,C,C,B,C,A,B,C,C,A,B,B,C,D,D,C,A,A,C,C,C,D
7299702,B,B,C,A,D,C,D,B,D,C,C,B,C,C,D,A,B,B,D,B,D,D,B,D,D
5242744,A,B,C,C,D,C,B,C,D,B,B,C,B,B,B,A,A,D,D,A,C,A,B,B,D
4974960,B,B,C,C,C,D,D,A,A,D,D,A,A,D,D,A,C,A,D,A,A,C,A,A,D
6374041,B,B,C,A,B,C,D,D,D,C,D,B,B,C,D,B,A,B,C,B,D,C,A,A,D
4092936,C,B,C,A,B,C,B,B,C,B,C,C,C,C,A,A,A,D,C,A,B,C,D,B,D
10201219,B,B,D,A,B,C,C,B,D,C,A,B,C,C,D,B,B,B,D,A,C,D,D,B,C
3242258,A,B,D,C,A,D,C,C,C,A,D,C,D,B,B,B,C,A,C,C,A,A,C,C,C
7177623,B,B,D,C,B,A,D,B,C,A,C,A,C,A,D,C,B,D,B,A,B,A,B,D,C
5577385,B,B,D,A,B,C,D,A,D,A,D,B,A,C,C,B,B,B,D,B,D,D,C,A,D
19821501,B,C,A,D,D,C,D,A,C,A,D,A,C,A,A,C,B,C,D,A,C,A,D,A,A
5544822,B,C,A,B,A,B,A,B,B,A,B,A,A,D,B,B,D,D,D,B,C,C,B,B,A
10980382,B,C,A,D,D,B,C,B,D,A,C,B,B,B,C,D,D,B,C,B,C,C,C,B,B
4768292,B,C,A,D,D,B,C,B,D,B,D,B,B,B,D,B,B,C,A,A,A,A,D,C,B
19782999,A,C,A,B,C,B,A,B,D,A,B,B,B,A,A,C,A,B,C,B,D,A,B,B,B
5818711,A,C,A,B,A,B,B,D,B,B,B,A,A,B,B,B,D,B,B,A,B,B,B,B,C
4834512,A,C,A,C,D,A,B,A,C,A,A,C,B,B,A,A,B,B,B,A,B,C,D,A,C
19839744,A,C,A,B,B,C,A,D,C,A,B,A,B,B,B,C,C,B,B,A,B,B,B,A,C
2692288,A,C,A,C,A,A,C,B,D,C,D,B,C,C,A,C,A,B,D,B,A,C,C,A,D
19865306,C,C,A,D,D,C,D,B,D,A,A,C,C,C,C,D,D,A,D,A,C,A,D,B,D
5616168,B,C,B,C,A,C,A,B,D,B,B,B,C,C,D,B,B,C,C,C,C,B,D,C,A
6376161,C,C,B,B,A,B,D,B,B,A,C,B,B,B,C,C,A,B,D,D,D,A,C,C,A
6723538,B,C,B,D,A,D,A,C,B,C,C,A,B,D,B,A,C,B,D,A,A,A,C,A,A
19800492,D,C,B,A,A,C,B,B,A,A,B,B,C,B,C,B,B,B,D,B,B,B,B,A,B
4210910,C,C,B,A,D,B,D,B,D,C,B,B,C,D,D,B,A,B,D,C,D,D,C,B,B
19746514,B,C,B,B,C,C,D,A,D,D,C,B,B,B,C,A,B,B,C,B,D,D,D,A,B
7316134,B,C,B,C,B,D,A,B,C,A,B,B,D,C,A,C,B,B,A,B,B,C,A,B,C
3562341,B,C,B,A,A,C,A,B,A,D,D,A,C,B,D,B,B,A,D,B,D,D,C,C,C
19781057,C,C,B,B,D,B,C,B,D,B,D,B,C,A,A,A,C,C,A,A,C,B,B,C,C
4653571,A,C,B,C,C,B,C,B,B,C,B,B,A,B,A,D,D,D,D,C,A,A,A,D,C
5534402,A,C,B,A,C,C,A,C,D,A,A,C,C,B,B,B,C,C,B,A,A,C,B,B,C
6558793,B,C,B,A,B,D,B,B,D,C,C,B,C,A,D,B,B,C,D,B,D,D,D,D,D
6403011,B,C,B,C,C,D,B,B,D,A,B,D,C,D,D,C,A,B,B,C,D,D,D,A,D
5241200,B,C,B,A,D,C,D,B,C,C,A,B,C,C,D,B,A,B,D,B,D,D,A,A,D
3294515,D,C,B,B,B,C,D,D,D,B,C,B,D,C,C,C,D,B,B,D,B,B,D,C,D
6727139,B,C,B,C,B,C,D,C,B,B,B,B,D,B,B,C,B,A,B,B,B,B,B,A,D
7294161,D,C,B,C,B,C,A,B,D,C,A,C,B,B,B,D,D,A,C,B,C,C,C,A,D
19811963,D,C,C,D,C,C,B,A,D,B,C,B,C,C,B,B,C,C,D,B,A,D,A,A,A
3006676,B,C,C,B,A,C,D,B,A,A,B,B,B,B,B,B,C,A,A,B,B,A,D,D,A
5825962,A,C,C,A,B,B,C,B,B,C,D,B,B,A,C,C,B,B,D,D,D,B,D,C,C
6762461,B,C,C,B,D,D,B,C,B,D,D,C,C,A,D,A,A,D,B,D,C,D,C,C,C
6864415,A,C,C,D,C,C,D,C,C,C,B,B,B,B,A,A,A,B,B,B,A,C,B,C,C
3168795,A,C,C,B,C,C,D,C,D,A,C,C,C,A,D,C,A,B,D,B,D,D,A,B,C
19747071,B,C,C,A,B,A,D,B,D,C,B,C,A,C,A,A,A,B,D,C,D,D,C,A,C
5021107,B,C,C,C,A,B,C,D,D,A,D,C,B,A,B,C,A,A,C,A,D,D,C,C,D
3563761,B,C,C,A,A,D,A,B,D,A,A,B,C,C,D,A,C,C,D,B,D,D,D,C,D
4301994,B,C,C,B,B,D,C,C,D,C,D,B,C,C,B,B,A,B,D,A,C,B,C,C,D
2747587,D,C,D,C,D,C,C,A,B,A,D,C,D,D,D,D,A,D,A,D,B,C,D,A,A
2637988,B,C,D,C,A,A,C,C,C,A,C,A,C,B,C,D,D,C,C,B,A,C,B,B,B
6262676,B,C,D,C,D,B,B,A,C,B,A,B,D,B,C,A,C,C,D,D,A,D,A,C,C
20087328,B,C,D,A,A,C,B,A,D,C,B,C,C,D,D,B,B,B,D,D,D,D,D,A,C
4973973,C,C,D,B,A,B,B,C,D,A,B,C,A,C,C,B,C,B,C,B,B,C,D,A,D
6052176,A,C,D,C,D,B,D,B,D,A,B,D,C,B,B,D,D,D,C,B,D,C,D,A,D
19859547,D,D,A,C,C,B,D,C,D,A,D,C,D,D,B,C,D,A,D,C,D,D,C,C,A
19982481,A,D,A,A,A,B,B,B,A,A,C,C,D,C,B,C,A,B,A,C,C,B,B,C,A
855651,A,D,A,A,A,D,B,C,D,A,C,C,C,C,A,B,A,A,A,A,D,A,D,A,C
2774728,B,D,A,B,D,C,A,C,D,C,D,B,C,C,D,B,A,C,D,C,D,D,C,C,C
3009800,B,D,A,D,B,C,C,B,C,D,B,C,D,D,A,B,A,D,D,A,D,D,B,B,D
2500705,B,D,B,A,B,A,B,B,A,A,C,A,A,B,B,A,B,B,A,A,B,B,B,B,A
6496791,A,D,B,C,A,C,D,D,A,B,D,B,C,C,B,D,B,B,A,D,D,D,B,D,A
19740791,B,D,B,C,D,C,B,C,A,A,D,C,C,B,C,C,B,B,C,A,C,B,A,C,A
3634385,C,D,B,A,A,D,C,A,C,B,D,A,B,C,C,D,C,D,C,B,C,B,D,C,B
5335516,C,D,B,C,B,B,A,B,C,B,C,C,C,B,B,B,C,A,B,B,C,C,B,C,B
6175838,D,D,B,B,D,D,C,C,C,A,A,A,D,B,C,D,A,C,A,C,B,C,C,B,C
19748625,B,D,B,A,A,C,D,B,D,B,A,B,C,C,D,B,A,B,D,B,D,D,A,A,C
5942182,D,D,B,D,C,C,C,C,B,C,B,A,D,B,C,D,C,B,A,A,D,D,B,A,C
5451099,C,D,B,B,A,C,C,A,C,B,A,D,D,B,B,C,A,D,C,A,D,B,B,B,C
6133421,C,D,B,C,C,A,B,A,A,C,A,C,A,C,D,B,A,B,B,B,D,C,B,C,D
20005472,D,D,B,C,A,B,B,D,C,A,B,C,D,A,C,B,A,D,C,A,D,A,B,A,D
19727143,B,D,B,A,B,C,D,C,D,B,A,B,B,C,D,B,A,B,D,A,D,D,C,C,D
3557919,B,D,B,A,B,D,C,C,D,C,A,B,C,C,D,B,A,B,D,B,D,D,C,C,D
4963636,B,D,B,A,B,C,D,C,D,C,A,B,C,C,D,B,A,B,D,B,D,D,C,C,D
20019020,B,D,B,A,B,D,D,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,D,C,D
19826515,A,D,C,B,A,C,D,A,D,C,C,C,B,C,A,A,A,B,A,D,A,C,C,C,B
5578604,C,D,C,D,C,C,D,C,B,D,C,D,B,D,D,D,A,D,C,D,B,B,D,A,C
5451572,D,D,C,D,C,A,C,B,C,C,C,D,D,C,C,D,B,B,D,C,D,C,D,C,C
2726807,D,D,C,A,B,C,D,C,A,C,D,D,B,C,D,B,B,C,D,D,B,B,D,B,C
4095219,B,D,C,A,A,B,C,C,C,C,C,C,B,A,B,C,B,C,B,D,C,D,C,A,C
7090029,A,D,D,D,C,C,D,D,A,A,A,C,D,B,A,C,B,D,C,B,D,D,D,B,A
7089812,A,D,D,B,A,C,A,C,A,D,C,B,B,B,B,B,B,C,B,A,C,B,D,B,B
19852326,B,D,D,A,D,B,D,B,C,A,B,C,C,C,D,D,A,B,D,B,D,D,B,A,B
3070886,A,D,D,C,C,C,B,C,B,C,B,C,D,C,B,D,D,B,B,D,C,D,D,A,B
6560532,A,D,D,A,A,A,C,D,A,A,B,D,A,B,A,D,A,D,A,A,A,C,D,D,C
19740851,B,D,D,D,D,B,D,D,D,D,C,B,C,C,D,D,C,D,C,C,C,C,B,C,D
1978089,C,D,D,D,D,D,C,D,C,B,C,D,A,C,D,D,B,A,D,B,D,A,D,B,D
19930602,C,A,A,B,B,C,B,A,B,B,A,B,A,B,C,A,A,A,B,A,B,B,A,A,A
3169011,D,A,A,C,A,A,A,A,A,C,D,D,C,D,D,C,D,B,C,D,C,D,B,B,A
3982077,A,A,A,D,C,C,C,C,A,D,A,A,B,B,D,C,C,B,B,A,B,A,B,C,A
2302490,B,A,A,A,C,A,C,A,B,C,A,C,C,B,B,D,A,C,C,D,A,D,C,A,B
20370176,A,A,A,B,D,B,A,B,A,B,D,A,B,D,A,B,A,A,A,A,C,B,D,C,B
4957667,B,A,A,A,C,C,A,A,C,C,B,D,B,C,A,D,B,B,C,B,D,A,C,A,B
6496577,B,A,A,B,A,B,D,B,C,A,B,B,C,B,B,B,A,B,B,B,C,D,B,B,B
6864386,B,A,A,C,B,C,D,A,C,B,B,B,C,A,B,C,C,B,D,A,D,D,D,B,B
19720710,B,A,A,C,B,B,B,D,B,A,D,B,D,A,A,A,A,C,B,C,C,A,B,A,B
4366319,A,A,A,B,B,B,C,A,A,A,B,A,C,D,D,B,A,C,A,D,B,B,A,A,B
19901084,A,A,A,B,D,B,A,B,B,A,D,B,D,A,C,D,A,A,D,A,C,A,D,D,B
4837042,C,A,A,B,B,B,B,D,B,A,B,D,B,A,C,D,A,A,D,B,A,D,B,D,B
3167229,C,A,A,B,D,B,A,B,B,C,B,B,C,B,C,C,B,D,B,B,C,A,D,A,B
2727163,B,A,A,A,B,B,B,A,C,B,A,B,D,A,D,C,A,D,A,A,A,B,C,A,B
5543915,B,A,A,D,D,B,C,D,C,B,C,C,B,D,B,C,A,D,C,D,D,D,B,D,C
4972928,D,A,A,A,B,C,B,C,A,C,D,B,C,C,B,A,C,B,C,B,C,C,B,A,C
4987622,C,A,A,A,A,C,D,B,D,D,A,B,C,C,D,B,B,B,B,B,D,D,D,A,C
5062546,B,A,A,A,A,B,C,B,D,D,D,A,C,C,C,C,D,C,C,C,D,B,A,A,D
5037331,C,A,A,B,D,C,A,B,D,C,B,D,B,A,B,C,D,A,B,C,B,B,B,B,D
3167443,C,A,A,C,A,B,B,B,B,A,B,B,A,D,D,A,A,A,A,B,B,C,C,D,D
5614699,C,A,A,B,B,B,B,C,B,A,B,C,B,C,B,A,A,B,D,D,B,C,C,C,D
2515940,B,A,A,C,D,D,A,B,A,D,D,A,A,A,D,B,A,A,A,A,A,D,B,D,D
3245742,A,A,A,B,C,D,C,B,A,C,C,C,C,C,A,B,D,B,C,A,C,D,D,A,D
5133817,C,A,A,B,C,A,B,C,B,B,C,B,C,D,A,C,C,A,D,D,C,C,C,A,D
6134996,A,A,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,A,B,A,A,B,A
6534984,D,A,B,B,D,D,B,B,B,B,A,B,D,D,D,B,D,D,B,B,C,B,D,B,A
4141295,D,A,B,A,D,C,C,C,D,A,B,D,C,A,C,C,B,B,C,C,D,D,A,A,A
5752087,A,A,B,B,A,C,A,D,D,A,D,C,A,A,D,A,B,A,A,B,C,D,B,B,A
3196349,B,A,B,A,A,C,B,B,D,A,C,C,A,D,B,C,A,B,D,B,D,D,D,A,A
3167446,B,A,B,A,C,D,A,D,B,B,C,B,B,B,A,D,C,D,D,D,B,B,A,C,A
5452351,D,A,B,C,A,D,C,A,D,C,C,B,C,C,D,A,C,C,D,B,D,D,D,A,B
3242510,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,A,B,A,B
19989787,D,A,B,C,A,D,A,B,C,D,B,D,A,B,C,B,A,C,A,A,A,C,A,B,B
3554900,B,A,B,D,D,C,D,C,D,D,D,A,C,C,A,C,A,A,C,C,A,C,C,A,B
6404070,B,A,B,B,A,C,B,C,A,C,B,B,C,B,C,D,B,B,B,A,B,C,C,A,B
3382076,B,A,B,A,A,B,A,C,A,D,A,C,C,A,A,D,D,A,A,A,A,A,C,D,C
5875215,B,A,B,D,B,C,B,B,C,C,D,B,B,C,C,B,C,B,B,B,C,A,B,C,C
20138306,B,A,B,B,C,B,C,B,C,A,B,C,B,B,D,C,D,D,C,C,D,B,A,A,C
6078860,C,A,B,C,C,B,A,D,A,A,B,A,B,C,B,A,B,C,A,C,C,A,C,D,C
3856199,C,A,B,C,C,D,B,B,C,D,B,B,C,C,C,B,A,B,B,C,B,A,C,B,C
4842411,A,A,B,D,D,B,B,B,A,C,C,C,B,B,B,C,D,D,B,B,B,C,D,C,C
3170046,B,A,B,C,A,C,D,A,D,D,B,A,C,B,B,B,A,B,D,C,B,D,B,B,C
19794465,C,A,B,A,C,D,D,C,D,A,A,D,C,C,C,C,A,C,A,B,C,A,B,A,C
5104167,C,A,B,D,D,B,C,D,D,C,D,C,A,B,B,D,C,B,D,C,B,C,D,D,C
4843684,C,A,B,B,C,B,A,D,C,A,D,C,C,B,B,C,B,C,C,C,B,A,C,C,C
4656566,A,A,B,A,A,A,B,A,C,C,D,B,B,B,B,B,A,C,D,C,C,A,C,C,D
3982056,B,A,B,A,B,C,D,B,D,C,A,B,C,C,A,B,A,B,D,B,D,D,B,C,D
4976848,D,A,B,A,C,C,A,B,C,A,C,B,C,A,B,B,B,A,B,C,D,B,D,A,D
19707535,B,A,B,A,A,C,B,C,D,C,A,C,C,C,D,B,B,A,D,A,D,D,C,C,D
7297016,B,A,B,A,B,C,D,B,D,C,A,C,D,A,C,B,C,B,D,B,D,C,A,B,D
3376264,B,A,B,A,C,D,D,B,B,C,A,D,C,C,C,B,A,A,D,B,D,D,D,C,D
20097559,C,A,B,D,A,B,C,A,B,B,A,C,C,D,B,C,A,A,B,B,C,A,D,A,D
2491703,B,A,B,C,C,C,C,D,B,B,A,C,C,C,B,B,D,D,C,B,C,D,A,C,D
19697961,B,A,B,B,C,C,A,D,B,A,D,C,A,B,A,D,D,B,A,C,D,C,B,D,D
493766,C,A,B,D,A,D,B,B,C,A,D,B,D,C,A,A,D,D,D,B,D,B,A,A,D
5484219,B,A,C,D,A,A,B,B,D,A,B,C,A,C,C,D,A,C,C,D,A,C,C,C,A
19732115,C,A,C,B,C,C,B,B,B,A,C,D,D,D,D,B,D,D,D,B,B,B,C,B,B
5827771,D,A,C,B,B,B,A,A,B,A,C,B,B,B,B,B,D,A,A,B,B,A,A,C,B
10285067,D,A,C,C,A,A,C,C,D,C,B,C,C,D,D,B,D,D,D,C,C,D,C,A,B
5067533,B,A,C,C,A,B,C,D,C,B,B,B,C,A,C,D,B,B,C,B,B,C,C,C,B
6409192,D,A,C,A,A,C,B,B,A,A,C,C,D,A,A,B,A,C,B,B,D,A,B,B,C
19930423,C,A,C,A,A,C,D,D,A,A,C,B,C,D,C,D,A,C,B,C,C,B,A,A,C
4432368,C,A,C,D,C,C,C,D,C,C,D,D,D,A,A,D,A,A,A,C,D,A,B,D,C
4845716,B,A,C,D,A,D,D,B,D,C,D,A,D,C,B,B,A,A,C,B,D,B,D,B,C
4996207,B,A,C,C,A,B,B,D,C,D,A,A,A,D,B,A,B,C,C,A,D,B,A,A,C
5033492,A,A,C,B,A,C,C,A,D,B,D,D,A,C,A,D,A,A,A,C,C,C,D,A,D
3268665,B,A,C,A,B,C,D,B,D,C,B,C,C,C,B,B,A,B,D,C,A,D,D,A,D
6406006,B,A,C,C,B,C,C,A,B,D,B,D,C,D,C,D,A,C,A,A,B,A,A,B,D
6728907,C,A,C,C,C,A,C,D,D,C,A,A,A,C,C,B,C,D,A,A,C,D,C,B,D
5617083,C,A,C,A,A,B,D,C,D,D,C,D,C,B,A,B,B,D,D,B,D,B,C,A,D
3555299,B,A,C,A,B,D,A,B,D,C,A,C,C,B,D,B,B,B,C,B,D,D,C,A,D
5205589,D,A,C,A,D,C,D,B,D,C,A,D,C,C,D,D,A,B,B,B,D,D,C,A,D
20265625,C,A,C,D,A,D,A,C,B,C,D,B,B,D,C,B,C,B,B,C,B,B,D,A,D
5024381,A,A,D,C,B,C,A,A,D,D,C,C,D,D,C,D,A,C,A,D,D,C,D,C,B
6872840,C,A,D,B,B,B,A,D,B,B,A,C,C,B,B,D,B,A,A,D,C,D,D,C,B
19801912,B,A,D,D,D,D,A,B,A,C,B,A,A,A,C,D,B,B,B,B,C,A,B,A,B
5241925,A,A,D,D,B,D,B,A,D,B,B,A,B,A,C,D,B,B,A,C,B,C,A,A,B
4094371,C,A,D,B,B,D,A,B,C,B,C,B,D,D,A,D,C,C,A,C,B,C,A,B,B
20076076,B,A,D,C,C,C,B,B,C,D,B,D,A,D,C,A,C,A,C,C,A,A,D,B,C
19992459,C,A,D,C,B,C,D,A,D,D,D,B,D,C,D,A,A,A,C,B,B,B,D,B,D
19929767,C,A,D,C,B,D,A,B,D,D,D,C,D,B,D,D,B,B,D,D,A,A,B,D,D
19716746,B,A,D,A,B,B,D,A,D,C,A,B,C,A,D,B,B,D,D,B,D,B,D,B,D
7297771,C,A,D,D,B,D,C,C,C,A,C,D,C,B,A,C,C,C,A,B,B,B,B,B,D
4957858,A,A,D,C,C,C,C,C,C,D,D,B,A,B,D,D,C,B,A,A,A,D,D,B,D
19803952,D,B,A,A,C,D,A,B,A,A,A,A,A,D,B,C,A,C,D,C,B,B,D,D,A
3365788,C,B,A,A,B,D,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,C,A,A,A
4840930,A,B,A,A,A,B,A,A,D,A,A,A,A,C,C,A,B,A,A,B,A,A,A,A,B
19850298,A,B,A,C,A,C,D,A,D,B,A,A,B,A,A,B,A,A,B,D,A,A,A,A,B
3776486,B,B,A,C,A,D,A,D,D,C,B,C,D,B,B,A,C,D,D,A,D,C,B,A,B
2310475,A,B,A,B,B,D,A,D,D,D,C,D,C,A,B,D,B,C,D,B,C,C,C,A,B
19780203,A,B,A,D,C,C,B,D,D,C,A,C,D,A,B,C,B,B,D,B,C,C,B,C,B
6046461,B,B,A,B,A,B,A,A,B,A,A,A,A,A,C,A,B,A,B,D,D,A,B,A,B
602396,C,B,A,D,D,D,C,D,D,D,C,B,C,D,C,C,C,C,D,D,B,A,B,A,B
5786772,D,B,A,A,B,C,D,D,A,B,B,C,D,B,A,D,A,C,D,A,C,A,B,C,C
19956112,B,B,A,B,C,C,C,D,C,A,B,A,A,B,C,D,B,C,C,B,C,C,C,A,C
4113815,B,B,A,A,C,D,D,A,D,D,A,B,C,B,C,B,C,C,D,A,D,C,C,A,C
2955150,B,B,A,C,A,C,A,B,B,A,C,C,C,C,B,C,A,D,D,D,D,A,C,B,C
19706178,B,B,A,B,A,A,C,D,A,B,D,C,C,A,B,C,C,D,C,D,C,B,A,C,C
7322210,B,B,A,D,A,A,A,A,D,C,B,A,B,B,C,C,A,C,B,D,D,D,B,A,C
19781542,B,B,A,B,B,B,C,A,B,C,B,C,B,B,A,A,B,A,C,D,A,B,A,C,C
19764223,B,B,A,D,B,D,C,D,C,B,D,C,C,A,B,A,A,B,A,D,A,D,C,C,C
2599829,C,B,A,D,B,C,D,D,D,C,D,B,B,C,C,C,C,A,D,B,B,C,C,B,C
4932307,A,B,A,C,B,D,B,C,C,A,B,A,B,A,C,A,B,B,C,B,C,C,A,A,C
5942193,D,B,A,D,B,B,D,C,A,A,C,A,D,A,C,C,B,A,D,D,D,A,C,A,C
10180281,A,B,A,D,B,D,B,C,C,A,B,B,C,B,C,D,B,C,A,C,D,A,B,A,C
