NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
20140597,B,C,B,A,C,D,A,D,C,C,D,C,B,D,B,D,C,B,B,B,D,B,B,B,B
19949535,C,B,A,A,B,A,A,B,D,B,D,B,D,D,D,B,D,A,B,A,C,C,D,B,B
20042289,A,C,A,D,D,C,B,D,C,B,C,C,B,D,A,C,C,B,A,B,D,A,D,B,C
20151842,C,A,B,A,D,C,A,C,C,B,C,D,C,C,B,B,B,A,A,B,A,C,A,B,A
20152273,B,A,B,B,B,A,C,D,D,B,C,B,B,C,B,D,C,B,C,B,A,C,D,B,B
5103887,C,D,A,B,C,A,B,D,C,B,D,D,D,C,C,A,D,A,C,C,B,C,D,D,B
19858305,C,D,D,A,D,D,D,A,A,A,C,A,B,D,C,A,C,B,B,B,B,C,B,A,B
20195673,B,C,A,D,D,A,A,A,B,B,C,C,C,A,C,D,D,D,C,A,B,B,A,C,A
20119791,D,C,A,A,D,C,D,B,A,D,D,A,B,A,B,C,B,D,C,B,D,B,A,B,B
20274873,B,C,B,A,A,A,A,B,C,A,A,C,B,C,B,B,A,C,A,B,B,B,A,B,A
10091061,C,D,D,D,A,B,A,B,C,B,D,B,D,B,B,A,A,B,B,D,B,B,C,A,D
19952207,C,C,D,A,D,C,B,B,A,A,D,D,B,C,A,D,D,A,A,D,A,A,A,B,A
20240322,C,C,B,A,D,D,A,D,B,A,C,B,A,A,A,B,C,A,A,C,B,C,D,D,C
19881143,B,A,B,B,D,A,A,A,B,C,C,A,B,C,A,B,C,A,A,B,A,C,D,B,B
19909660,A,B,B,B,C,D,A,B,B,B,C,A,B,B,C,D,A,C,B,B,D,A,D,D,B
10219824,C,D,B,C,A,D,D,D,C,A,D,B,A,B,C,B,C,C,C,B,B,B,D,B,D
20104752,B,D,A,B,D,C,A,D,A,B,D,C,B,C,C,B,D,D,B,B,D,C,B,B,C
20093894,C,A,B,D,D,A,B,A,A,B,D,A,B,C,A,A,C,C,A,C,D,B,C,A,A
20078560,B,B,A,B,B,A,D,D,A,B,D,A,B,C,B,D,C,B,C,C,D,B,D,B,D
19998698,B,B,D,B,C,A,A,D,C,D,D,B,D,B,C,D,C,B,C,A,B,A,A,A,D
19767899,B,D,A,B,A,B,A,B,B,A,A,A,A,A,C,D,D,C,D,B,B,C,A,B,D
19873979,A,B,C,A,A,A,C,D,D,A,A,A,A,A,C,B,A,A,A,B,B,C,A,A,D
20162646,D,C,B,C,C,D,D,B,B,A,A,A,A,C,C,A,C,A,A,B,B,C,A,B,B
19974160,A,C,B,A,D,A,D,B,C,C,C,C,A,A,C,A,C,C,A,B,A,B,C,B,D
20164167,B,B,A,D,A,A,A,C,B,B,A,A,C,A,B,A,C,B,A,A,A,B,A,A,A
20018615,A,B,D,B,A,B,B,B,B,C,D,A,D,D,A,A,C,B,B,C,A,C,B,B,B
20068931,D,C,A,A,D,D,A,C,B,B,D,A,C,C,C,A,C,C,B,C,B,B,D,B,B
19914361,C,D,B,A,D,B,B,B,C,B,B,A,B,B,B,B,A,D,A,C,A,B,B,B,A
19901537,D,B,A,B,A,B,B,A,B,C,A,A,B,B,B,A,D,B,B,C,A,B,D,B,B
20206363,C,B,B,B,D,B,B,A,D,A,D,D,B,D,A,C,C,A,A,C,A,C,C,A,D
19759388,A,C,B,A,A,D,A,D,B,A,D,A,C,A,A,D,D,B,A,B,A,D,A,B,C
19908247,B,D,A,D,D,C,A,A,B,A,D,D,D,C,C,C,C,D,A,B,B,C,C,B,C
20247755,C,C,A,A,D,C,B,C,B,C,B,D,D,C,C,A,C,B,B,B,B,B,D,D,B
20030883,C,A,D,B,A,A,A,B,B,C,B,D,B,D,B,A,C,C,A,A,A,A,A,B,A
20251268,A,C,B,A,B,B,B,D,A,A,A,C,B,D,B,A,D,B,A,B,A,B,A,D,A
20044201,C,A,B,A,A,B,B,C,B,B,B,B,B,B,C,A,B,A,A,B,A,B,C,B,A
20044153,C,D,B,A,C,D,D,A,B,D,A,D,D,D,B,B,C,B,B,B,C,C,B,B,B
2454626,C,C,B,D,D,A,B,C,C,A,B,A,B,C,B,A,B,B,C,B,A,C,C,D,C
20071360,C,C,B,B,D,D,A,A,B,C,C,B,C,C,A,A,A,B,B,D,B,A,D,B,D
20130253,C,A,B,A,B,B,A,B,A,A,B,A,D,B,C,A,C,B,C,D,B,D,C,B,D
10971031,C,D,B,A,D,A,C,B,D,D,C,A,D,C,C,A,A,D,B,D,B,D,A,A,A
19960741,D,D,B,C,B,A,A,C,B,D,B,A,D,A,B,C,C,C,B,B,D,C,B,B,C
20027522,C,B,B,A,A,C,B,C,D,A,D,A,B,C,A,D,B,B,A,B,B,B,B,B,A
20109245,C,A,D,B,C,A,A,D,C,A,A,A,A,A,C,A,C,A,A,B,A,B,B,A,D
20365447,A,C,A,A,B,A,D,A,B,A,D,B,C,C,A,B,C,A,B,B,A,B,A,B,A
19964608,B,C,A,B,C,C,D,A,B,B,C,B,B,D,C,C,A,A,A,D,D,A,A,C,B
20102635,A,D,B,A,C,B,D,B,C,A,D,A,A,D,B,B,C,B,C,A,D,C,D,D,D
19984160,A,B,B,B,D,C,C,B,D,A,D,A,B,C,C,A,A,A,B,B,A,C,D,D,D
3251462,A,C,C,B,B,D,D,B,D,A,C,B,D,D,B,B,C,B,C,D,A,C,C,B,B
19988542,C,A,B,B,C,B,D,B,A,D,A,C,B,A,C,B,A,C,A,D,A,C,A,B,B
19995687,C,B,B,B,A,D,A,D,C,A,C,C,B,B,B,A,D,B,C,B,A,C,B,B,C
20284605,C,B,B,B,B,C,B,D,B,D,D,A,A,B,C,A,C,A,A,A,A,B,A,B,A
20136155,C,B,C,B,C,D,D,D,B,B,B,B,B,D,D,A,B,B,B,C,B,B,C,B,B
19978704,B,C,A,A,D,D,A,D,B,A,C,C,C,A,B,A,C,B,A,B,D,A,B,A,B
20389641,B,B,B,B,B,A,C,B,B,B,C,A,C,A,C,B,A,B,A,C,A,B,A,C,A
20244001,D,B,B,D,D,A,D,B,B,B,C,A,C,D,C,A,C,B,C,A,A,B,A,B,C
20215362,B,A,B,C,D,C,B,B,C,B,D,C,C,C,B,B,A,C,C,A,B,B,A,D,B
20267487,B,D,A,D,D,A,B,B,A,A,D,A,B,D,B,A,C,A,B,C,B,D,B,B,C
20343715,C,A,B,B,D,D,B,A,B,D,C,A,B,B,C,B,C,C,A,C,B,C,D,B,A
19861087,A,A,A,A,D,A,A,B,B,A,C,D,D,D,D,A,C,C,A,B,A,C,A,A,C
20066026,B,C,D,A,A,C,A,B,B,C,B,B,B,D,C,D,A,A,D,B,A,D,D,D,A
4843635,A,A,A,C,D,A,B,A,B,D,B,A,D,D,A,B,A,A,C,D,B,A,A,C,A
20170015,D,B,C,B,D,A,A,B,A,A,A,A,B,C,A,A,C,B,C,B,B,C,A,B,D
19981198,C,D,B,A,D,D,D,A,B,A,C,A,D,C,C,D,D,B,C,B,A,B,B,D,C
19883100,A,D,B,D,D,D,A,D,B,B,D,B,D,C,B,C,C,B,B,B,C,B,A,B,A
19860406,C,D,B,B,D,A,D,A,B,A,C,D,B,D,C,A,C,A,B,B,D,C,A,B,A
19936287,B,A,A,C,D,B,D,C,C,A,C,D,D,A,A,B,C,D,C,B,C,A,A,D,D
20058942,C,C,D,B,D,A,A,B,B,D,D,C,B,C,A,B,A,A,B,B,A,C,C,B,B
20254972,D,B,B,B,A,D,D,D,C,B,C,C,A,A,C,B,A,D,A,B,B,B,C,D,D
20160573,B,A,B,A,D,C,A,D,B,A,D,B,B,D,A,B,A,B,B,B,A,A,C,B,B
20160364,C,D,B,C,A,A,C,B,B,A,C,B,C,C,A,A,B,C,C,D,C,A,B,C,A
20230965,A,C,A,A,B,A,D,D,D,A,D,C,B,C,A,B,A,D,B,B,A,C,C,B,A
20240687,D,C,C,A,D,B,D,D,B,A,A,A,B,A,C,B,B,D,A,B,A,C,A,D,B
19837878,D,B,B,B,A,D,D,A,D,A,C,C,B,A,C,D,B,C,D,B,A,C,C,D,B
19992052,C,C,B,A,C,A,A,C,B,C,C,D,D,B,C,C,B,D,B,B,A,D,B,B,D
20191249,B,C,A,B,C,D,D,A,B,C,B,B,B,D,B,B,D,B,B,A,C,A,C,D,A
20136135,C,B,B,A,D,B,D,A,B,B,D,C,B,C,A,A,D,B,B,B,C,A,C,B,D
20275680,B,B,C,C,A,C,D,C,C,B,B,C,B,B,C,B,C,D,B,A,B,C,B,B,A
20208487,C,A,C,C,B,D,A,D,A,B,D,B,A,B,A,A,A,A,C,B,A,C,A,B,A
20132522,C,B,B,B,D,A,A,C,C,C,C,A,A,C,D,B,C,A,B,A,A,C,A,B,A
20140333,D,B,C,B,C,B,B,A,A,D,D,C,B,D,C,B,A,A,B,B,B,B,B,B,B
20225684,C,B,B,B,D,D,B,C,A,A,B,A,B,C,D,B,A,A,A,D,D,C,A,B,C
20381028,D,B,C,A,C,D,B,A,B,B,D,B,C,C,D,D,A,B,B,B,A,B,D,B,C
20137217,B,D,B,D,B,D,D,B,B,B,B,C,B,C,B,D,A,D,D,B,B,A,B,C,A
19890409,C,A,B,B,B,D,D,D,B,A,D,A,B,A,A,B,C,A,C,B,B,D,C,C,D
19950026,C,C,A,A,D,A,A,D,B,A,D,A,D,C,B,C,D,B,C,B,D,C,D,C,B
20045119,B,C,A,D,D,A,C,C,B,A,C,A,D,C,A,A,A,B,B,A,B,B,D,B,B
10173303,C,D,A,B,C,A,C,D,A,D,B,A,B,C,A,C,A,C,C,D,B,D,C,D,D
20066814,A,D,B,B,D,A,A,D,D,C,C,C,B,D,C,B,A,D,A,A,A,A,B,A,A
2772298,A,A,B,A,D,A,A,A,A,A,A,A,C,D,A,D,A,B,A,A,A,A,B,D,D
20032025,B,B,A,B,D,D,B,C,C,A,C,B,C,B,A,B,C,A,B,B,B,C,B,D,A
19911986,A,B,B,B,D,D,D,D,B,A,C,A,A,C,C,A,C,A,B,B,C,C,B,B,C
20100848,B,C,C,B,D,A,D,C,D,C,D,A,B,A,A,B,C,A,A,A,A,B,B,B,D
20027216,C,C,B,B,D,C,B,A,B,B,D,C,B,C,A,C,C,A,B,B,A,D,A,B,A
20058935,D,C,B,B,A,A,D,B,B,B,D,A,C,C,C,A,C,B,A,B,B,C,D,D,B
20063651,C,A,A,B,C,A,B,B,B,B,C,C,C,C,C,C,A,B,A,C,D,B,D,C,D
20049375,A,A,B,A,A,A,A,A,B,A,D,A,C,A,D,B,B,B,A,C,C,A,A,B,D
10173142,C,D,D,B,B,A,B,A,B,D,D,A,B,C,C,A,A,C,C,C,C,D,B,A,D
5061413,B,B,C,A,D,B,C,C,C,B,D,A,A,C,B,A,A,C,A,B,A,D,B,A,D
20053494,C,A,B,B,A,D,D,D,C,A,D,C,B,A,D,B,C,A,B,D,A,B,A,B,B
5359574,A,C,C,B,C,A,D,A,D,B,A,A,C,D,B,C,D,B,A,D,A,B,B,B,B
20362294,D,A,B,B,C,C,D,D,C,A,C,C,B,A,C,B,C,B,D,B,B,B,A,A,C
20094558,B,D,C,B,B,A,B,B,B,B,C,C,D,A,B,C,B,D,B,D,B,B,B,B,C
19811067,C,A,C,B,B,C,B,B,C,A,C,D,B,A,D,C,C,A,A,B,A,B,A,D,A
2893974,C,B,B,B,D,A,D,D,D,A,C,A,A,C,B,D,C,C,A,B,C,D,D,B,D
19885307,C,A,C,B,C,D,B,D,B,A,C,A,B,C,C,A,A,B,B,D,A,C,D,B,C
19867677,A,A,B,D,D,D,B,B,C,A,C,D,A,C,B,C,C,D,A,D,A,D,B,B,B
20276060,D,D,C,B,B,A,B,D,C,A,C,A,C,C,C,B,C,B,B,B,D,B,B,C,A
4839687,B,C,C,D,D,C,A,B,B,A,C,D,C,C,C,C,A,B,A,B,D,C,B,C,C
19911881,C,B,B,A,D,A,D,B,C,D,C,B,D,B,D,B,B,C,A,D,A,D,C,D,B
20062285,C,D,B,B,D,A,C,A,B,B,B,C,B,A,B,B,C,B,B,B,C,B,B,C,B
20101921,A,A,B,B,D,D,D,D,C,A,B,A,B,D,A,A,A,B,A,B,B,C,D,B,A
20383427,B,A,C,B,D,A,B,A,B,D,B,D,D,B,C,A,C,B,A,B,D,B,C,B,C
19890988,C,B,B,B,D,A,D,C,B,A,C,D,B,D,A,A,D,A,B,B,A,A,A,B,A
19934295,C,D,C,B,D,C,B,C,D,C,D,A,B,C,C,A,D,C,A,B,C,D,B,A,B
20274741,A,D,B,B,C,B,D,D,C,A,A,A,A,D,C,B,A,B,D,A,A,D,D,B,C
20046869,C,A,A,B,D,A,D,A,C,C,D,C,C,A,B,A,B,D,A,B,D,B,A,D,C
20135847,C,B,B,B,D,A,D,C,C,B,C,D,A,C,D,C,B,C,C,C,D,C,C,B,D
19988364,C,A,B,B,C,D,A,D,B,A,D,A,B,A,A,C,C,D,A,D,A,C,B,D,C
20195696,D,B,B,B,B,A,D,D,B,A,D,D,B,C,D,B,C,C,B,C,D,B,C,D,B
20268364,D,D,B,B,A,C,D,D,A,A,C,A,A,B,A,A,C,C,A,B,A,B,B,D,A
10182687,B,A,B,B,B,D,D,C,D,B,C,C,C,B,C,B,C,B,B,B,C,B,B,B,B
20013357,A,A,B,B,D,A,A,C,C,A,B,A,B,D,D,B,B,B,A,C,C,C,C,B,D
20318584,B,C,B,B,D,A,D,B,B,A,B,C,C,B,A,B,C,A,A,B,C,C,A,A,B
20312783,D,B,B,B,D,A,D,C,C,A,B,A,B,C,C,A,C,D,D,C,B,B,B,B,B
19879187,D,D,D,B,C,B,C,B,B,A,D,C,B,A,C,B,C,C,D,A,A,D,A,D,B
20194544,D,D,A,B,D,A,B,D,C,D,D,D,B,D,C,B,A,C,C,D,B,C,D,D,A
19981784,A,D,B,B,D,C,D,A,B,A,B,A,D,A,C,D,A,B,C,B,A,C,B,B,A
19841179,C,A,B,B,B,A,D,A,B,A,C,A,B,A,D,C,C,D,A,A,C,C,C,B,B
20339153,D,A,B,B,B,D,B,A,B,A,C,D,A,A,C,B,C,D,B,D,A,A,A,D,A
20112440,C,A,B,B,D,D,D,A,B,C,D,D,B,B,C,A,B,B,B,D,D,B,C,B,C
20104618,D,A,A,A,A,C,D,B,C,A,C,A,B,B,D,B,D,C,B,D,A,C,D,D,A
20133904,D,A,B,A,D,A,D,A,B,A,A,A,D,A,A,A,A,B,B,B,A,A,A,B,B
20080562,C,C,B,B,B,A,B,D,B,A,B,C,C,C,C,D,C,A,A,D,B,A,B,D,A
5685207,A,A,A,B,C,B,D,A,C,A,C,C,A,A,D,B,C,C,A,B,A,A,B,D,B
19751169,C,B,B,B,D,A,B,B,B,A,D,D,B,B,A,A,C,A,D,B,A,B,C,B,A
19974125,C,C,D,A,D,A,D,C,B,A,D,A,B,C,B,D,B,A,B,A,B,B,B,B,A
20136639,C,B,B,B,B,A,A,B,A,C,D,D,B,B,A,C,A,B,B,B,A,A,B,B,A
20136175,C,B,C,A,D,A,C,C,C,B,C,C,C,B,B,C,D,C,C,C,A,D,B,C,C
20208486,D,C,B,D,D,B,C,D,B,B,C,A,C,B,B,C,D,B,C,D,C,D,D,B,B
20165430,C,B,B,B,B,C,A,A,B,A,C,A,C,A,A,C,A,B,A,D,A,A,B,B,A
19968398,D,B,C,B,D,A,A,B,B,B,B,D,B,C,B,C,C,D,C,B,B,C,B,D,B
19922955,C,D,B,B,A,B,A,C,B,A,C,A,B,B,C,A,A,C,B,D,D,B,B,D,C
20038287,C,C,B,C,D,A,D,C,C,A,C,C,D,C,D,D,C,B,C,B,D,C,B,C,B
20043528,C,B,B,B,B,A,D,B,B,A,D,A,B,A,C,D,A,B,C,B,A,A,D,D,C
20043836,C,C,B,B,B,C,A,D,D,C,C,B,A,C,D,C,A,A,D,D,C,D,C,B,C
19893151,D,D,B,B,B,D,D,A,B,D,C,A,B,B,D,B,C,C,A,D,B,C,B,D,D
20336807,B,B,B,B,B,D,D,D,B,A,C,D,A,C,D,B,A,C,A,A,C,B,A,D,C
20103598,D,B,B,A,B,A,C,C,B,A,C,B,B,A,D,C,C,B,C,C,B,B,A,B,A
6953191,D,C,B,B,D,A,D,C,D,A,C,D,B,A,B,B,C,A,C,B,A,D,D,D,B
20185030,C,C,B,B,D,D,D,A,C,A,D,C,B,C,C,B,C,B,B,B,B,D,B,B,B
19955953,D,C,C,B,D,D,A,D,B,D,C,D,A,A,B,A,B,B,C,B,D,C,B,C,A
20274236,C,D,A,B,A,A,B,A,B,D,C,D,C,B,C,C,C,B,A,C,C,C,A,D,A
20122414,C,D,D,D,D,B,B,A,B,D,D,B,D,C,A,C,A,B,C,D,A,D,B,C,D
11028364,B,C,A,B,D,A,D,B,C,B,B,D,C,B,D,A,C,B,C,B,A,C,B,B,A
7295574,D,D,A,B,D,A,D,B,B,A,C,B,D,A,B,C,D,B,A,B,A,A,C,A,A
20169341,C,D,A,A,D,A,A,C,B,C,D,A,D,A,D,D,A,A,A,B,B,D,B,B,A
20053000,D,C,D,B,C,A,D,C,B,A,D,A,B,D,B,D,D,C,A,B,A,C,A,D,A
20175735,C,D,B,B,D,A,D,C,B,A,A,D,A,C,B,B,B,A,A,B,B,D,A,B,A
19920811,C,C,C,B,D,A,B,B,B,B,B,D,B,B,D,B,C,C,B,B,C,C,B,D,B
20133138,B,A,B,B,B,A,D,B,B,B,C,A,D,C,A,C,C,A,D,B,C,C,B,D,D
10178767,B,D,B,B,D,A,D,B,C,C,D,A,C,B,C,B,C,B,A,B,C,C,C,D,A
20048203,D,B,B,B,D,D,D,D,C,A,C,A,A,C,D,B,A,A,D,B,D,C,B,B,C
19908576,C,A,A,B,A,A,D,B,B,A,C,C,A,A,A,D,A,A,A,B,A,A,C,D,C
19901070,D,D,D,B,D,A,D,D,B,A,B,B,A,B,C,B,C,A,B,A,D,C,B,B,C
19993029,C,B,B,B,D,A,D,B,B,A,C,B,D,D,C,A,A,A,C,D,B,D,B,B,B
19861369,C,B,A,B,B,C,D,D,B,A,D,C,C,D,A,C,C,B,C,B,D,C,B,D,C
20015340,D,D,B,B,A,C,D,B,B,A,D,C,A,B,B,B,C,C,B,B,A,B,B,B,D
20046240,D,C,A,B,D,D,D,A,B,B,D,A,D,B,B,C,C,B,C,B,A,B,D,B,A
20298891,C,A,B,A,D,A,D,D,B,D,D,B,B,A,C,C,B,A,A,A,A,B,B,D,A
20029203,C,A,B,B,D,A,D,A,B,B,D,B,A,C,A,A,C,A,A,A,B,A,C,D,A
20298417,D,D,B,B,D,B,D,C,B,A,C,A,B,C,D,B,C,C,B,B,B,B,B,B,A
20038294,C,C,C,B,C,C,D,A,B,A,C,A,B,B,D,B,A,C,D,B,A,A,B,A,B
4660083,C,C,B,A,D,A,D,D,B,C,D,C,B,B,D,B,A,C,A,A,C,A,A,B,C
20381034,D,D,B,B,D,A,A,D,B,A,C,C,A,C,A,B,A,A,B,A,C,B,C,B,B
6898399,D,B,B,B,B,B,A,B,B,D,D,A,A,B,D,C,D,C,A,D,D,C,B,A,C
20158853,B,A,B,A,B,A,D,C,B,A,C,C,D,D,D,D,C,B,A,B,B,A,A,B,A
20384500,D,C,B,B,A,B,D,C,B,D,A,C,A,C,D,B,A,C,B,B,C,C,C,B,C
19892028,D,C,B,B,C,A,A,C,B,A,D,B,D,C,B,A,A,C,B,D,D,B,B,B,C
10524044,B,D,A,B,D,A,B,C,D,A,B,C,A,A,B,B,C,B,B,A,C,A,B,B,B
20119481,B,B,B,C,D,A,D,A,B,A,C,A,B,B,B,C,B,B,C,C,B,A,B,B,A
20113961,D,B,B,B,D,B,D,C,B,D,D,C,D,A,B,C,B,B,A,A,A,B,B,B,B
20135570,B,C,A,B,D,A,D,B,B,A,D,A,B,C,D,B,A,D,C,B,C,B,A,D,C
20012899,D,B,B,B,D,D,B,C,B,A,D,B,B,A,C,B,B,D,D,B,C,C,A,D,A
20184832,D,A,D,A,C,A,A,D,B,A,D,B,C,D,C,B,A,A,D,D,B,D,B,C,C
20058901,C,C,B,B,D,A,D,C,B,D,C,C,C,B,C,A,A,C,B,A,A,B,B,D,C
20052663,B,C,B,B,A,A,D,B,C,D,D,A,A,A,D,B,C,B,A,D,A,D,A,D,A
19883978,D,B,B,B,C,A,D,D,C,D,C,D,A,C,D,B,A,D,B,D,A,D,B,A,A
10270612,C,A,B,A,D,B,D,B,B,A,D,A,D,B,C,C,C,C,A,B,C,D,A,B,A
19882879,A,B,B,B,D,D,D,D,B,D,B,A,B,C,D,C,A,B,D,D,B,C,A,D,B
20079476,C,C,B,B,D,D,D,B,B,A,C,A,B,C,D,C,A,B,A,B,A,C,B,B,A
19867701,C,A,B,B,D,D,D,A,B,A,D,D,B,C,C,C,A,D,D,B,C,B,C,B,B
20092255,B,A,B,B,D,C,D,B,B,A,B,A,A,B,C,B,C,B,A,A,D,D,B,B,B
20092352,C,D,B,B,D,A,A,C,B,A,C,A,A,D,B,C,A,D,C,B,C,B,A,D,B
19751593,D,B,B,B,D,A,A,A,B,A,B,B,A,B,D,B,A,C,C,B,B,B,C,D,B
19991338,D,C,B,B,D,C,D,A,C,A,D,A,D,A,D,B,C,A,D,A,C,D,D,D,B
20192120,D,C,B,B,B,A,B,D,B,C,D,A,B,A,B,C,A,B,A,B,A,A,B,D,A
19965996,D,B,B,B,A,A,D,C,B,A,C,B,B,C,A,B,D,B,B,D,D,D,C,D,B
20038286,B,A,A,A,D,A,A,A,B,A,D,A,A,B,C,C,B,C,C,D,A,B,B,B,B
20225676,D,A,B,A,D,A,D,B,B,A,C,B,D,C,B,D,A,B,C,C,A,A,B,D,B
20147825,C,B,C,B,A,A,A,A,C,A,D,A,C,B,C,B,A,B,B,D,B,C,A,D,A
20045078,A,D,B,B,D,A,C,C,C,A,B,A,A,A,B,D,A,B,A,D,D,D,A,B,A
20043571,C,B,B,B,D,A,A,A,B,A,D,B,C,D,D,A,A,B,C,B,D,D,C,D,D
6870512,C,B,A,B,D,A,D,B,B,A,A,C,B,C,D,A,A,B,C,B,C,B,A,B,B
4951092,D,C,A,D,D,D,D,D,B,A,D,A,B,D,A,B,B,C,A,D,C,D,B,A,A
10211966,A,D,B,B,D,D,A,D,C,A,D,C,A,B,D,A,A,A,C,D,D,B,C,B,A
20245491,B,B,B,B,D,A,D,A,B,A,D,A,A,C,C,B,A,C,D,C,B,B,B,C,C
19721975,B,C,B,B,D,C,D,D,B,A,D,B,D,D,D,D,A,B,B,D,B,C,B,B,C
19963199,C,B,B,B,A,A,D,A,B,A,D,A,C,B,D,A,A,B,A,C,A,C,D,D,B
20274243,A,D,B,B,A,A,D,A,B,D,D,D,A,B,D,B,C,C,C,A,B,C,B,D,A
20116931,B,B,C,B,D,A,D,D,C,A,C,A,A,B,D,A,D,A,C,A,B,C,B,D,B
19803729,B,C,D,B,A,B,D,D,C,A,D,D,B,B,D,B,A,B,A,A,B,D,A,D,A
6537672,C,C,D,B,B,A,B,C,B,A,D,C,B,C,B,B,A,A,B,B,C,A,B,D,A
19983510,C,B,B,B,D,C,D,A,B,A,D,B,A,B,C,D,C,B,D,B,A,C,B,B,A
20027865,D,B,C,B,D,A,A,C,B,B,D,A,C,B,A,C,C,C,D,B,B,C,A,B,A
20052549,D,C,B,B,D,D,D,B,B,A,D,C,A,A,D,B,C,C,B,A,B,C,B,D,B
19935143,C,C,B,B,C,A,B,B,B,A,D,A,C,B,D,A,B,B,D,A,C,C,B,B,A
20265391,D,C,B,B,C,A,D,A,B,A,D,A,B,B,D,A,B,D,A,A,C,B,B,D,B
20261722,D,A,B,B,B,A,B,B,B,D,C,C,B,C,C,A,A,B,A,B,B,D,B,D,A
19861410,D,C,B,A,D,A,D,D,B,A,D,A,A,A,D,D,A,D,B,D,B,B,B,B,B
20174731,B,A,C,C,C,D,C,C,B,A,D,C,A,C,D,A,A,D,B,D,A,D,A,C,D
5685208,D,D,B,B,C,A,D,D,B,A,A,C,A,A,A,B,A,C,A,A,C,B,B,D,B
20082267,D,D,B,B,B,C,D,D,B,A,A,A,A,D,B,B,A,B,D,D,A,D,D,D,D
19974638,C,B,B,B,D,A,A,A,B,C,D,C,B,B,B,C,A,B,D,B,B,C,C,D,B
20171673,B,A,D,B,D,A,D,A,B,A,D,D,A,B,A,B,C,D,D,C,C,A,D,B,B
20102838,D,B,A,B,C,D,D,C,B,A,C,C,A,C,D,B,A,C,A,A,A,C,B,B,A
19951644,D,A,B,B,B,A,B,A,C,A,B,B,A,B,D,B,A,C,A,C,C,C,A,D,A
19916449,B,B,B,B,D,B,B,D,C,A,D,C,B,B,D,C,A,A,C,D,A,B,D,D,A
20274212,C,B,B,B,A,A,D,A,B,D,D,D,B,C,D,A,C,B,A,D,C,C,B,D,A
20274234,A,A,D,B,A,A,A,A,B,A,D,D,A,C,A,B,C,B,A,D,A,C,B,D,A
20074336,A,D,C,B,D,A,D,A,B,A,C,A,A,B,A,C,B,B,A,A,A,B,A,B,A
19950864,D,A,B,B,D,A,D,A,B,A,D,A,C,A,A,A,A,B,B,A,C,A,A,D,B
20156085,A,C,A,B,D,D,D,C,C,A,D,C,B,A,D,C,A,B,C,A,D,B,A,D,A
20272926,B,A,A,B,D,D,D,C,B,A,D,C,D,D,D,C,A,A,B,B,A,C,C,B,A
10385972,D,A,B,B,D,A,D,D,B,A,B,B,B,C,D,B,C,C,A,B,C,C,B,D,A
