NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
20088519,B,A,B,D,A,B,D,C,A,C,C,D,A,D,B,B,A,C,D,C,B,B,A,C,C
10078586,B,A,B,D,A,A,D,D,C,A,C,D,A,A,C,B,A,C,B,B,D,B,C,B,D
10079357,A,A,B,D,A,A,D,A,A,A,A,C,A,C,A,B,A,C,B,A,D,B,A,C,D
10079043,B,A,B,D,A,A,D,A,A,D,A,D,A,C,D,A,A,C,B,B,D,B,A,A,D
10015113,B,C,A,C,B,C,B,A,B,C,B,B,A,D,B,A,C,A,A,A,B,D,C,B,A
10081926,B,A,A,A,A,A,D,C,C,B,C,A,A,D,C,B,A,C,A,A,D,B,D,D,D
20195038,B,D,A,B,B,B,A,D,C,B,B,A,B,D,C,A,A,C,C,C,C,D,A,A,D
20386554,B,D,B,C,A,B,D,C,D,C,A,C,C,D,A,C,A,C,D,C,C,B,C,C,D
20377052,B,C,A,C,A,A,D,B,D,B,D,B,D,A,C,C,A,B,A,C,C,D,A,C,A
10145448,B,A,C,B,A,A,A,C,A,B,B,A,A,D,A,C,A,C,A,A,B,D,A,B,A
20269513,B,A,B,D,A,C,A,D,B,C,B,D,B,D,A,A,A,D,D,C,B,B,A,B,D
10085958,B,A,A,A,A,C,C,C,B,D,A,C,A,D,C,B,A,B,D,D,D,B,C,B,D
10150074,B,A,A,D,A,C,D,C,D,C,C,B,D,A,B,B,D,B,C,C,B,B,A,B,D
10518095,D,C,D,C,A,A,D,D,C,B,C,C,B,D,A,B,A,C,A,A,D,D,C,C,D
10148906,B,A,B,B,C,B,B,C,A,B,A,D,B,D,B,B,A,D,A,B,C,B,A,B,D
10067031,B,C,A,D,A,C,D,C,D,C,A,B,A,D,B,B,B,C,B,C,B,B,A,A,A
10080356,B,A,B,B,B,B,B,D,B,B,C,D,B,D,B,C,A,C,C,B,D,B,C,B,B
10308757,A,A,B,C,C,B,C,B,D,D,C,D,B,D,C,A,A,D,D,A,C,D,C,C,D
10114954,B,A,B,D,A,A,A,B,C,B,D,D,A,A,A,B,A,C,D,B,D,B,B,D,A
20147542,B,A,B,D,A,D,A,B,A,A,B,D,C,D,C,A,A,C,A,A,D,D,A,A,A
10483978,B,A,A,C,B,A,D,C,A,B,C,C,A,A,A,D,A,C,A,B,B,D,C,D,A
20333079,A,A,A,D,A,A,D,D,A,B,B,D,A,A,B,B,A,C,B,C,D,B,A,B,A
10062160,C,A,D,D,C,A,D,C,A,C,C,D,A,C,D,C,A,C,C,C,D,B,C,C,D
20376965,B,A,D,D,A,B,D,D,B,A,D,D,A,A,D,A,A,C,B,A,D,B,C,C,C
20376966,B,A,A,D,A,A,D,C,A,B,A,C,A,A,B,C,B,C,D,B,D,B,A,A,C
20297352,A,A,A,D,A,A,B,D,B,B,A,D,B,B,A,B,A,D,B,B,B,B,C,B,D
20376969,A,C,B,A,A,A,D,C,A,B,B,D,D,C,A,D,A,A,D,D,B,B,A,D,A
10061755,B,A,D,A,A,A,A,B,A,B,D,C,B,B,A,B,C,C,B,B,B,C,C,A,A
10054314,B,B,B,D,B,A,D,A,C,B,C,D,A,A,B,A,A,C,A,B,C,D,A,A,C
10123360,B,A,D,D,B,C,A,C,A,C,C,C,B,D,D,A,A,A,A,C,D,A,C,B,D
20376978,B,A,C,D,A,A,D,A,C,B,C,C,A,D,B,C,A,C,D,C,D,D,C,A,B
10357966,B,C,A,D,A,B,C,A,D,B,D,D,B,B,A,C,A,A,A,C,D,D,A,B,A
10043237,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,B,A,B,D,A,B,A,C,D
10115419,D,A,B,C,B,B,A,B,B,B,B,D,A,A,B,A,C,C,D,C,B,D,A,C,C
20222202,B,D,A,D,B,B,D,C,A,B,D,D,C,D,C,C,A,C,B,B,D,B,C,B,C
20297557,B,A,A,D,A,A,D,C,C,B,C,A,A,D,B,B,A,C,D,C,D,B,C,A,C
10036829,B,A,B,D,A,A,D,C,A,B,A,C,C,A,D,A,A,C,C,C,D,B,C,C,D
20377004,A,A,A,D,A,A,A,A,A,B,A,C,C,D,C,B,A,C,B,B,A,B,A,C,D
20377009,B,C,B,B,B,A,A,B,B,B,A,A,C,A,B,A,B,A,C,A,D,C,C,B,B
20377019,A,B,C,C,A,B,C,A,A,B,D,D,C,B,B,C,B,A,B,C,B,C,A,B,B
10115003,C,A,A,A,A,A,B,A,D,B,B,A,B,A,A,B,C,A,C,A,B,B,A,A,A
20377026,B,A,A,D,A,A,A,C,C,B,C,B,A,A,B,B,B,A,B,D,D,D,D,C,D
20377029,D,A,C,B,A,C,D,D,C,C,B,D,D,A,C,B,C,B,B,B,B,D,D,D,B
20377033,A,A,B,D,A,B,B,C,B,B,D,D,B,D,C,B,A,A,A,B,D,C,B,D,A
20377044,B,A,A,D,A,A,D,C,C,B,C,C,A,C,B,B,A,C,C,A,A,D,C,B,D
20377048,B,A,A,D,A,A,D,C,A,A,B,D,A,B,D,C,A,C,D,A,C,B,A,C,A
20248955,B,A,B,A,A,A,D,A,C,A,C,D,A,D,C,B,A,B,B,B,D,D,A,B,A
20377055,B,A,D,D,A,A,D,C,C,A,C,D,A,A,C,B,A,B,C,B,D,D,A,B,D
20330526,A,A,A,A,A,B,D,B,D,D,D,D,B,D,C,A,D,D,A,C,D,B,C,C,B
10290453,C,A,A,C,B,B,D,A,D,B,D,A,A,B,A,B,C,B,B,C,A,C,A,A,B
20297258,B,A,A,D,A,C,D,B,C,B,D,B,C,D,C,B,A,B,D,A,D,B,C,C,D
10154061,A,C,C,D,A,B,D,C,A,C,D,C,A,D,D,B,B,B,B,C,A,C,C,B,D
20297271,B,A,A,D,A,C,B,B,B,B,C,B,D,D,C,D,B,C,B,A,D,B,C,A,B
20297408,A,B,A,C,C,B,D,D,C,A,D,D,B,A,B,D,C,C,C,A,D,B,A,A,B
10162375,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,B,C,D,A,D,B,C,C,D
20333112,B,A,A,D,A,A,D,B,C,B,C,B,A,D,C,B,B,C,D,A,D,B,C,D,D
20376985,B,A,B,B,C,B,D,B,B,C,C,B,A,D,B,A,B,D,A,C,A,C,A,D,D
10035889,B,A,A,D,A,C,D,B,C,B,C,B,A,D,C,D,B,C,B,D,D,B,C,C,B
20315292,B,B,B,D,B,B,B,C,B,B,B,A,C,D,B,B,B,A,C,C,B,C,B,C,B
20190398,B,A,A,B,B,B,B,B,D,A,B,B,A,D,C,C,D,D,B,A,B,B,C,C,D
20297677,B,A,A,D,A,C,D,C,C,B,C,B,A,D,C,B,B,C,D,B,D,D,C,C,B
10068175,C,C,A,B,C,C,B,C,D,B,C,C,C,D,C,C,B,C,C,B,D,D,A,B,A
20296735,B,A,B,D,A,C,D,B,A,A,C,B,A,A,C,B,A,C,D,B,D,D,C,B,A
10062142,A,A,A,C,B,D,D,A,C,B,B,C,A,D,C,C,A,C,A,C,D,D,C,B,A
10063642,B,A,B,D,A,A,D,B,B,B,C,B,A,D,C,B,B,C,D,B,D,B,C,D,D
20167938,A,A,B,B,D,C,D,C,B,C,C,B,A,D,C,C,B,D,B,C,A,B,A,A,D
20377025,C,C,B,D,B,A,D,A,C,D,A,B,A,D,C,D,A,A,D,A,B,C,A,B,D
20167672,A,C,B,D,B,B,A,B,A,C,B,B,B,B,D,A,A,D,B,C,D,A,A,B,B
20382791,B,A,A,D,A,A,D,B,C,C,C,B,A,D,A,C,B,C,B,B,D,B,D,D,D
20167673,B,D,A,B,A,A,D,C,C,B,C,B,A,D,C,B,B,A,C,A,D,B,C,C,A
19879628,B,C,B,C,A,A,B,C,C,B,D,C,B,D,B,C,D,C,B,A,D,B,C,C,D
20396881,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,B,C,C,A,D,B,C,C,B
20297860,B,B,A,B,A,A,A,B,B,A,A,D,A,B,A,A,B,D,B,B,A,A,D,A,D
20296716,A,C,B,C,A,B,B,C,B,C,C,D,C,B,C,A,A,B,D,B,B,A,A,A,C
20373015,B,C,B,C,D,B,B,D,D,C,A,B,C,C,D,D,A,B,D,C,A,A,A,A,B
10105069,A,A,A,A,B,B,D,B,B,C,C,B,A,C,C,C,B,C,D,C,B,B,B,D,D
10185935,B,A,A,C,A,C,B,B,C,A,D,A,A,A,C,B,B,B,D,A,D,B,C,D,A
20377049,B,A,A,D,A,C,D,C,C,B,C,B,A,D,C,B,B,C,D,A,D,B,C,C,B
20377057,A,A,C,D,C,C,D,D,A,A,B,B,C,A,B,D,D,D,B,A,D,B,C,A,D
10107868,B,B,A,D,D,A,A,C,C,B,C,B,A,D,A,B,B,C,D,A,D,B,C,B,D
10188905,B,A,B,B,B,B,B,C,C,C,C,C,A,C,C,C,B,C,D,C,D,B,D,A,D
20212207,A,D,A,D,A,A,C,D,C,D,A,C,A,A,D,A,B,A,A,B,A,B,A,C,A
20318036,B,A,A,D,A,A,D,C,C,C,C,B,A,D,C,B,C,A,D,B,D,B,D,D,C
20297410,A,D,A,C,A,A,A,A,A,C,A,D,D,A,A,B,B,B,A,A,A,C,A,A,A
10153850,A,A,B,D,A,A,D,C,B,A,C,D,A,A,C,A,A,C,D,B,D,C,A,A,A
20372938,A,B,A,C,B,A,A,C,C,C,A,C,C,D,C,B,B,D,A,A,D,B,A,B,B
20376980,D,A,D,D,A,A,C,B,C,A,A,A,C,A,A,B,A,C,A,A,A,B,C,A,C
20189575,C,C,C,C,B,D,B,C,D,B,B,C,A,C,B,A,A,D,D,D,B,A,D,C,D
20035168,A,D,A,D,B,D,D,B,D,D,A,A,C,C,D,A,D,A,C,D,D,D,B,C,C
20376996,D,D,C,A,D,B,A,D,A,A,D,A,D,D,D,B,A,D,A,A,B,D,A,D,D
20376997,B,C,B,D,B,B,D,D,C,C,D,B,C,B,D,D,B,B,B,D,A,A,B,D,A
20377001,B,C,B,D,A,A,C,C,D,B,D,C,A,A,C,B,A,C,D,C,B,B,C,A,B
19836360,A,A,B,D,B,B,C,A,C,B,A,D,A,C,D,A,A,C,B,D,B,B,A,B,A
10309416,B,A,B,D,A,A,D,A,D,B,C,D,A,A,C,B,A,C,D,C,D,B,C,C,D
10325068,A,C,A,D,A,A,C,C,B,B,A,D,A,B,D,A,A,B,A,B,C,C,C,C,C
10044725,B,D,B,A,A,B,B,C,B,B,A,C,B,D,C,C,A,C,B,B,C,C,C,C,C
20035187,D,B,C,B,D,C,C,D,B,B,C,B,C,A,C,D,B,C,C,C,C,D,B,D,A
20376393,B,C,D,A,B,C,B,C,A,A,A,A,B,A,B,A,D,B,C,C,D,B,C,A,B
20386538,A,A,B,A,D,A,C,A,A,A,A,D,A,A,D,D,A,A,A,A,D,B,C,D,A
10405913,C,A,C,C,A,C,C,B,D,A,C,C,D,A,C,B,B,C,B,A,C,D,A,A,A
10012995,B,B,B,B,A,A,A,D,A,A,A,B,A,D,B,B,C,D,B,A,C,A,B,C,A
10144620,D,A,C,A,C,C,D,B,A,C,D,C,B,A,C,B,C,D,A,D,D,B,C,A,D
10050766,B,C,B,D,B,A,C,B,C,B,C,C,A,B,C,B,A,B,D,C,D,B,C,B,C
20030482,B,B,B,C,B,D,B,A,B,D,B,A,B,A,D,B,C,D,D,C,D,D,A,D,C
19715025,D,A,A,D,C,C,D,D,C,B,B,D,B,D,D,C,C,A,D,C,C,B,B,D,D
20377042,D,D,C,A,B,B,D,C,A,A,A,D,B,D,A,B,A,D,D,B,A,A,C,C,D
10021043,A,B,B,B,A,D,D,C,A,A,C,A,A,C,C,D,C,D,B,A,D,A,C,A,A
20312764,B,D,C,A,B,C,A,C,D,B,A,A,B,B,D,B,A,C,A,B,A,D,A,D,D
5064376,C,B,A,B,D,A,C,D,A,B,A,B,B,C,C,C,A,B,D,D,C,D,C,D,D
20393773,D,C,A,D,C,D,D,C,D,C,C,C,D,B,B,C,A,B,C,B,D,B,D,B,B
10031042,B,B,B,D,A,B,A,B,D,C,A,B,C,A,B,B,A,A,A,B,D,B,A,A,A
20372943,B,B,C,C,A,A,A,C,B,B,D,B,A,C,C,C,A,C,D,A,A,D,D,D,D
19779528,B,D,A,C,B,C,B,D,C,B,B,C,C,D,D,A,B,C,B,D,D,A,B,C,D
20372947,A,A,A,D,A,C,D,C,C,B,C,B,A,A,B,B,B,C,D,A,D,B,D,D,D
20167669,B,A,A,D,A,A,D,B,A,A,C,D,A,C,A,B,A,C,B,A,D,B,A,A,D
20376990,C,A,C,C,A,B,A,C,C,B,A,C,A,A,C,C,A,D,A,C,D,B,B,C,D
20377007,B,A,B,D,D,B,D,C,C,B,C,C,A,A,D,D,A,D,D,B,D,D,A,C,C
20035182,B,B,B,D,A,B,D,C,D,A,D,C,A,A,C,C,A,A,B,C,D,B,C,A,D
20333151,D,B,B,C,A,D,A,A,B,D,A,B,D,A,A,B,D,A,B,B,A,B,D,A,A
20377016,B,A,B,B,A,B,B,C,B,B,B,B,A,D,B,C,D,C,B,B,A,C,A,B,D
20297700,D,C,A,A,A,A,C,C,B,A,C,C,A,A,A,D,D,A,D,A,D,B,A,C,A
20297807,C,B,B,B,B,D,A,D,B,A,A,D,C,D,C,A,A,C,B,C,B,C,C,C,C
20377037,B,A,A,D,A,A,D,C,B,A,C,D,A,D,C,B,A,C,D,A,D,B,A,D,D
20377038,A,A,D,A,A,A,C,C,B,A,A,A,B,D,B,A,A,C,A,A,A,B,A,B,B
20376422,B,D,A,D,A,D,A,C,A,A,A,C,A,A,D,C,A,D,B,D,C,B,C,B,A
10048933,A,C,A,A,C,B,B,C,A,D,B,A,C,C,B,C,C,A,A,B,D,D,A,A,A
10291151,A,A,C,A,A,D,D,C,A,A,A,A,C,A,D,A,A,A,A,D,D,D,A,D,B
10213170,D,D,A,A,A,B,A,A,A,A,A,A,D,D,C,C,A,D,D,D,B,D,D,D,D
10020734,B,B,A,B,B,B,B,C,A,C,D,A,A,A,C,A,B,A,D,C,C,B,A,D,C
10037213,B,A,B,D,A,A,D,C,C,B,C,C,D,A,C,B,A,C,B,B,D,D,A,D,C
10508271,B,A,B,D,A,A,A,C,A,B,A,D,B,A,B,A,A,A,C,A,A,B,A,B,A
20297949,A,C,B,D,D,D,D,B,A,A,D,D,B,D,D,D,A,C,B,B,C,B,A,A,D
20409582,B,A,A,D,A,A,D,C,C,B,C,B,A,A,C,B,D,C,B,A,D,D,D,D,B
10022153,A,C,C,C,A,C,D,C,D,B,B,D,C,C,B,B,B,C,B,A,B,D,B,B,A
20309207,B,A,B,D,A,A,D,B,C,A,D,B,A,D,C,B,A,C,D,A,D,C,A,B,B
20386403,B,B,A,D,A,A,B,C,C,B,C,B,A,D,B,B,D,C,B,A,C,D,D,D,D
10341533,B,D,B,D,B,A,A,C,C,D,A,D,A,D,A,B,A,C,A,B,D,B,D,C,A
10193722,B,A,C,D,A,B,A,C,A,A,B,C,B,C,C,A,A,A,D,B,D,B,A,D,D
10124465,D,A,C,C,B,D,B,C,D,A,C,D,D,C,C,B,A,B,A,C,C,D,A,B,A
10296692,C,A,A,D,A,A,B,B,B,A,B,A,B,B,C,C,C,C,B,B,C,C,A,B,C
20222495,B,A,B,D,A,B,D,D,C,B,D,B,D,B,B,B,A,C,B,B,A,B,A,B,A
10021893,B,A,C,D,A,A,D,C,B,B,B,B,C,D,D,B,A,B,B,A,D,D,C,B,A
19983738,D,C,A,A,A,B,D,D,A,A,A,A,C,C,A,C,A,D,C,B,D,B,D,D,D
20185559,D,A,D,C,D,B,B,B,B,D,D,C,D,A,C,C,A,B,B,D,A,C,A,B,D
10327299,A,A,B,D,A,C,D,C,C,B,C,B,A,A,C,B,A,C,D,A,D,D,A,D,A
20258177,B,A,B,D,A,A,D,B,C,A,C,D,A,D,C,B,A,C,D,B,D,B,A,C,D
10151407,B,A,B,A,C,A,D,C,D,C,D,D,A,C,B,C,A,C,A,C,A,D,A,C,A
20315303,B,A,B,D,A,A,A,B,A,A,C,D,A,A,B,B,D,A,B,A,D,B,D,C,A
