NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26,G2-MAT27,G2-MAT28,G2-MAT29,G2-MAT30
10332304,B,C,A,C,B,B,C,A,A,A,A,A,B,B,C,B,B,C,C,B,A,B,A,A,B,C,C,A,B,B
10286031,B,C,A,C,B,B,C,A,A,A,B,A,B,A,C,B,B,B,C,A,A,B,A,A,C,C,C,A,B,A
10286046,A,C,A,A,B,B,A,A,A,A,A,A,B,A,C,B,B,B,C,A,A,B,A,A,B,C,B,A,C,B
10503164,B,C,B,A,B,B,C,B,A,B,A,C,B,B,C,B,B,C,B,B,A,B,C,C,C,C,C,C,C,C
10397659,B,A,A,B,A,C,A,A,B,B,A,B,B,A,C,B,B,B,A,C,C,B,A,B,C,C,B,B,A,A
10010990,A,C,C,A,B,B,B,A,A,B,A,C,B,B,C,B,B,A,C,A,A,B,C,B,A,C,C,C,A,B
10834874,B,A,A,C,B,B,C,A,A,A,A,A,B,C,C,B,B,C,C,C,A,B,C,A,C,C,C,A,B,B
10158755,B,A,A,A,B,B,A,A,A,A,B,A,B,A,C,B,B,C,C,A,A,B,A,A,C,C,C,C,B,B
10161701,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,C,C,B,A,A,B,A,A,C,C,C,C,B,B
10109629,B,B,A,C,B,B,C,A,A,B,B,A,B,C,C,A,B,B,C,A,A,B,A,A,C,C,C,A,B,B
10305745,B,C,A,C,A,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,C,B,A
10355100,B,B,A,C,B,B,A,A,A,B,B,B,B,A,C,B,C,A,B,B,A,B,A,B,A,C,A,B,B,A
10364116,B,C,C,A,B,B,C,A,A,A,B,A,B,A,C,B,B,C,C,A,A,B,A,B,C,C,C,A,B,B
10305659,B,C,A,A,C,B,C,B,A,C,B,A,A,C,A,B,B,C,B,B,A,B,C,B,C,C,C,C,A,A
10305890,B,C,A,C,B,B,B,A,A,A,B,A,B,C,C,B,B,A,C,B,C,B,C,A,C,C,C,C,B,A
10526546,B,C,A,C,B,B,C,A,A,A,B,C,B,C,C,B,B,C,B,A,A,B,A,A,C,C,C,C,B,B
10516138,A,A,A,A,B,B,B,B,A,C,A,B,A,A,C,B,A,B,B,A,A,B,A,B,A,B,C,A,B,B
10418003,B,C,A,C,B,B,C,A,A,B,A,A,B,B,C,B,B,C,B,B,A,B,A,B,C,B,C,C,B,A
10015582,B,A,C,A,B,B,C,A,A,A,A,B,B,A,C,A,B,B,B,A,A,B,B,A,C,A,B,C,A,B
10305801,B,C,A,C,B,B,C,A,A,A,B,B,A,B,C,B,B,C,C,B,A,B,A,B,C,C,C,C,B,A
10119310,B,C,A,C,A,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,A,C,B,B
10123377,B,C,A,C,A,B,C,A,A,C,B,A,B,B,C,B,B,B,B,C,A,B,A,A,C,B,A,A,B,A
10132440,A,C,A,B,B,B,B,B,A,B,A,C,A,C,A,B,B,C,A,B,A,B,A,C,C,A,A,C,B,A
10095829,B,C,A,C,A,B,C,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,A,C,C,C,A,B,B
10307185,B,C,C,A,C,B,C,A,A,A,B,A,B,B,C,B,B,C,C,A,A,B,A,A,C,C,A,A,B,A
10318413,B,C,A,C,B,B,C,A,A,B,B,B,B,C,C,A,B,B,C,A,A,B,C,A,C,A,A,C,B,B
20304174,A,B,C,B,C,C,A,A,A,C,B,C,A,C,C,C,B,A,A,B,A,B,B,A,C,C,A,C,A,A
10125091,B,C,A,C,B,B,C,A,A,A,B,A,B,A,C,B,B,C,B,A,A,A,C,A,C,B,C,A,B,B
10370507,A,A,A,C,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10380812,B,A,B,C,B,B,C,A,A,A,C,A,B,B,C,B,B,C,C,C,A,B,B,A,C,C,A,A,B,A
10362522,A,A,B,C,B,B,C,A,A,A,C,A,B,B,C,B,B,C,C,A,A,B,A,A,C,C,C,A,B,B
10377465,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10343059,B,C,B,C,B,B,B,A,A,A,B,A,B,B,C,B,C,C,C,B,A,B,A,A,B,C,C,A,B,B
10046076,C,C,A,C,B,B,A,A,A,A,A,A,B,B,C,B,A,C,C,B,A,B,A,A,C,C,B,A,B,B
10380849,B,C,B,C,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10377644,B,A,B,C,B,B,C,B,A,A,C,A,B,C,C,A,B,C,C,A,A,B,B,A,C,C,A,A,B,C
10472579,B,A,A,C,B,C,A,A,A,A,C,A,B,C,A,A,B,C,C,B,A,B,C,A,C,C,B,A,B,B
10470787,B,C,C,C,B,B,C,A,A,A,A,A,B,C,C,B,B,C,C,C,A,B,C,A,B,A,B,A,B,B
10357533,A,B,B,B,A,A,A,B,B,B,A,A,A,B,C,A,A,B,A,A,A,B,A,A,A,A,A,B,B,A
10465996,B,C,C,C,B,B,A,A,A,B,C,C,B,B,C,C,B,C,A,B,A,B,C,A,C,B,C,A,B,B
10471568,B,A,C,C,B,B,B,A,A,B,B,A,B,B,C,C,B,B,C,A,A,B,B,B,B,C,C,A,B,C
10357489,B,B,B,C,C,B,B,B,A,B,B,B,B,B,B,C,A,C,A,B,C,C,B,B,B,C,B,A,B,B
10357587,C,B,B,B,C,C,B,C,B,B,A,C,B,B,C,C,C,B,B,C,B,C,C,C,C,C,C,C,C,B
10466053,B,B,A,C,B,B,B,A,A,B,B,A,A,A,C,C,B,C,B,B,B,A,A,B,A,C,C,B,B,A
10369175,B,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
10359711,B,C,A,A,A,C,C,B,A,B,B,C,A,C,C,B,B,C,B,A,A,B,A,B,C,C,C,A,B,B
10357501,B,A,A,C,B,C,A,A,A,A,C,A,B,C,C,A,B,C,C,B,A,B,C,A,B,C,C,A,B,B
10359537,B,A,A,C,B,B,B,A,A,C,B,B,B,C,C,B,B,C,C,A,A,B,A,A,C,C,C,B,B,A
10358513,B,A,C,C,B,B,A,A,A,A,C,A,B,C,C,A,C,A,A,B,A,B,C,A,B,C,C,B,C,B
10358548,B,A,C,C,B,C,A,A,A,C,A,A,B,B,C,C,A,A,B,B,B,C,B,B,B,A,A,B,B,A
10466568,B,A,C,A,A,C,B,B,A,C,B,B,A,C,C,C,B,C,C,A,B,B,B,A,C,C,C,A,B,B
10609116,B,B,A,C,A,B,A,C,C,B,B,B,C,C,C,C,A,B,C,C,C,B,A,B,B,C,C,A,B,C
10368906,A,C,B,C,A,A,C,A,B,A,B,B,A,A,C,B,C,C,A,B,B,A,C,B,C,C,C,B,B,B
10467899,A,C,B,B,A,C,A,B,A,A,A,B,B,B,C,C,B,C,C,B,C,A,C,B,B,A,A,C,B,C
10453338,B,B,B,A,C,A,B,A,A,A,B,A,B,B,C,B,B,A,B,A,A,B,A,C,C,B,C,B,B,A
10010456,B,C,A,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,A,A,B,A,C,A,C,C,A,B,B
10453178,B,C,B,A,B,B,A,A,A,C,B,B,B,B,C,B,B,B,C,A,A,B,A,B,C,B,C,C,B,A
10453193,B,A,A,A,B,B,B,B,A,A,C,A,B,C,C,B,B,C,C,B,A,B,C,B,C,C,A,A,B,A
10308457,B,B,A,C,B,B,C,A,A,B,B,A,B,B,C,B,B,B,C,A,A,B,A,B,C,C,C,A,B,A
10308538,B,C,A,C,A,B,C,A,A,C,B,B,B,A,C,B,B,B,C,A,A,B,C,B,B,C,C,C,B,A
10453251,A,A,A,C,B,B,C,A,A,B,A,A,B,B,C,B,C,A,A,A,A,A,A,B,C,C,C,A,B,B
20320898,C,B,C,B,B,B,A,C,A,C,B,C,B,C,C,C,C,C,C,C,C,C,B,B,B,C,B,B,B,C
10359354,B,C,B,C,B,B,A,A,A,C,B,B,B,B,C,B,B,C,C,A,A,B,C,B,C,B,A,C,B,B
10308657,B,A,B,A,B,A,A,A,A,C,B,A,B,C,C,B,B,B,A,A,B,B,B,C,A,C,B,A,A,A
10453205,B,C,B,C,B,B,A,A,A,C,B,B,B,B,C,B,B,C,C,A,A,B,C,B,C,B,A,C,B,B
10308609,B,C,B,C,B,B,A,A,A,C,B,B,B,B,C,B,B,C,C,A,A,B,C,B,C,B,A,A,B,A
10654704,B,A,A,A,B,B,A,A,A,C,B,B,B,B,C,A,B,A,A,A,C,A,B,C,B,B,A,A,A,A
10308381,B,B,B,B,B,B,A,A,A,A,B,A,B,A,C,B,B,A,C,A,A,B,A,A,A,B,A,A,B,A
10453126,B,A,A,A,B,B,A,B,A,A,C,B,B,C,C,B,B,C,C,C,A,B,C,B,C,A,A,C,B,A
20239652,B,C,C,C,B,B,C,A,A,C,B,C,B,C,C,B,B,C,C,B,A,B,C,B,C,C,A,B,B,B
10654897,B,C,B,A,B,B,A,A,A,A,A,A,B,B,C,A,B,A,C,A,A,B,B,A,B,C,A,A,A,C
10308680,A,B,B,A,B,C,A,C,A,C,A,B,C,B,C,B,B,A,B,B,B,A,B,B,C,A,A,B,A,A
10516053,B,B,B,C,C,A,C,B,A,B,C,B,C,B,A,B,C,A,C,B,A,C,A,C,B,A,C,C,B,A
10504989,B,C,A,B,B,C,C,A,A,A,C,A,B,C,C,B,B,B,C,C,A,B,B,B,A,A,C,A,B,C
10308352,A,A,A,A,A,A,A,A,A,C,A,A,B,A,C,C,A,A,A,A,A,B,A,A,A,C,B,C,A,A
10517738,B,A,A,B,B,C,A,C,C,A,A,A,B,B,B,A,A,C,B,C,C,A,A,B,A,C,B,A,A,A
10406998,A,C,B,B,B,B,C,A,A,B,A,B,A,B,C,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A
10406993,B,C,B,A,C,A,B,B,A,B,B,A,B,B,C,B,B,C,B,C,A,A,A,C,C,B,C,C,B,B
10111544,A,A,A,A,A,C,C,A,B,A,A,A,B,B,C,A,A,A,A,A,A,A,A,B,A,B,B,B,A,C
10085037,B,A,A,A,A,A,C,A,A,C,B,C,B,B,C,C,B,B,B,A,A,B,B,A,C,A,C,C,B,B
10407020,B,C,A,A,A,A,B,A,A,B,B,C,B,C,C,B,B,B,C,A,A,B,A,B,C,C,A,C,B,A
10675033,B,A,B,C,B,B,B,A,A,B,B,B,A,B,C,B,B,C,C,A,A,A,B,B,A,A,B,A,A,B
10086368,A,C,C,C,C,A,B,A,A,C,C,C,C,C,C,C,C,A,C,A,A,C,C,B,C,B,C,C,C,C
10675023,B,A,B,C,B,B,C,A,A,A,C,A,B,A,C,C,B,C,C,C,A,B,C,A,B,C,A,A,B,B
10348718,B,B,C,C,B,C,C,A,A,C,C,C,B,C,C,B,B,B,B,A,A,C,C,A,C,C,B,C,B,B
10407012,C,A,B,B,C,B,A,B,A,B,A,C,B,B,C,B,A,A,A,C,A,A,C,C,A,B,C,B,B,A
10084740,C,C,A,C,C,B,C,A,A,B,C,A,C,C,C,C,A,B,C,A,A,B,B,B,C,A,C,A,C,C
10407003,A,C,A,A,B,C,A,A,A,A,C,C,C,B,C,B,B,B,B,A,A,A,B,A,B,A,A,C,B,A
10084948,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,C,A,A,A,B,B,A
10133339,B,B,A,C,B,B,C,A,A,A,C,C,B,C,C,B,B,C,B,B,A,B,C,A,A,C,A,A,B,C
10309546,A,B,A,A,B,B,C,B,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,A,A,C,A,A,B,C
10302341,B,A,A,C,B,B,A,A,A,B,C,A,A,C,B,B,B,C,A,A,A,B,A,A,A,C,A,A,B,C
10405128,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,B,A,B,A,A,B,C,A,A,B,B
10133261,A,B,A,C,B,B,C,A,A,A,C,C,B,C,C,B,B,C,C,A,A,B,C,A,A,A,A,A,B,C
10406668,C,B,A,C,B,C,A,B,A,B,A,C,C,C,B,B,A,A,B,A,B,B,B,C,C,C,A,B,B,B
10334237,B,C,A,C,B,B,A,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,A,A,B,C,C,A,B,B
10133292,B,A,A,C,A,B,A,A,A,B,C,A,A,C,B,B,B,C,C,A,A,B,A,A,A,C,A,A,B,C
10405131,B,B,A,A,B,B,C,A,A,B,A,A,B,C,C,B,B,C,C,B,A,B,A,B,A,C,A,A,B,C
10133269,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,C,C,C,C,A,B,A,A,A,C,A,A,B,C
10494071,A,B,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,B,C,B,A,B,A,A,A,C,A,A,B,C
20339023,B,C,A,C,B,B,C,B,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,B,C,C,C,A,B,A
10116513,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,B,A,B,B
10357140,B,A,C,A,B,B,C,A,A,A,B,A,B,C,C,B,B,B,C,A,C,B,C,A,B,C,C,A,B,A
10619118,A,B,B,A,A,B,A,A,A,B,A,A,A,A,C,B,A,C,B,C,A,B,B,A,C,A,A,B,B,C
10619145,B,A,B,A,B,B,C,A,A,A,B,A,B,C,C,B,B,B,C,B,A,B,C,A,B,C,C,A,B,A
10619181,B,C,A,C,B,B,C,C,A,A,B,A,B,C,C,B,B,C,C,B,A,B,B,A,B,C,C,A,A,B
10353666,B,A,A,A,C,C,C,A,A,B,A,B,A,B,C,C,B,A,A,A,A,B,A,C,C,C,A,B,B,B
10357163,B,C,A,C,B,A,C,A,A,A,B,B,B,C,C,B,B,C,C,C,A,B,C,A,A,C,A,C,B,A
10357178,B,C,A,C,B,A,C,A,A,A,B,A,B,A,C,B,B,C,C,B,A,B,C,A,C,C,A,A,B,B
10476782,B,C,B,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,A,C,C,B,A,B,A
10357197,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,A,A,C,A,A,B,A
10123675,C,A,B,A,C,B,B,C,A,A,B,C,B,B,B,C,B,A,B,C,C,A,C,C,B,C,C,A,B,A
