NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
10359354,B,A,C,A,B,A,C,C,A,B,B,C,B,C,B,A,C,B,B,C,C,A,C,B
10308657,A,A,B,A,B,A,C,B,B,B,A,A,A,A,B,A,A,C,A,B,A,A,C,B
10453205,A,A,A,A,B,B,C,A,A,A,A,B,C,B,C,B,A,A,C,C,C,A,C,B
10308609,B,A,A,C,B,B,B,B,C,A,B,B,A,C,A,A,C,C,B,A,A,C,A,A
10308381,B,A,C,A,B,A,C,A,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10453126,A,A,A,A,B,A,C,A,A,A,A,C,B,A,A,A,A,A,A,A,A,A,A,A
20239652,A,B,A,A,B,A,C,C,C,B,B,C,A,A,A,C,C,B,A,A,B,A,A,A
10654897,B,A,B,A,B,B,B,C,B,C,C,C,B,C,B,A,B,B,B,C,C,A,B,B
10308680,B,B,B,A,B,B,C,B,A,B,A,C,A,B,A,C,A,A,A,B,A,A,A,A
10516053,C,C,C,C,C,C,B,C,C,B,A,C,B,A,B,C,B,A,A,B,B,A,A,A
10504989,B,A,C,A,B,A,C,B,A,B,A,C,B,B,B,A,C,C,C,C,C,A,C,B
10308352,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A
10517738,A,C,C,C,A,A,B,A,A,A,C,A,C,A,A,A,B,B,A,C,A,C,A,A
10406998,B,A,A,A,B,B,A,B,B,A,A,B,B,C,B,A,A,B,B,B,B,C,C,B
10406993,B,A,B,C,B,A,C,C,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,A
10111544,B,A,C,A,A,A,B,B,A,B,A,C,B,A,B,A,C,B,B,C,B,A,A,A
10085037,B,B,A,B,B,B,B,A,B,A,A,A,C,C,A,C,C,C,B,A,A,A,B,B
10407020,B,A,C,A,B,B,C,B,A,B,A,B,B,C,B,A,C,B,B,C,B,A,C,B
10675033,A,A,B,C,B,A,A,B,A,B,A,A,A,C,A,A,C,C,B,C,A,A,C,B
10086368,B,A,B,A,C,A,C,C,A,B,A,A,B,C,B,A,A,B,B,C,C,A,B,B
10675023,B,A,C,A,B,A,C,B,B,A,B,C,B,C,B,A,C,B,B,C,C,A,C,B
10348718,B,C,B,A,B,B,C,C,A,B,A,B,B,A,C,A,C,B,B,B,A,B,C,C
10407012,B,C,A,C,A,A,B,B,A,B,B,C,B,C,B,A,B,C,B,C,C,A,A,B
10531599,B,A,C,A,B,B,C,C,A,A,A,A,C,C,A,C,C,C,B,B,C,C,B,B
10084740,B,A,C,C,C,C,B,C,A,C,A,A,A,C,A,B,A,C,C,A,A,C,C,B
10407003,B,A,C,A,B,A,B,B,A,C,A,B,B,C,B,A,A,C,B,C,C,A,C,A
10084948,A,A,A,C,A,A,C,C,A,B,A,A,A,C,B,A,C,B,B,A,C,C,C,A
10133339,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10309546,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10302341,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10405128,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10133261,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10406668,B,A,C,A,A,C,C,C,A,A,B,C,B,C,A,A,C,B,A,A,C,A,A,A
10334237,B,A,C,A,B,A,C,B,A,A,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10133292,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10405131,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10133269,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10494071,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
20339023,B,A,C,A,B,A,C,C,A,B,A,C,B,C,B,A,A,B,B,C,C,A,C,B
10116513,B,A,B,A,B,A,C,A,C,A,B,A,B,C,B,A,C,B,B,C,C,A,C,B
10357140,B,A,C,A,B,A,C,B,A,A,B,A,B,C,B,A,C,B,B,C,C,A,C,B
10619118,B,A,C,A,B,A,C,B,A,C,B,B,B,C,B,A,C,B,B,C,C,A,C,B
10619145,B,A,B,A,B,A,C,B,A,C,A,A,B,C,B,A,C,B,B,C,C,A,C,B
10619181,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10353666,A,B,A,B,A,A,B,C,B,A,B,A,A,B,A,A,B,A,A,B,B,B,B,B
10357178,B,A,C,A,B,A,C,A,C,A,B,A,B,C,B,A,C,B,B,C,C,A,C,B
10123675,B,A,C,A,B,A,C,B,A,A,B,A,B,C,B,A,C,B,B,C,C,A,C,B
10312434,C,A,B,A,C,B,B,C,C,B,C,B,B,B,B,A,C,C,A,B,A,A,A,B
10462921,A,A,C,A,B,B,C,B,A,C,B,A,A,A,A,A,B,C,B,C,C,A,C,B
10323844,B,A,B,A,B,A,A,B,C,A,A,C,A,A,A,C,B,B,B,B,B,A,C,B
10006219,B,C,A,C,A,A,C,C,B,A,C,A,A,B,A,A,B,C,A,B,A,B,A,C
10038050,B,A,C,B,B,A,C,A,A,A,A,C,B,C,B,A,B,B,B,C,C,A,C,B
10635525,C,A,C,A,C,A,B,A,A,A,A,A,A,C,A,A,C,B,A,A,A,A,B,A
10367414,B,A,B,B,B,B,C,B,C,B,B,B,B,C,B,A,C,C,B,B,B,B,A,A
10367475,B,B,A,A,B,A,C,B,A,B,B,B,B,C,B,A,A,B,B,B,B,C,C,B
10154589,B,A,C,C,B,B,C,B,A,B,B,C,B,A,B,A,C,C,B,C,C,C,C,A
10507502,B,A,C,A,B,A,C,B,A,A,A,B,B,C,B,A,C,B,B,C,C,A,C,A
10507514,A,A,C,A,B,A,C,B,A,B,A,B,B,C,B,A,C,B,B,C,C,A,C,A
10364007,B,C,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10367408,B,A,C,A,B,A,C,B,A,A,A,B,B,C,B,A,C,B,B,B,C,A,C,A
10367450,B,A,C,A,B,B,C,B,B,B,A,B,B,C,B,A,C,B,B,C,C,A,C,B
10367272,B,A,B,A,B,A,B,B,A,A,A,B,B,C,B,A,A,A,B,C,C,A,C,B
10367454,B,A,C,A,B,B,C,B,A,B,A,B,B,C,B,A,C,B,B,C,C,A,C,B
10507556,A,A,C,A,B,A,C,B,A,B,A,B,B,C,B,A,C,C,B,C,C,A,C,B
10507562,B,A,B,A,B,A,C,B,A,B,A,B,B,C,B,A,C,B,B,C,C,B,B,A
10158758,B,A,C,A,B,B,C,B,A,B,A,B,B,B,B,B,C,B,A,B,C,A,C,B
10367430,B,A,A,A,B,A,C,B,A,B,A,A,B,C,B,A,C,B,B,C,C,A,C,B
10357204,B,A,A,A,B,A,C,A,A,B,A,A,B,C,B,A,B,B,B,C,C,C,B,B
10367481,B,C,C,A,B,A,C,B,A,B,A,B,B,C,B,C,B,C,B,C,C,A,C,B
10639579,A,A,B,A,A,B,B,A,C,B,B,B,B,C,C,A,C,C,B,B,A,A,A,A
10175590,B,A,A,A,B,A,C,B,A,A,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10024246,B,A,C,A,B,A,C,B,A,A,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10670648,B,A,C,A,B,A,C,B,B,A,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10499234,B,A,C,A,B,A,C,B,A,A,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10353754,A,A,A,A,B,A,C,C,C,A,A,C,B,A,B,C,B,C,B,C,C,A,A,B
10670652,B,A,C,A,B,A,C,B,B,A,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10670641,A,A,C,A,B,A,C,C,A,A,A,C,A,B,B,B,C,C,C,B,C,B,A,C
10043877,B,A,C,A,B,B,C,A,A,B,B,C,B,C,A,A,C,B,B,C,C,A,C,B
10021862,B,A,C,A,B,A,C,A,A,A,A,C,B,C,B,A,A,B,B,C,C,A,C,B
10530434,B,A,C,A,B,A,C,B,A,C,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10456071,B,A,C,A,B,A,C,B,A,A,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10168436,C,A,C,A,B,B,C,C,A,B,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10357321,B,A,C,A,B,A,C,B,A,C,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10157247,B,A,C,A,B,A,A,B,A,C,A,A,B,B,B,C,B,A,A,B,A,C,B,B
10408502,B,A,C,A,B,A,C,A,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
20339004,B,A,C,A,B,A,C,B,B,A,B,C,A,A,A,A,B,B,A,A,C,A,B,B
10157139,B,A,B,A,B,A,C,A,A,A,A,C,B,C,B,A,C,B,B,C,C,A,A,B
10157294,B,C,B,B,C,A,B,C,C,B,A,B,A,C,A,B,C,B,B,C,B,C,A,B
10662608,B,A,A,B,B,A,C,B,A,C,A,B,B,C,C,A,C,B,A,C,C,A,B,B
10089779,B,B,A,A,B,A,B,B,A,A,A,B,B,A,A,B,A,A,A,B,C,A,A,A
10157307,B,A,C,A,B,A,C,B,A,A,A,A,B,C,B,A,A,B,B,C,A,A,B,B
10514458,B,A,C,A,B,A,C,B,A,B,A,C,B,C,C,A,C,B,B,C,C,A,C,B
10120433,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
10106548,B,A,C,A,B,A,C,B,A,B,A,C,B,C,C,A,C,B,B,C,C,A,C,B
10120553,B,A,C,A,B,A,C,B,A,B,A,C,B,C,C,A,C,B,B,C,C,A,C,B
20327354,B,A,C,A,B,A,C,B,A,B,A,C,B,C,B,A,C,B,B,C,C,A,C,B
