NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18
10175185,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1
10634114,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
10795876,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
10820613,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
10389117,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1
10820601,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
10820567,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
10383774,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
10398017,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
10015143,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
10104952,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
10008699,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
10496787,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10428607,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
10234662,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
10386946,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
10386357,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1
10187782,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0
20171607,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
10499610,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
10324021,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
10776983,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
10512120,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
10508374,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
10592171,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
10341962,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1
20311970,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
10345354,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
10532687,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1
10621984,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
10496825,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
20362381,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1
10760883,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
10598904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10599148,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0
10521966,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
10470791,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
10729213,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1
10359931,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
10491272,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
10524183,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
10523568,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
10302904,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
10491284,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
10231155,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
10807160,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1
10336783,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1
10336700,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1
10376629,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
10359935,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1
10342415,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
10549685,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
10810406,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10810401,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0
10336693,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1
10807115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10231373,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1
10312331,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
10834083,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
10666016,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1
10359943,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
10810404,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
10806633,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
10364029,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
10807133,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10499293,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0
10189700,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
10363998,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
10663625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10665945,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
10312484,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
10359945,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1
10685285,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10818025,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
10794750,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
10792745,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
10792723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
10526520,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
10383580,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
10383489,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
10526502,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1
10496799,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0
10526526,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1
10167454,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
10383643,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
10526538,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
10383997,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
10595953,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
20175445,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
10770572,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
10507172,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
10305712,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
10417553,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
10305749,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
10309836,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
10359951,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
10682341,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10540117,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
10309217,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0
10312106,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
10312138,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1
10527935,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0
10527948,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
10527918,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1
10528031,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
10104518,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
10299503,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
10484667,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10408637,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
10393149,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
10797738,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
10496808,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
10512275,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0
10728257,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1
10406937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
10657430,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10406960,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
10402412,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
10401252,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
10301360,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
10601570,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0
10500148,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1
10682782,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
10391370,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
10383775,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
10464449,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
10391355,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
10462350,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
10753374,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
10524789,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
20380451,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
10626794,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
10303621,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
10089014,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
10611576,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
10497576,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
10478461,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
10390246,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
10625384,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1
10220829,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
10756441,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1
10668527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10424575,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1
10460729,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0
10220804,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
10688631,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10099554,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0
20203199,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
10500136,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
10688633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10513373,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
10634052,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10409296,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1
10409304,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
10850075,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
10460990,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0
11071536,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10500112,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
10204809,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
10472793,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1
10332874,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0
10176836,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
10177511,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10693077,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
10176839,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
10622271,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
10682114,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1
10492539,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
10321003,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
10499763,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
10481872,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
10505691,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
10395967,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
10501614,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1
10357795,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
10322579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10279010,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
10325809,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
10603955,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
10325741,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
10493273,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
10622354,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
10352080,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
10486804,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
10677770,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0
10344336,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
10682931,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
10323087,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
10618772,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
10681413,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
10479735,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
10421460,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0
10797967,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
10415930,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
10402970,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
10681417,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
10421458,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
10402958,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1
10402943,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
10402951,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
10533564,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
10421461,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10500171,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1
10207357,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
10728286,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
10810124,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
10507767,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0
10507755,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1
10756001,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
10320864,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
10644120,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
10801240,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
10514210,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
10341311,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0
10398588,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10349385,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
10664883,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
10666719,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10637315,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
10657837,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10008264,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0
10500164,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
10525104,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
10398558,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1
10744227,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
10498549,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0
10398618,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0
10744271,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
10744318,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
10637369,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
10465963,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1
10377670,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
10310132,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
10625476,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
10536279,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10607838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10417179,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
10133146,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
10489131,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
10132932,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1
10590988,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
10522740,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
10156576,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
10422845,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1
10520152,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
10375049,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
10363525,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
10167505,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
10967992,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
10363832,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
10522760,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
10731429,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1
20368564,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
10426868,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
10616108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10167551,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
10828621,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10452802,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
10590983,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
10672313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10510374,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10727403,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
10590992,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
10522752,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10727470,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
10727320,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
10393361,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
10495363,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
10363967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10677883,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
10727521,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
10364025,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
10650978,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
10731696,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
20329876,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
10364047,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
10364072,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1
10731830,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
10684450,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
10356521,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
10381987,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
10405918,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
10167507,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
10416391,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
10686228,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
10523385,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
10416345,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1
10508197,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10505637,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
10510385,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
10452871,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
10491979,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
10538096,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0
10538298,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
10440289,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
10812507,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
10489109,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
10578385,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
10529161,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
10371574,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1
10371579,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
10371586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
