N°,NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
38,7281474,C,A,D,B,D,C,A,D,B,A,B,B,B,C,C,A,B,A,C,B,A,C,A,D,A
39,19885457,C,D,B,B,D,A,D,A,C,A,B,A,B,C,C,A,A,A,A,B,D,C,A,B,D
40,19863316,B,C,A,A,A,C,A,C,B,A,C,A,B,C,B,A,B,B,C,B,A,B,B,B,A
41,20129058,D,B,B,B,A,D,D,A,B,D,D,B,A,B,D,B,C,B,D,A,C,C,B,D,B
42,20095743,D,B,B,B,D,A,B,B,B,A,D,C,A,C,D,C,A,B,D,A,D,B,B,D,A
43,20129062,B,D,C,A,C,A,D,C,B,D,C,D,A,B,C,B,B,B,C,C,C,D,B,B,D
44,20112445,A,B,A,B,A,C,C,A,B,B,A,A,C,C,A,B,A,B,C,A,B,D,A,A,C
45,10033206,D,A,C,B,D,A,D,D,B,A,D,A,A,B,D,D,A,B,D,D,D,D,C,D,A
46,20095760,B,A,A,B,D,D,D,D,B,A,C,A,B,B,A,D,D,C,C,A,B,C,B,A,A
47,20084146,B,D,B,B,C,D,B,D,B,B,C,A,B,B,A,B,B,A,C,B,B,B,B,B,C
48,20254210,D,B,C,B,D,A,D,C,B,A,D,C,A,B,D,C,A,A,A,D,C,D,B,D,A
49,20095781,C,C,A,C,D,D,C,C,C,C,C,C,C,C,C,C,C,A,D,B,C,B,C,B,C
50,10153128,C,C,B,A,A,B,D,D,C,A,C,A,B,B,C,D,D,B,C,D,A,B,B,B,B
51,19859345,C,B,B,B,C,A,D,A,B,C,D,A,D,B,C,D,A,B,B,B,C,B,A,B,B
52,19815596,B,B,B,B,C,B,D,B,B,A,C,B,A,B,C,C,D,A,C,B,A,C,C,D,C
53,20104813,C,A,B,B,D,A,D,C,B,B,C,B,A,B,D,C,A,B,A,B,D,C,B,B,B
54,20129132,D,D,B,B,D,D,D,D,C,A,D,C,B,B,B,C,B,C,C,A,A,B,B,C,D
55,10865046,C,B,B,B,D,A,D,D,C,A,B,B,B,C,C,A,A,A,C,C,C,C,C,D,B
56,7322198,C,B,D,B,B,C,C,B,B,B,D,C,C,C,C,A,A,D,C,B,B,B,D,C,D
57,20119802,B,B,C,B,C,D,A,A,C,B,C,B,C,C,B,B,B,A,A,C,B,A,A,C,C
58,20145709,C,D,A,A,A,D,D,D,A,B,B,A,A,D,C,A,C,C,A,A,C,A,C,A,C
59,20140788,B,B,B,B,C,B,B,B,B,B,D,B,B,B,B,C,C,A,C,C,B,B,B,B,A
60,6050026,D,B,A,C,B,D,B,B,B,A,C,A,B,C,D,C,B,B,C,C,C,A,B,B,B
61,20118450,A,D,B,C,D,D,A,A,A,A,B,A,B,C,C,A,C,C,B,D,A,D,B,B,D
62,20217027,B,A,A,A,D,A,B,D,B,B,A,C,C,A,B,B,B,B,A,B,A,A,C,A,C
63,20066794,C,A,C,B,D,B,A,A,B,A,D,D,D,C,C,C,A,B,D,B,A,D,D,B,A
65,20227473,A,A,B,C,D,D,A,B,A,A,B,C,A,B,A,B,A,B,C,D,D,B,D,D,A
66,19846808,D,D,B,B,D,C,C,D,B,C,D,B,A,C,D,C,A,C,A,C,C,D,C,B,C
67,20168675,D,B,A,A,A,C,D,C,B,B,D,C,A,C,A,C,C,B,A,B,C,D,D,B,B
68,20048428,D,D,C,B,B,A,D,C,B,A,D,C,A,B,D,C,A,D,D,D,C,D,B,A,A
69,20048403,C,D,C,D,C,B,B,C,C,B,D,B,D,D,D,B,D,B,D,A,C,C,C,C,C
70,3009101,A,A,B,A,D,D,A,D,B,C,D,D,B,D,A,A,D,A,A,B,D,A,C,B,A
71,10234914,C,C,B,B,A,A,D,C,B,A,D,C,A,D,B,D,A,B,A,B,C,D,B,C,B
74,20035251,D,A,C,B,D,A,D,B,B,A,D,C,D,B,D,C,A,D,D,D,B,D,B,B,A
77,20206671,C,D,B,B,D,D,C,C,B,C,C,C,C,B,D,C,C,C,C,B,A,D,A,B,C
78,20113523,D,A,C,B,D,A,A,B,B,A,D,A,A,C,D,C,A,B,D,A,C,D,B,D,A
80,20216911,D,A,B,B,D,A,D,C,B,A,D,C,A,B,D,C,A,B,A,D,C,D,B,D,A
83,20116517,C,C,D,A,A,D,D,D,D,A,C,A,B,B,B,D,B,A,B,B,B,D,C,D,D
84,10233686,D,B,B,B,D,D,D,B,B,A,D,D,A,C,C,B,A,A,D,C,D,D,B,D,D
86,20145704,C,A,B,B,D,A,A,C,B,A,D,B,A,C,C,B,B,A,B,B,C,D,B,D,A
88,20216915,D,A,B,B,D,A,D,C,B,A,D,C,A,B,D,C,A,B,A,D,C,D,B,D,A
89,10205347,C,A,C,B,A,A,D,C,B,A,D,C,C,B,B,C,C,B,D,A,C,C,B,B,A
90,20229842,D,A,C,B,D,A,D,C,B,A,D,C,A,B,D,C,A,B,D,D,C,D,B,D,A
91,20050360,D,A,B,B,D,A,D,B,B,A,D,A,A,,D,,D,B,B,D,C,A,,D,D
92,20045536,A,A,C,B,B,C,A,A,A,A,C,B,B,A,C,A,B,B,A,B,B,A,B,B,A
93,20230522,A,D,C,A,D,D,B,B,C,D,D,D,D,A,A,C,B,A,C,B,D,A,D,A,B
94,20190133,C,B,C,B,D,C,A,C,C,A,D,C,B,A,D,B,B,C,D,B,C,B,A,B,A
96,20184446,B,B,B,D,B,D,B,A,A,D,D,D,B,D,D,C,C,C,C,B,C,D,A,B,A
97,19844491,D,C,C,C,A,C,B,A,C,C,C,C,B,A,C,C,C,C,D,B,D,C,D,B,B
98,20134866,C,D,D,B,D,D,A,D,C,D,D,A,D,A,B,D,C,A,D,A,C,B,C,B,B
99,19854833,,,,,D,B,,,B,B,B,,C,,,,,,,,A,B,,,
100,20020722,A,B,A,A,B,D,B,B,B,C,C,D,D,C,D,D,D,B,A,A,A,B,A,B,A
101,20003623,C,D,B,B,C,C,B,C,C,A,B,C,B,C,D,A,C,D,C,B,B,C,C,B,D
102,20169379,C,C,D,A,D,B,D,A,B,A,C,A,A,B,A,A,C,A,A,A,B,C,D,B,B
103,20059184,D,A,B,A,D,C,C,C,B,B,C,C,C,A,B,B,C,A,A,A,C,B,C,A,C
105,19888482,D,A,C,B,B,D,A,C,B,C,D,C,A,B,D,C,A,B,C,D,C,D,A,A,C
106,20004023,D,A,C,B,B,D,D,C,B,A,D,C,A,B,D,C,A,B,D,D,C,D,B,A,A
107,20004036,C,A,B,B,D,A,D,B,C,D,D,C,A,D,C,B,D,B,A,B,A,D,A,D,D
108,20175281,D,D,B,B,B,B,D,B,B,A,D,C,A,B,D,C,A,D,D,D,C,D,A,D,A
109,20177851,D,D,B,A,C,C,B,D,B,A,D,A,B,D,C,D,D,D,A,C,A,B,D,B,B
110,20179060,D,A,B,D,A,B,D,D,D,D,B,C,A,D,A,C,D,C,D,B,C,D,D,B,B
111,19864494,A,C,A,A,D,D,A,D,C,A,B,A,B,A,A,B,B,B,B,A,D,A,A,A,D
112,20021107,D,B,C,B,D,B,D,B,B,A,A,A,D,B,C,A,C,C,D,B,C,B,B,C,C
113,7092878,B,A,D,B,D,A,D,A,B,A,C,C,B,A,C,B,D,D,D,A,D,B,A,A,A
114,20116537,C,B,B,B,D,A,D,C,B,B,D,B,B,D,B,C,C,A,A,B,D,A,C,B,D
115,20116538,D,D,A,A,A,C,A,D,B,C,D,A,B,D,B,D,A,D,A,D,C,C,B,C,D
116,19889234,B,B,A,B,A,A,D,B,A,B,B,A,B,B,B,C,A,A,C,B,A,B,B,B,D
117,20225405,D,A,D,B,A,A,A,D,B,A,C,C,A,C,D,C,C,D,D,D,C,D,B,C,B
118,20176894,C,D,C,C,B,B,D,B,A,A,C,B,C,B,A,B,B,B,C,C,C,B,D,C,D
119,20221304,B,A,B,C,A,A,A,A,B,C,C,A,D,B,D,B,D,B,B,B,B,A,B,B,A
120,7362851,D,C,B,A,A,B,A,C,B,A,D,A,A,B,D,C,C,B,D,B,A,A,A,D,A
121,20209112,A,B,B,C,D,C,A,D,A,A,C,C,D,C,A,D,D,A,A,A,A,A,C,D,D
122,6338980,C,A,D,A,C,C,A,B,A,B,A,A,D,A,C,B,C,A,A,A,A,B,A,A,C
123,20206697,D,A,C,B,B,A,D,B,B,A,D,D,A,B,D,C,A,B,D,D,C,D,B,A,D
124,20209868,D,A,B,B,D,D,D,C,D,A,D,A,A,A,A,C,A,A,A,D,D,D,A,C,A
125,19893900,D,B,B,B,D,A,D,C,B,A,D,A,A,B,D,C,C,C,A,D,A,D,B,B,A
126,10269857,C,C,B,C,D,D,C,A,B,C,D,C,C,A,B,B,C,D,C,B,B,C,B,B,D
127,10269906,D,B,B,B,D,A,D,C,B,A,D,A,A,B,D,C,C,C,A,D,A,D,B,B,A
128,20209827,D,B,B,D,A,A,C,D,B,B,B,C,C,C,A,C,C,A,B,D,A,C,C,A,C
130,10269715,,B,B,B,D,,D,,B,A,D,A,A,B,D,,C,,A,,,D,B,,A
131,20141747,B,B,B,B,A,A,A,A,D,D,B,B,A,C,D,D,C,A,B,C,A,A,A,A,A
132,20245256,C,B,B,B,A,D,C,C,C,C,B,C,C,B,A,C,B,C,C,C,C,C,C,B,D
134,10262842,D,B,B,B,D,A,D,C,B,A,D,A,A,B,D,C,C,C,A,D,A,D,B,B,A
135,20060013,D,B,B,D,B,B,B,B,B,D,D,A,A,C,D,C,D,A,A,D,D,C,C,A,A
136,20270762,B,C,B,D,A,B,B,A,B,C,B,A,A,A,C,A,C,B,A,B,B,D,B,B,A
137,10270128,D,B,A,B,C,A,D,A,D,C,D,C,A,B,D,C,A,B,D,B,D,D,A,C,A
138,7163566,D,B,C,B,A,C,D,B,B,A,D,C,A,B,D,C,A,B,D,D,C,D,B,D,B
139,20132109,A,B,A,A,D,A,A,D,C,B,A,A,B,A,A,A,A,C,A,A,A,A,D,B,C
140,20246199,D,B,C,A,D,D,D,A,D,B,B,A,C,B,C,D,A,C,D,C,A,B,B,B,D
141,20183855,B,C,C,A,D,B,C,D,B,B,D,B,C,B,D,D,C,D,B,D,A,B,C,B,D
144,20227616,C,B,B,A,D,D,D,C,C,A,D,A,D,C,B,B,A,B,A,B,A,D,B,B,B
145,20216703,D,D,A,B,C,C,B,D,A,B,C,D,A,D,C,C,A,C,A,D,A,A,D,B,C
146,20062592,B,A,A,B,C,D,B,A,B,B,D,A,A,A,D,B,B,A,B,B,C,D,B,A,B
148,10275524,D,A,B,B,A,A,D,C,B,A,D,C,A,D,D,C,A,B,A,D,C,D,B,D,A
149,20276405,C,B,C,B,A,A,B,C,D,A,C,C,B,C,B,B,C,B,C,C,A,D,C,A,C
150,10973293,B,B,A,B,C,D,D,D,C,D,D,B,A,B,C,C,C,C,A,A,A,C,C,B,B
151,20059214,D,A,B,C,D,D,A,D,A,A,B,C,B,A,C,B,A,A,A,B,C,B,A,A,B
152,20191111,D,A,B,B,C,C,A,A,D,A,D,C,A,B,D,C,A,B,D,D,C,D,B,D,A
153,20035290,C,A,D,D,A,B,D,D,D,A,D,B,B,B,A,C,D,B,A,A,A,C,B,A,A
154,20049329,C,A,A,D,D,C,C,B,C,C,C,B,C,C,C,D,C,B,B,D,B,C,C,C,A
155,20016084,A,D,B,A,A,C,C,D,D,B,C,B,D,A,A,B,B,C,B,B,D,A,D,C,D
156,20109559,B,D,B,C,A,B,D,D,B,B,C,B,B,C,B,C,C,B,B,C,C,C,D,B,A
157,5541515,B,D,A,B,D,D,D,D,B,B,B,B,B,B,A,B,B,C,C,C,D,C,C,A,D
158,20213597,D,D,C,B,A,D,D,D,C,B,C,D,B,C,D,A,C,B,C,D,B,D,D,D,C
159,20221938,B,C,C,C,B,B,B,B,B,B,C,B,A,B,B,B,B,B,D,B,A,C,B,C,A
160,19801445,C,D,A,A,D,D,D,D,C,A,A,A,C,C,B,D,B,A,C,C,D,C,D,C,D
161,19846604,B,C,D,D,D,A,D,C,B,A,A,C,C,D,B,D,C,A,A,A,A,A,C,A,A
162,19801442,B,D,C,B,B,A,B,B,B,C,D,A,C,C,D,D,B,A,C,A,A,B,B,C,D
163,19987392,B,A,B,C,D,B,D,C,B,B,D,C,A,B,D,B,C,D,C,B,A,C,D,D,C
164,19888934,B,A,D,B,C,B,B,A,B,A,D,A,B,D,C,B,D,C,B,A,C,C,B,B,D
165,19883262,C,D,B,C,A,A,B,A,B,B,B,A,C,B,A,B,A,B,B,B,B,C,A,A,D
167,5531897,C,A,A,B,B,B,D,D,B,B,C,B,C,B,B,C,B,B,B,A,A,B,B,B,A
170,20032226,C,A,B,D,D,A,A,A,A,A,C,A,D,C,D,B,A,B,D,A,A,B,B,B,A
171,20167781,B,B,A,A,C,D,C,D,C,B,B,B,B,B,C,C,B,A,B,C,C,A,C,C,D
172,20296197,D,A,B,A,A,A,D,C,C,D,C,A,A,B,D,B,A,D,A,C,C,C,A,D,C
173,20132286,A,A,A,A,B,A,B,A,A,A,A,A,D,A,A,C,A,A,A,A,A,D,A,A,A
175,10852131,D,C,D,A,D,A,D,B,D,C,D,A,B,A,C,A,A,A,A,B,C,C,B,D,A
177,20214276,C,C,B,B,A,A,D,B,C,A,D,A,D,D,C,C,C,C,A,A,D,B,C,D,A
179,20180172,D,A,C,B,A,A,A,A,B,A,D,C,D,B,D,C,A,A,D,B,A,D,B,C,A
180,20181530,A,D,D,A,D,A,A,D,C,D,D,A,C,C,A,D,D,C,C,D,A,A,A,C,D
181,20143220,D,C,B,B,D,D,C,B,C,C,A,B,A,C,C,C,D,C,C,B,B,A,D,D,D
183,19856455,D,D,C,A,C,A,A,D,B,A,D,A,D,A,A,B,A,C,C,C,A,A,A,A,A
184,19864246,A,C,B,B,C,D,D,A,B,C,A,D,A,C,C,C,C,B,C,D,B,B,D,B,C
185,19799997,C,D,B,C,D,B,A,A,C,B,C,A,C,B,B,D,C,B,C,A,C,B,C,B,A
186,20130323,A,A,B,B,A,A,A,A,B,A,B,C,D,A,C,C,A,B,A,A,A,A,A,B,A
187,20246904,D,A,B,A,C,A,D,A,C,A,C,B,B,B,D,B,C,B,D,B,A,C,B,B,C
188,20246918,C,C,B,B,A,D,A,C,C,B,D,A,B,A,B,B,A,A,A,A,A,C,B,D,A
189,20246921,C,C,B,B,C,C,D,C,B,D,C,A,B,B,D,B,A,A,B,C,A,C,B,D,A
190,20210248,B,B,B,D,C,B,D,C,A,A,B,C,B,D,D,D,C,A,B,D,C,B,B,D,A
191,5334830,C,B,B,B,A,D,C,C,B,A,B,A,C,A,C,A,D,A,C,B,B,C,B,B,B
192,20409067,C,B,A,C,B,C,B,B,B,A,C,A,C,A,B,B,C,A,D,A,B,C,B,D,B
193,10263113,C,D,A,A,D,B,A,C,C,A,C,B,A,A,B,B,A,B,B,B,D,C,C,D,D
194,19843379,D,B,B,B,D,A,D,B,C,A,D,C,A,B,D,C,A,C,B,A,C,D,A,A,A
196,19881301,C,D,B,B,C,D,D,B,A,B,B,A,B,D,C,B,C,C,B,B,C,B,D,D,D
197,19833414,D,B,A,C,A,D,D,B,D,C,C,D,B,A,A,C,A,B,C,D,A,D,A,B,A
198,4995556,A,A,B,C,D,A,A,D,D,B,C,A,B,A,A,B,C,C,B,A,C,B,C,B,A
199,20013138,C,D,C,C,A,B,A,D,C,C,D,B,B,C,B,B,B,C,C,A,A,C,C,C,A
200,19831649,C,D,B,D,D,C,B,D,B,D,C,B,A,D,C,C,A,D,C,B,A,C,D,B,B
201,19968057,C,C,B,B,D,A,B,C,B,A,D,D,B,A,C,B,C,C,D,C,C,C,B,B,C
202,19831949,C,B,A,A,A,B,A,B,B,A,B,B,B,B,B,C,B,C,C,A,A,B,B,B,C
203,19928092,A,C,A,B,D,A,D,D,B,A,D,A,A,C,D,A,A,B,C,B,A,D,D,D,C
204,19920525,D,B,B,B,D,D,D,D,B,B,D,C,A,C,D,C,C,C,D,D,B,D,B,B,C
206,20032854,B,B,D,C,A,D,C,D,A,C,A,D,A,C,B,D,C,A,A,B,B,C,B,A,C
207,19831469,C,C,B,B,A,A,D,D,B,A,C,A,B,C,D,B,A,A,A,B,B,D,B,B,A
208,19963749,D,D,B,A,D,D,D,A,D,D,D,C,A,B,B,D,D,D,B,B,B,A,C,B,D
209,19876986,D,D,D,B,C,D,D,B,B,A,A,A,B,B,D,D,D,B,C,C,A,A,D,B,C
210,19928126,B,D,A,C,D,A,A,B,B,C,D,B,C,A,D,A,D,C,A,B,C,C,A,A,A
212,20026252,D,A,B,B,D,A,D,D,B,A,D,A,A,C,D,C,A,C,D,D,C,D,B,D,C
214,19834512,D,D,C,D,A,C,B,B,C,D,B,C,B,D,C,C,C,C,D,B,A,D,B,D,B
215,20120373,D,A,B,B,A,A,D,B,B,A,D,C,A,B,D,B,A,B,C,D,D,D,C,D,A
216,20005862,B,A,A,D,A,B,A,A,B,B,A,B,B,B,A,A,B,A,A,A,B,B,A,A,A
217,20301451,D,D,C,C,B,D,C,C,A,C,A,C,C,D,D,C,C,B,C,C,C,D,C,B,D
218,5786848,B,B,C,B,C,D,C,D,C,A,C,B,A,C,B,B,D,B,C,A,C,A,D,B,C
219,10354347,B,D,A,A,D,D,D,D,B,A,C,C,B,D,A,D,C,D,A,A,C,C,B,A,C
220,19831429,D,A,C,B,B,A,D,C,B,A,D,C,A,B,D,C,A,A,D,D,C,D,B,A,A
221,19836695,C,D,B,C,B,D,C,C,B,C,B,B,B,C,D,B,B,C,B,A,C,C,C,B,C
222,10954917,C,A,B,A,D,A,D,B,B,A,B,B,B,D,D,B,A,A,D,A,A,B,B,D,C
224,19831980,D,D,B,B,A,D,D,D,B,A,D,A,A,B,D,C,A,C,D,A,B,B,C,D,C
225,19834481,D,B,C,B,D,A,D,D,B,A,D,C,A,B,D,C,A,A,D,D,C,D,B,D,C
226,19834158,D,C,A,B,C,A,D,A,B,A,D,C,A,B,D,C,A,B,D,D,D,D,B,D,B
229,19919011,C,A,C,B,D,C,D,D,B,A,D,C,C,D,D,B,C,B,B,A,D,A,C,B,A
230,20127210,D,B,D,D,A,B,D,C,B,A,D,D,D,C,D,A,A,D,A,B,A,C,A,D,A
231,20228845,B,D,B,B,D,A,D,C,C,C,D,B,B,D,D,A,B,A,A,B,D,B,C,B,D
232,6302765,D,B,B,B,A,A,A,B,B,D,D,C,A,B,D,C,A,D,D,D,C,D,D,C,A
234,19834449,D,A,B,B,D,D,D,B,D,A,D,C,A,B,D,C,A,B,D,D,A,D,D,C,A
235,19878561,C,B,B,A,B,D,D,C,D,C,C,C,A,D,D,D,D,A,B,C,C,C,A,B,B
236,19889401,C,B,B,B,D,C,D,C,C,D,C,B,A,C,A,B,B,D,D,B,B,B,D,A,C
237,20123927,C,C,B,A,D,A,D,D,D,D,D,B,A,D,B,B,D,A,A,A,A,A,C,B,B
238,19964253,D,B,C,A,A,A,D,C,B,A,D,C,A,B,D,C,A,B,D,D,D,D,D,B,A
239,20129428,D,B,B,B,D,B,A,A,B,B,D,B,A,B,D,B,A,D,B,B,C,D,C,B,A
240,20168322,C,B,B,C,C,D,B,D,B,A,B,A,A,B,C,B,D,B,B,B,B,A,C,D,B
241,19835575,B,D,B,A,A,B,A,C,D,C,D,A,D,C,B,B,B,A,A,C,C,A,C,C,B
242,19835656,C,D,B,B,D,A,B,D,D,A,D,A,A,D,D,B,C,B,B,B,A,C,C,C,C
243,20388244,,,,,,,,,,,,,,,,,,,,,,,,,
244,20388314,D,A,C,B,D,A,D,C,B,A,D,C,A,B,D,C,A,B,D,A,C,D,B,B,A
245,20391835,D,D,D,B,A,A,A,D,A,D,D,C,A,B,D,C,A,A,C,D,C,D,A,D,A
246,20110145,C,B,C,B,A,A,A,A,A,B,D,A,A,B,D,C,A,B,D,D,A,B,B,A,A
247,20120285,C,B,B,A,A,A,D,B,D,B,C,A,C,B,C,B,C,B,A,B,C,C,C,C,C
248,20388722,D,A,B,D,B,C,C,A,A,C,A,B,A,A,A,C,C,C,A,B,B,D,B,A,B
249,19866453,B,C,B,B,A,D,B,D,C,B,C,C,C,A,D,B,C,B,C,B,C,D,B,B,B
250,19880352,A,B,C,B,A,C,B,B,A,A,A,A,C,B,B,D,D,B,B,C,A,C,B,B,C
251,19875586,D,C,B,B,D,A,D,A,C,A,D,A,A,D,D,B,A,A,A,B,D,B,D,D,C
252,19987658,B,C,B,B,A,A,C,B,C,A,D,C,B,C,D,B,C,B,D,A,B,B,C,D,D
253,10258536,C,,,,,,,,D,A,,A,,A,C,C,D,,,,,,,,A
254,10271945,D,C,B,B,C,B,D,A,B,A,C,A,B,A,C,D,A,B,A,A,B,B,D,B,B
255,19755194,D,A,B,D,D,C,A,C,B,C,D,B,A,B,D,C,A,B,B,C,C,D,C,A,B
256,20053972,D,B,B,B,A,A,A,B,B,A,D,C,A,B,D,C,A,B,A,D,D,D,A,A,A
257,19831220,C,D,B,A,D,D,B,C,D,A,B,B,B,B,B,A,A,A,A,B,B,B,A,B,B
258,20052954,C,A,A,B,B,C,A,A,B,A,A,A,B,B,C,A,B,B,A,B,C,B,A,A,A
259,20052979,B,C,A,A,A,A,C,B,C,A,C,A,B,B,B,C,C,B,B,D,D,C,D,B,C
260,20020240,D,C,C,B,A,A,C,D,C,A,D,C,A,C,D,C,A,C,D,D,A,D,D,A,A
261,20023384,C,A,B,B,D,D,D,B,C,B,B,D,B,A,D,A,A,C,B,D,C,D,B,B,A
262,20123380,A,D,B,B,A,D,B,D,B,A,D,A,A,B,C,B,C,A,A,B,A,B,A,D,B
263,20123382,C,C,B,D,D,B,C,B,B,B,D,A,B,B,C,B,A,B,D,B,B,D,C,A,C
264,19764584,C,B,B,C,C,B,C,A,C,B,C,C,C,C,C,C,D,C,D,C,C,C,D,B,C
265,20266895,A,D,C,D,D,D,D,B,C,A,A,C,A,C,D,A,B,C,C,C,C,B,B,B,A
266,4655446,C,C,B,B,D,B,C,A,D,C,B,C,C,B,A,B,D,C,B,B,D,B,C,B,A
268,19877262,D,D,D,B,A,A,D,C,B,A,D,C,A,B,D,C,B,A,D,D,D,D,A,A,A
269,19878075,A,C,A,D,B,D,B,C,C,C,A,B,B,B,D,B,A,B,B,B,D,C,B,C,C
270,2687256,C,D,B,A,C,B,D,B,C,C,B,C,A,A,D,C,C,D,B,D,A,B,B,B,C
271,20217189,C,B,B,B,C,C,B,D,B,D,D,C,B,A,C,B,C,B,C,B,D,A,D,D,B
272,19987653,D,D,C,A,C,C,D,C,A,A,D,D,D,D,C,B,A,B,C,A,C,C,A,C,D
273,20128015,D,D,D,B,D,A,A,B,A,A,D,A,A,D,B,C,A,D,A,B,D,D,A,A,D
274,10404835,D,A,B,B,A,A,D,B,B,A,D,C,A,B,D,C,A,A,D,D,C,D,A,A,A
275,20128025,A,A,B,C,D,C,C,C,D,C,C,B,B,B,C,C,C,C,C,C,C,C,B,C,D
276,20128026,D,D,C,B,D,D,D,C,B,C,D,A,A,C,C,C,A,B,A,B,A,C,C,D,C
277,20280744,C,C,B,B,D,D,B,D,B,C,D,C,B,C,C,A,C,B,C,B,B,B,C,B,C
