N°,NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
17,10013008,B,A,D,D,A,D,D,C,A,C,C,D,B,C,C,B,A,C,D,A,D,A,C,C,A
18,10529724,A,B,B,C,A,B,A,D,A,A,B,C,C,D,B,C,A,A,A,C,A,B,A,A,B
19,20304588,B,C,A,D,A,A,C,C,B,B,D,C,B,C,C,C,A,D,D,A,B,B,C,C,A
20,10106538,B,A,A,D,A,A,D,C,C,B,C,C,A,D,C,B,A,B,D,B,A,B,C,C,B
21,10031084,A,A,A,D,A,C,A,C,A,B,A,A,C,D,D,A,A,D,A,C,C,C,C,A,A
22,10290986,B,A,B,D,C,D,D,A,B,A,D,A,A,B,B,B,B,B,D,C,A,D,C,B,B
23,10032229,B,D,B,D,A,C,A,C,D,B,B,C,C,C,C,B,A,C,D,A,D,C,C,C,A
24,10073720,B,D,B,A,A,B,A,C,D,B,D,D,C,D,C,B,A,A,B,A,A,D,C,C,A
25,10077706,B,A,D,C,A,A,C,B,C,C,C,B,B,D,B,C,C,C,A,A,D,D,C,A,A
26,10308963,B,B,C,D,A,A,D,C,A,B,C,C,A,D,B,B,A,C,D,A,D,D,C,D,C
27,10282297,B,A,B,C,A,A,A,A,B,C,A,B,D,D,B,A,C,C,D,D,,A,D,B,A
28,10282051,A,B,C,C,B,A,A,C,C,B,A,A,A,A,C,C,C,C,B,C,D,D,D,C,A
29,10282024,A,C,A,B,A,C,A,C,C,B,A,A,D,C,A,D,D,A,B,C,D,A,B,B,D
30,10134707,B,A,B,D,A,A,A,D,D,A,A,C,C,A,C,C,D,B,D,A,D,A,C,B,A
31,10613034,B,D,B,D,A,A,D,C,C,B,D,B,B,A,C,D,B,B,D,B,D,B,D,C,A
32,10037201,D,A,B,D,B,C,B,C,C,B,D,B,D,B,B,A,A,B,B,D,D,D,A,A,A
33,10137596,B,A,A,D,A,A,D,C,C,B,C,B,A,D,A,B,D,C,A,A,D,B,C,C,B
34,10131575,B,B,A,D,B,D,B,C,C,C,B,B,D,D,B,B,D,B,B,B,D,B,D,D,B
35,10148933,B,A,C,D,A,C,D,C,C,C,A,D,D,A,B,A,A,C,A,A,B,B,C,C,A
36,10137189,B,A,,A,A,C,A,,C,B,C,B,,A,,B,B,,B,,,D,D,C,B
37,10035998,B,A,A,D,A,A,D,A,C,C,C,C,B,D,C,B,A,C,A,A,D,B,C,B,D
38,10454863,B,A,A,B,C,C,A,B,C,D,C,B,B,D,C,B,D,C,C,C,D,D,D,C,B
39,10131820,B,C,B,D,B,A,D,C,C,B,C,A,B,D,C,B,D,C,C,A,A,B,C,C,D
40,10377623,B,C,B,,,A,A,,D,,C,,,,A,C,D,D,C,,,,C,B,A
41,10120855,B,A,B,D,B,A,A,C,A,B,A,C,D,B,B,A,A,C,A,A,B,B,B,B,A
42,10335329,B,D,A,D,D,C,A,C,A,D,A,B,D,A,C,B,D,C,B,C,C,D,C,C,D
43,10282037,B,A,A,A,A,B,B,C,A,A,C,C,A,D,C,A,A,A,B,B,A,B,C,B,A
44,10335371,B,A,A,B,A,B,A,C,C,D,B,B,D,D,B,B,D,C,A,C,D,B,D,C,A
45,10005307,B,A,A,D,A,A,D,C,C,B,C,C,B,D,C,B,A,C,D,B,D,B,C,B,D
46,20249891,B,A,A,D,A,A,D,C,C,B,C,B,A,C,D,B,D,C,A,C,D,D,C,C,C
47,10314895,C,C,D,C,A,B,C,C,A,B,C,B,C,B,A,C,B,C,B,A,B,D,C,B,A
48,1018814,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,B,C,D,A,D,B,D,C,B
49,20214238,B,A,B,D,B,B,D,D,B,C,C,C,A,D,B,B,C,C,C,B,D,B,B,B,A
50,20223028,C,A,B,D,B,A,A,C,B,B,A,B,C,B,A,B,C,C,C,A,B,D,B,C,A
51,20257232,C,D,B,C,A,A,D,A,A,A,C,B,B,D,C,A,C,B,B,B,B,B,B,A,D
52,19935171,B,B,B,C,C,B,A,C,C,D,D,B,A,D,B,B,C,B,C,C,C,D,C,D,C
53,20023798,B,B,B,A,B,B,A,D,A,B,C,B,B,C,A,B,A,C,D,C,D,A,A,B,D
54,20207315,B,A,A,D,D,A,D,C,C,B,D,B,A,D,C,D,B,C,D,A,D,B,D,D,D
55,20025199,A,D,B,A,A,C,D,C,B,C,B,D,C,C,B,C,A,C,C,A,D,D,A,A,D
56,20094364,B,D,A,D,A,D,B,C,C,A,C,D,C,B,A,B,A,A,A,C,D,D,A,A,A
57,10089478,B,D,A,A,A,A,D,B,C,C,D,B,A,D,D,A,D,D,B,C,C,B,A,A,A
58,10436834,B,A,B,D,A,D,A,A,B,A,C,B,A,D,C,B,A,B,D,B,D,B,A,A,A
59,20343304,C,A,B,C,D,A,B,A,B,B,C,D,D,D,C,B,A,B,A,D,D,C,A,B,A
60,20361228,B,A,A,D,B,A,D,C,C,B,A,A,B,D,D,A,C,D,A,B,B,C,C,B,D
61,10505452,B,D,B,B,D,C,C,B,C,D,B,D,B,A,B,B,A,C,C,B,A,A,D,C,A
62,10369561,A,A,A,A,A,C,A,C,B,A,B,A,B,B,C,B,B,A,A,A,B,D,B,A,A
64,10402345,B,A,B,D,D,C,A,B,C,A,C,D,C,C,A,B,C,B,B,A,C,D,B,A,A
65,10035510,B,A,B,D,A,A,B,C,C,D,A,B,A,B,C,B,B,B,B,C,D,B,A,C,A
66,10034137,A,C,A,C,C,B,A,D,C,C,A,D,B,D,A,A,B,D,B,D,A,B,A,B,D
67,10327443,B,A,A,D,C,C,D,B,A,B,D,B,A,A,C,C,D,A,C,D,D,B,D,A,C
68,10198279,B,A,C,C,B,A,C,A,A,A,A,B,B,D,A,A,D,B,D,D,A,D,C,A,B
69,20305953,A,A,B,A,A,B,B,C,C,A,C,B,B,B,C,C,A,C,A,A,A,D,D,A,B
70,10374409,B,B,A,A,B,B,B,D,C,B,A,C,C,A,A,A,C,B,C,A,A,C,B,B,A
71,10351697,A,A,A,C,C,A,C,D,A,A,C,A,B,B,C,A,B,C,C,A,A,C,C,B,D
72,10060985,B,B,B,D,A,B,A,C,B,B,A,D,A,D,B,B,A,C,B,A,C,B,C,A,A
73,10070465,B,B,B,C,A,A,B,C,B,B,D,D,D,C,B,B,B,C,B,A,A,B,A,A,C
74,10279775,B,C,B,B,B,D,B,C,A,B,A,D,D,A,A,C,B,A,A,C,C,D,B,D,C
75,10075196,B,B,A,A,C,C,D,D,B,B,D,D,C,D,D,C,A,B,A,A,C,D,C,C,D
77,10292067,B,A,B,D,A,B,C,C,B,A,D,C,D,D,D,B,A,C,A,A,D,C,C,C,C
78,10172142,A,D,B,C,C,D,C,D,D,C,A,C,C,D,A,C,B,C,C,C,D,A,A,B,A
79,10279573,A,A,C,D,A,D,B,D,B,A,D,B,A,B,D,A,A,B,B,B,D,D,A,C,A
80,10120142,B,A,B,D,A,A,D,A,C,C,C,D,A,A,C,B,A,C,D,C,D,B,A,A,C
81,20117001,B,A,A,B,C,D,A,C,B,B,A,C,D,C,B,D,B,B,A,D,C,A,B,A,B
82,10405415,C,C,A,D,C,B,C,C,B,B,C,A,A,C,C,D,A,D,B,A,B,C,C,C,C
83,20387664,B,C,A,D,A,C,B,A,B,A,B,A,A,C,C,B,B,C,C,A,B,A,C,D,C
84,10092813,B,A,D,C,A,D,D,C,D,D,D,A,A,A,B,B,D,C,D,A,D,B,C,D,D
85,20169243,B,A,B,D,A,B,B,C,D,B,D,B,A,B,C,A,A,C,B,B,D,B,A,C,C
86,10016142,C,A,C,C,C,C,C,B,B,C,D,B,D,C,D,B,B,D,D,D,C,C,B,C,B
87,10136015,B,D,A,A,B,A,D,C,C,D,B,C,D,C,C,B,D,C,A,A,A,B,A,D,B
88,20206829,C,A,A,A,B,D,B,D,C,A,C,A,A,A,A,B,A,B,B,B,B,B,C,B,B
89,20303889,B,B,A,D,A,C,A,A,B,A,B,A,A,C,A,A,B,B,B,A,B,C,A,B,A
90,10065475,B,A,D,D,A,B,D,A,D,A,B,D,C,A,B,C,A,C,A,C,B,D,A,C,B
91,10303313,B,D,A,C,A,B,A,C,A,B,B,D,B,A,C,A,A,C,A,B,D,D,A,A,A
92,10386122,A,B,B,B,A,B,D,A,C,A,B,C,C,C,B,C,B,C,B,C,B,B,A,B,B
93,10406161,B,D,B,B,D,A,C,C,C,A,A,C,D,D,B,A,A,B,D,A,B,B,A,C,C
94,10158974,B,B,B,C,C,C,A,C,C,B,A,A,B,B,A,C,B,D,B,A,B,B,B,B,A
95,10306496,C,D,B,B,C,A,C,D,B,B,D,B,C,D,A,D,B,C,A,D,B,C,A,A,D
96,20372462,B,B,C,C,B,B,B,B,A,C,B,D,A,C,B,B,A,C,A,D,D,B,A,D,A
97,20311453,B,A,B,D,A,A,D,B,C,B,B,B,A,D,C,D,A,D,D,A,D,B,A,A,D
99,20365087,B,A,A,D,A,A,D,B,C,B,C,C,A,D,C,B,C,C,D,D,D,D,C,B,D
100,10350300,C,A,D,D,B,D,B,B,B,A,D,B,B,A,D,B,A,D,D,C,A,B,A,B,D
101,10350378,C,B,C,C,B,C,B,B,C,C,B,A,C,C,C,B,B,B,C,B,A,A,A,B,B
102,10328768,C,B,A,C,C,D,B,D,D,C,D,C,B,B,A,B,B,D,C,A,B,A,A,D,A
103,20207179,B,A,A,D,A,A,A,C,C,B,C,C,A,D,C,B,A,D,D,D,A,B,C,D,B
104,20316925,C,D,C,C,A,D,D,A,C,A,A,C,A,D,B,A,D,A,B,C,D,B,B,D,C
105,20306030,D,A,A,D,A,A,C,A,B,B,D,A,D,B,D,D,D,C,D,D,C,D,C,B,B
106,10418838,B,A,B,D,A,B,D,C,B,D,B,D,A,D,A,B,B,D,D,A,D,D,A,A,D
107,20294786,B,B,D,D,A,B,A,D,A,C,C,B,A,B,C,C,A,A,C,B,D,D,C,D,A
108,10156907,A,A,A,B,C,A,D,B,C,A,C,B,A,C,C,B,B,B,D,A,D,A,D,A,B
109,10458213,A,A,C,D,A,C,A,D,B,B,C,C,A,B,D,A,D,B,B,B,A,D,B,B,D
111,10020717,A,D,A,B,A,A,D,C,A,A,B,B,A,D,A,C,A,A,D,D,D,D,D,A,D
112,10295577,B,A,A,D,A,B,B,B,B,C,A,C,A,D,D,C,A,C,C,B,D,B,C,B,D
113,20394892,A,B,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A
114,20326525,B,C,A,C,A,C,D,C,B,B,C,C,B,B,C,C,C,A,C,A,C,B,D,B,A
115,20337276,B,A,B,C,A,B,B,A,C,A,A,A,B,D,B,A,A,B,D,A,D,D,A,C,A
116,10362627,A,A,D,B,A,C,B,C,D,C,B,B,B,D,C,B,C,A,D,B,A,B,D,D,C
117,20304416,A,B,A,B,B,B,B,A,B,C,B,A,C,A,B,A,A,A,A,B,D,A,A,C,A
118,10280484,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,B,C,D,A,D,B,C,A,D
119,20308090,B,C,B,C,B,A,C,D,A,A,B,A,C,D,C,D,B,C,A,A,A,B,A,C,B
120,10281049,B,A,A,D,A,A,C,C,C,C,C,B,A,D,D,B,A,C,B,A,D,D,C,D,C
121,20129721,B,A,B,D,A,B,D,A,C,C,A,C,D,D,C,B,A,C,D,A,A,B,C,C,D
122,10421920,A,A,B,D,A,A,D,C,A,A,B,D,C,D,A,C,C,B,A,A,D,D,A,C,D
123,20304392,B,B,C,A,B,C,B,B,B,A,B,B,D,A,C,B,D,B,C,B,A,B,B,A,B
124,10439130,C,A,D,C,A,C,D,D,B,B,C,B,D,D,B,C,A,D,A,B,D,A,C,D,D
125,10421935,A,C,D,C,A,A,A,C,B,B,B,D,C,C,B,C,B,A,A,B,B,D,A,B,A
126,10015704,C,B,B,D,C,B,D,C,C,A,C,C,C,C,C,A,B,C,B,B,C,D,A,B,A
127,20345919,A,A,B,D,B,A,D,D,B,A,D,C,A,A,D,B,A,D,D,C,A,C,C,D,A
128,10416170,D,B,B,D,C,A,D,B,A,A,C,B,B,B,D,D,A,C,D,D,C,D,A,B,C
129,10418290,C,B,A,B,D,A,A,D,D,B,D,D,C,A,D,D,B,C,B,A,C,B,C,A,C
130,20189151,B,A,B,D,A,A,D,A,C,D,C,A,A,D,C,B,C,B,D,A,D,C,C,A,A
131,10473126,B,A,B,D,A,A,D,C,C,C,B,B,A,D,C,B,B,C,D,A,D,B,D,C,D
132,10024698,B,D,A,D,C,A,B,C,A,C,B,B,B,D,C,C,A,D,D,A,B,B,A,A,D
133,10195153,A,B,A,D,B,C,D,C,D,C,C,D,C,A,A,B,B,C,B,D,B,D,A,D,D
134,10039582,A,A,A,A,A,C,B,B,A,A,A,D,C,D,B,A,A,A,A,A,A,B,A,A,A
135,10184523,C,C,B,D,D,C,B,C,D,B,D,A,D,A,D,C,A,C,A,B,C,C,A,D,D
136,10124496,B,A,D,D,A,A,A,A,C,B,D,D,A,D,A,B,A,C,D,A,D,D,B,B,D
137,10410737,B,B,D,B,B,C,D,B,B,A,C,C,C,D,A,C,D,C,B,B,C,B,A,D,A
138,20137186,B,A,D,D,A,A,D,D,D,D,A,D,A,C,C,B,A,B,B,B,D,A,A,D,A
139,20013144,C,B,A,C,A,B,C,D,D,C,A,D,C,C,D,B,B,C,C,B,A,A,C,D,D
140,10291877,B,D,A,C,B,B,C,C,B,A,D,C,D,D,B,B,A,A,C,A,D,D,A,B,C
141,10032620,B,A,A,D,A,B,D,C,B,B,B,B,A,D,C,B,B,C,A,B,D,D,D,B,D
142,20246493,A,C,B,D,C,C,D,B,A,A,B,D,D,C,B,D,D,D,B,C,D,A,A,A,A
143,20317257,A,A,B,B,A,A,A,A,D,A,A,A,C,B,D,B,A,D,A,A,A,B,C,A,A
144,10185975,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,B,C,D,C,D,B,D,B,D
145,10377010,B,C,A,C,A,A,A,B,C,C,C,D,C,A,C,B,A,C,A,A,B,D,C,D,D
146,10316078,,,A,,,,,,,B,,C,C,,,,,,,C,,,,D,
147,20391339,B,A,A,D,A,A,A,C,C,A,D,D,A,D,A,B,A,D,B,A,D,C,A,A,D
148,10087699,B,B,B,C,B,C,B,C,A,B,C,A,D,B,C,A,A,A,D,A,C,D,A,A,B
149,10407400,C,C,D,C,C,C,C,C,D,A,C,D,A,B,C,D,A,B,C,B,D,C,C,C,A
150,10407409,B,A,C,C,B,C,A,A,A,A,A,C,C,A,A,B,A,A,A,A,D,A,A,A,A
151,10109775,B,A,A,D,A,B,D,B,B,A,B,C,C,D,A,B,A,C,D,C,D,D,C,B,D
152,20278957,B,A,D,D,A,B,D,B,B,A,C,D,A,A,D,B,A,C,D,B,B,B,A,C,A
153,20321661,B,A,B,D,B,B,D,C,D,C,C,D,D,C,D,B,A,C,D,C,C,C,C,A,A
154,10350380,B,A,A,D,A,B,D,D,C,B,C,D,A,C,B,B,A,C,D,C,D,B,C,B,D
155,10146744,A,A,B,D,B,B,A,C,A,A,C,C,A,D,C,A,A,B,B,D,B,A,C,C,A
156,10181668,D,C,A,C,B,C,A,D,B,D,C,B,C,D,C,C,B,A,C,A,B,A,C,A,A
157,10505725,B,A,A,D,A,A,D,C,C,B,C,A,A,D,C,B,A,C,D,D,D,A,B,D,D
158,10145201,B,A,A,D,A,A,B,B,A,A,C,D,A,D,B,B,A,C,D,C,D,D,A,D,D
159,10154262,B,A,B,D,A,A,D,A,C,A,C,C,A,D,C,B,A,C,D,D,D,B,C,C,D
160,10312868,A,A,B,D,D,D,D,D,B,D,C,B,D,D,C,D,D,C,A,C,C,D,C,B,B
161,20333190,C,C,C,C,C,B,C,A,A,A,D,B,C,C,B,B,C,A,A,C,D,D,B,D,D
162,10010954,B,B,B,B,C,A,D,C,B,B,A,B,B,B,D,D,B,D,C,D,B,D,C,D,C
163,10010440,A,A,A,D,A,A,D,C,C,B,D,B,B,D,C,A,B,C,D,A,D,B,A,C,B
164,10153753,A,A,A,D,A,C,B,A,D,A,B,A,A,A,A,D,B,B,D,A,A,C,A,B,A
165,10425903,A,A,D,A,A,D,A,A,A,A,A,D,B,B,A,A,A,A,D,B,A,C,A,A,B
166,10149159,B,D,A,D,A,C,A,C,C,B,D,B,A,D,C,C,D,C,A,B,D,A,D,B,D
167,10088557,C,A,A,B,B,B,D,A,B,C,B,D,D,D,C,B,B,B,B,B,B,B,C,B,A
168,20055541,B,D,B,B,B,B,D,D,D,D,D,A,C,D,A,A,A,D,B,D,B,C,A,B,B
169,10085913,B,A,B,D,D,C,D,D,B,D,C,C,C,B,D,D,C,D,B,D,D,D,C,C,A
170,10088817,B,B,B,C,A,C,A,A,A,A,B,A,C,B,B,B,C,A,A,D,D,D,A,A,D
171,20301452,B,A,B,D,A,A,A,C,C,A,D,D,A,D,B,A,A,C,D,B,A,C,A,A,D
172,10321871,B,A,A,D,A,A,D,C,B,A,A,D,A,D,C,B,A,C,C,C,C,D,C,C,D
173,10348589,B,B,B,D,A,A,D,A,D,A,B,C,A,C,C,A,A,C,D,C,C,B,C,A,D
174,20035199,C,D,A,D,B,C,C,A,C,B,C,D,B,D,A,B,B,C,B,D,D,B,A,D,D
175,20297857,B,B,B,D,A,B,A,C,A,D,B,B,C,A,B,A,B,C,B,C,C,D,C,A,D
176,10149135,B,B,B,A,A,B,B,A,A,A,B,B,D,C,B,B,A,D,A,A,A,B,A,C,A
177,20376971,B,A,B,D,A,A,D,C,D,A,D,D,A,D,C,B,A,A,D,A,D,B,C,C,D
178,20372974,B,A,A,D,A,A,D,B,B,C,B,C,A,D,B,B,B,C,D,B,D,D,C,B,C
179,20248887,A,B,B,D,D,D,B,C,A,B,D,A,A,C,D,D,C,B,A,C,D,A,B,C,A
180,20168218,B,A,B,D,C,A,B,A,C,C,B,B,A,D,C,A,C,B,D,B,D,B,A,B,D
181,20378751,B,B,A,C,A,A,A,C,C,A,C,D,C,A,A,A,A,C,A,A,D,A,A,C,C
182,10393122,D,D,A,D,A,D,D,D,A,A,A,B,D,A,B,A,D,C,D,A,B,A,A,D,A
183,10032388,A,A,B,D,A,B,D,B,C,B,D,C,A,D,C,B,D,C,D,C,D,B,C,D,A
184,10058976,B,D,B,D,B,A,D,C,A,C,A,D,B,D,D,C,A,C,A,B,A,A,A,D,C
185,10312079,B,C,D,D,C,D,D,D,D,B,A,A,D,A,A,D,D,C,A,D,A,B,B,C,A
186,20160268,B,C,C,D,B,B,B,C,B,B,B,B,B,D,A,A,B,C,B,B,D,C,B,C,A
187,10314268,A,A,A,D,A,B,D,A,B,A,B,C,C,A,C,B,A,B,D,A,C,B,C,D,D
188,10354152,B,A,B,D,A,C,D,C,C,A,B,B,A,A,C,B,D,C,D,A,D,D,A,A,A
189,20396872,B,C,B,A,B,C,B,D,A,C,B,B,B,A,B,B,C,B,B,B,C,D,B,B,A
191,10165229,A,A,B,B,A,B,D,A,A,D,B,C,C,B,A,B,D,C,D,B,A,C,B,A,C
192,10009601,C,D,B,B,A,B,A,A,A,A,A,D,D,D,D,B,A,C,A,A,D,B,A,C,A
193,20301485,B,A,B,D,A,A,D,C,A,C,A,B,D,B,B,A,A,B,B,A,D,D,C,C,D
194,10169859,B,A,A,D,B,A,D,C,C,C,C,A,A,B,C,B,B,B,D,A,D,B,D,C,C
195,10045838,B,B,B,B,B,A,B,C,C,A,B,D,A,A,B,C,B,D,B,A,B,D,A,A,A
196,20378465,B,A,B,D,A,A,D,C,A,D,C,A,D,B,A,B,A,C,D,A,D,B,A,A,A
197,20219778,A,A,A,D,A,C,D,B,A,C,B,A,A,D,A,B,A,D,A,D,A,B,A,B,A
198,20070071,A,B,A,D,A,A,B,C,C,B,B,B,C,A,C,D,A,C,D,C,D,B,A,A,D
199,10122982,A,A,A,D,A,A,D,B,C,B,B,B,A,A,B,B,B,C,D,A,D,B,D,A,A
200,20384271,A,A,A,B,A,A,A,C,B,A,B,A,A,A,B,A,B,C,A,A,B,D,A,A,A
201,10123111,A,C,B,A,D,A,D,A,C,C,A,C,D,A,A,B,A,C,C,D,A,B,A,B,A
203,10018040,B,A,B,D,A,B,D,D,B,A,D,D,A,B,C,A,A,C,C,B,D,C,A,A,D
204,10136074,D,C,A,D,A,B,B,C,C,B,D,B,A,A,C,C,A,C,D,C,D,D,C,C,A
205,10136423,B,D,D,D,B,C,A,B,A,D,D,A,D,A,B,B,B,B,A,B,D,C,A,B,A
206,20235879,B,A,A,D,A,C,B,C,A,A,D,B,D,C,C,B,B,C,D,C,A,B,A,B,A
207,10398312,B,A,D,D,C,B,D,A,B,D,A,D,D,D,D,A,A,C,D,A,D,B,C,C,D
208,10163491,A,D,A,D,A,A,D,B,B,D,D,B,A,D,A,C,B,C,B,A,D,B,D,B,A
209,10057020,B,C,A,D,A,C,D,B,A,A,C,C,A,D,B,A,A,D,D,A,C,A,C,A,D
210,10311412,A,D,B,A,A,C,C,D,A,A,C,A,A,C,D,A,B,C,D,B,D,B,A,A,D
211,20257919,C,D,B,C,A,B,A,B,B,B,D,B,C,C,B,A,B,B,A,D,B,B,A,D,A
212,10112142,A,B,B,C,B,C,B,D,B,C,C,C,D,C,C,B,B,C,B,C,D,B,D,C,A
214,10411426,D,A,A,C,D,D,B,A,B,B,B,D,D,A,D,B,D,D,A,C,C,D,A,D,A
215,10411448,B,A,A,D,A,A,D,C,C,B,C,D,A,D,C,B,A,C,D,C,D,B,A,C,D
216,10411452,B,C,B,D,B,C,C,C,B,A,C,B,C,D,B,B,A,D,B,D,C,B,D,D,A
217,10466670,D,D,A,D,C,B,A,B,C,D,A,A,C,A,B,A,B,D,B,C,B,D,B,D,D
218,10133197,A,A,C,B,C,C,A,A,A,A,D,A,B,A,B,C,A,A,B,A,D,A,A,D,C
219,10286770,B,B,B,D,D,B,A,C,D,B,B,A,A,D,A,A,B,A,B,D,C,D,A,B,B
220,20301624,B,B,B,D,B,C,C,B,B,C,B,A,C,D,C,A,C,C,B,B,C,C,C,D,B
221,10347773,B,C,B,C,D,C,A,B,C,D,C,C,D,D,B,C,B,D,A,A,D,D,C,D,D
222,10401353,A,A,A,D,A,B,D,D,C,A,C,B,D,C,C,B,D,C,B,D,D,D,D,D,B
224,10370597,A,B,A,B,B,A,B,A,B,B,B,A,B,C,A,C,A,D,A,D,B,D,A,B,C
225,20332934,A,C,C,A,A,A,B,D,B,D,C,B,D,C,D,D,C,A,C,A,A,B,B,B,D
226,10284289,B,A,A,D,A,A,A,A,C,B,A,D,A,D,C,A,A,C,D,D,D,B,C,B,B
227,10284299,B,A,A,D,A,A,A,B,C,B,D,D,A,D,C,B,A,D,D,D,D,D,C,A,C
228,10284390,B,A,A,D,A,A,D,B,C,B,C,B,A,D,C,B,B,C,D,A,D,B,D,D,D
229,10284428,B,A,A,B,A,B,D,A,C,B,B,B,A,B,A,B,B,C,D,D,C,D,D,A,B
230,20223802,A,C,A,C,C,C,D,C,D,A,C,D,C,A,A,D,A,B,C,B,A,C,A,C,A
231,10147260,B,A,A,D,A,D,D,B,C,B,C,B,A,D,C,B,B,C,D,B,D,B,C,C,D
232,20273190,B,A,B,D,A,A,A,C,D,B,C,B,C,D,C,B,A,C,D,C,D,B,C,C,D
233,10399935,B,A,A,D,A,A,D,C,C,B,C,B,A,D,C,B,A,C,D,B,D,B,D,C,D
234,20310021,B,A,A,D,A,A,D,C,C,A,C,B,A,D,C,B,A,C,D,C,D,B,C,C,D
236,10285703,B,A,D,D,A,A,D,C,C,C,C,B,A,D,C,B,D,C,D,A,D,B,D,C,D
237,10281240,B,A,D,D,A,A,D,C,D,C,C,B,B,C,B,B,B,A,D,C,D,C,A,C,C
238,10290699,B,A,B,D,A,A,D,C,B,B,C,B,A,D,B,B,A,C,B,C,D,C,A,A,D
239,10901198,B,A,B,D,A,A,D,C,B,A,C,B,A,D,C,B,B,C,D,D,D,B,A,C,D
240,10285741,B,A,A,D,B,A,D,D,B,C,C,D,A,D,B,B,A,D,D,B,D,D,C,B,B
241,10150837,B,A,A,D,A,A,D,A,B,A,A,B,A,D,C,B,A,C,B,A,D,C,A,B,A
242,10131235,B,A,A,D,A,A,D,B,C,B,C,C,A,D,C,B,A,C,D,C,D,B,C,B,D
243,10478453,B,A,B,A,A,A,D,D,C,A,C,D,A,D,C,B,A,A,D,C,D,C,C,D,D
244,10285893,D,D,A,B,B,A,C,A,D,A,A,D,D,D,A,A,B,C,C,D,B,D,C,D,C
245,10156681,B,A,B,D,A,A,D,C,C,C,C,C,A,C,C,B,A,D,D,D,D,B,C,B,A
246,10150731,A,A,C,D,A,A,D,C,C,A,C,C,A,B,B,B,B,C,D,C,D,D,C,D,D
247,10012248,B,A,D,C,B,D,A,B,B,A,D,D,B,A,D,C,C,B,D,B,C,C,B,C,B
248,10403631,B,A,B,C,B,A,D,A,D,D,B,C,D,A,A,A,A,C,B,A,D,B,C,C,D
249,10005667,B,A,A,A,D,C,B,C,B,B,A,A,B,D,A,B,D,D,A,B,B,B,B,D,C
250,10089653,B,A,A,D,A,A,D,B,C,B,C,B,A,D,C,B,B,D,D,A,D,B,A,A,D
251,20347104,C,A,B,D,A,A,D,C,B,A,A,D,C,A,A,B,A,A,A,C,A,A,A,C,D
252,10024660,B,B,B,C,A,A,C,A,C,B,C,D,C,B,C,B,A,C,A,C,D,B,A,C,B
