N°,NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
109,10221119,B,A,B,D,A,A,C,B,A,C,D,D,D,B,A,A,B,A,B,C,A,B,B,D,D
110,20157947,B,D,D,C,A,A,B,C,A,D,B,A,A,A,C,C,D,C,D,B,B,A,D,B,D
111,10299649,D,D,D,A,D,A,C,D,A,D,C,D,A,A,D,A,D,A,D,G,A,A,D,B,B
112,10327113,A,A,B,D,B,D,C,B,D,C,C,A,C,B,C,C,C,C,C,B,A,A,D,D,B
113,20185410,A,A,B,D,B,D,C,C,D,B,C,A,D,D,C,B,C,C,D,B,A,C,B,D,D
114,10175096,B,C,A,D,A,A,C,B,D,B,D,D,C,D,D,B,B,B,A,B,C,B,C,D,C
115,20240034,B,A,B,D,B,C,C,B,C,C,C,B,D,B,C,C,D,B,B,B,D,C,A,B,C
116,10368342,B,B,B,B,B,A,C,B,A,A,B,B,C,C,C,A,A,B,D,B,A,B,D,B,B
117,10193459,D,B,B,D,D,A,C,A,D,C,B,A,B,B,C,C,C,A,C,C,A,D,B,D,B
118,20172763,D,C,D,B,B,A,D,D,B,D,B,A,C,B,D,C,D,B,D,B,B,B,B,A,A
119,20299260,D,C,D,A,C,A,B,A,A,A,B,A,A,B,A,A,C,A,D,A,A,A,D,B,B
120,20167743,A,A,D,A,A,C,B,B,D,C,B,D,C,C,A,B,C,D,D,A,C,A,A,A,D
121,20303819,C,A,B,D,A,D,C,A,A,B,D,D,A,A,C,C,D,C,B,C,B,A,D,D,B
122,20023990,D,D,C,D,D,B,B,D,A,D,C,C,C,C,D,C,D,C,C,C,C,D,B,D,A
123,20304449,B,A,D,A,C,B,C,C,B,B,D,D,B,A,D,D,B,B,B,A,B,B,C,B,A
124,10821311,A,A,B,B,B,D,C,B,D,A,C,A,B,B,B,C,C,D,C,B,A,B,D,A,B
125,10193133,A,C,C,D,A,B,C,A,B,A,C,C,A,C,B,A,C,C,A,C,C,B,D,A,C
126,20345918,A,B,A,D,A,D,C,B,D,A,C,A,A,C,C,A,C,B,C,C,D,A,D,A,B
127,10060544,B,B,D,D,B,A,C,B,A,B,C,A,B,C,C,A,C,D,C,B,B,A,D,D,B
128,10122037,B,D,B,D,D,C,D,A,D,A,A,A,A,A,B,A,B,A,A,C,D,B,D,D,A
129,10240484,D,D,B,B,D,C,C,B,B,C,B,D,B,B,C,C,B,B,B,B,C,A,D,B,C
130,10024663,A,A,D,D,B,D,A,C,B,B,A,B,D,B,A,B,C,C,C,B,C,C,A,A,D
131,10182283,D,A,D,D,A,B,D,A,A,A,D,B,D,A,B,B,D,A,D,A,D,A,B,D,B
132,10195170,A,B,D,B,A,B,B,B,B,B,A,A,B,B,A,C,B,A,B,B,B,B,D,D,D
133,20168734,A,A,D,A,A,B,A,B,A,A,B,B,A,A,B,C,B,A,A,A,A,A,D,A,A
134,20382251,B,D,B,D,A,D,C,C,A,C,C,A,B,C,D,C,D,D,B,C,C,C,A,D,D
135,10304487,B,C,D,D,B,D,B,D,C,A,B,D,B,C,B,B,D,A,D,G,B,D,A,C,C
136,20167747,A,A,C,D,B,D,C,B,D,A,C,A,B,B,C,C,C,D,C,B,A,A,D,D,B
137,10129771,A,A,A,D,B,D,C,B,D,A,C,A,A,B,C,C,C,D,C,B,A,A,D,D,B
138,19871432,D,B,C,D,B,D,A,B,B,C,C,D,D,A,A,D,C,A,B,B,D,C,A,B,A
139,20130324,D,A,A,B,A,A,A,B,C,B,A,A,D,A,B,B,A,A,A,A,A,A,C,C,D
140,20115405,D,D,D,D,A,A,C,B,D,D,C,A,B,A,C,A,B,A,A,A,A,A,D,A,B
142,20032722,D,A,B,D,C,C,B,C,A,A,B,A,A,A,A,C,C,A,D,C,B,B,A,A,A
144,20172121,B,D,D,D,C,C,B,D,B,D,C,D,D,D,A,B,C,B,C,C,A,B,C,C,B
145,10176299,B,B,B,B,C,D,C,B,D,A,B,A,B,A,B,C,B,A,B,B,C,A,D,C,B
146,10057691,D,A,B,D,A,C,B,C,D,B,B,B,A,A,B,B,D,A,B,G,A,D,C,D,A
147,10188907,B,B,D,A,A,C,C,A,A,A,B,A,A,B,B,C,A,A,D,A,A,A,D,D,C
148,20356689,C,B,D,A,C,B,C,B,A,C,B,A,A,A,B,C,D,A,A,B,B,D,D,A,C
149,20356705,D,D,B,B,A,D,C,A,A,A,D,B,A,A,A,C,D,A,D,A,A,C,D,D,C
150,10187213,C,B,D,B,D,A,C,B,D,C,D,C,D,B,B,A,C,C,C,C,B,B,C,D,A
151,20356742,B,C,B,B,C,B,C,A,A,C,A,D,B,A,D,C,D,A,B,A,A,B,C,A,D
152,10038656,B,D,B,B,A,A,C,B,A,A,C,A,D,C,D,C,B,A,A,C,A,B,D,A,B
153,10388499,D,A,D,,C,D,C,,D,A,D,D,B,,C,,D,A,,,,A,D,,C
154,20315267,A,B,C,A,A,D,D,B,D,A,B,C,B,A,D,A,D,A,B,B,C,C,D,B,A
155,10047670,D,B,C,B,C,A,C,B,C,A,A,A,A,B,D,D,B,B,A,G,C,C,B,D,C
156,20375211,B,A,B,B,A,A,D,B,A,A,C,A,B,B,B,C,A,A,D,A,B,C,D,A,A
157,20375318,B,A,B,D,B,D,C,B,A,A,D,B,C,A,C,C,D,A,D,C,A,A,D,B,C
158,10111220,C,C,A,B,D,A,B,B,B,B,C,B,C,C,C,B,B,B,C,B,B,B,C,A,A
159,10056374,D,D,A,C,C,A,B,C,A,D,D,A,C,A,D,B,D,B,A,A,D,A,B,C,C
160,20129595,D,A,D,D,C,C,D,D,A,B,D,C,C,B,D,B,B,B,A,G,C,A,D,D,D
161,20321700,D,A,B,C,A,B,C,A,D,B,C,A,A,C,B,C,C,D,D,G,B,A,D,B,C
162,10284225,A,A,D,D,B,B,C,B,C,C,C,C,C,C,C,C,B,D,C,C,A,B,D,D,A
163,10284148,D,D,D,D,A,B,D,D,D,D,A,D,D,D,D,C,B,A,A,B,A,C,D,D,D
164,20212466,D,C,D,D,C,A,A,B,A,C,C,B,C,C,C,B,C,B,D,B,B,C,C,D,B
165,20337554,C,A,A,C,C,C,D,A,A,A,D,C,A,C,B,C,D,C,C,B,A,B,A,B,B
166,20409975,B,A,B,D,D,D,C,B,C,A,C,A,D,B,C,C,C,C,C,C,A,B,D,D,B
167,20392635,A,A,B,D,B,A,C,B,A,A,C,D,A,B,C,C,C,A,C,C,C,A,D,C,B
168,10117701,A,A,B,C,B,D,C,B,D,A,C,D,B,B,C,A,C,A,D,B,A,A,D,B,B
169,10084176,B,A,C,D,C,B,A,D,C,D,D,D,B,B,D,B,B,B,C,B,A,B,C,A,C
170,20206347,A,C,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A
171,10100444,B,C,B,A,D,B,D,C,A,B,C,D,A,A,C,C,D,D,C,G,C,B,D,D,B
172,10149997,A,A,,,B,D,,B,D,,,A,D,B,B,,,,,,A,A,A,,D
173,10149330,A,A,D,A,C,D,A,B,A,A,C,A,D,D,A,A,B,A,B,C,A,A,C,C,A
174,10089064,B,C,B,D,A,D,C,C,A,A,C,A,B,B,C,C,D,A,D,C,A,B,D,D,D
175,20269069,B,A,B,B,B,B,B,B,B,B,C,B,D,C,C,B,D,A,B,C,B,C,B,B,B
176,10162915,A,A,B,C,A,C,C,C,A,C,B,C,A,C,D,B,C,D,B,G,B,B,B,D,D
177,10133986,A,A,B,A,A,D,C,B,A,A,C,A,A,C,C,C,B,A,C,C,A,A,D,D,B
178,10140906,A,B,B,B,D,D,A,C,A,A,C,A,D,C,C,C,C,A,C,A,A,A,D,D,B
179,10134273,A,A,B,D,B,A,C,B,D,A,C,A,D,B,C,C,C,A,C,B,A,A,D,D,B
180,10058519,D,A,B,D,A,D,C,A,A,C,C,A,A,A,D,C,C,D,C,B,B,A,D,A,B
181,10046004,C,D,B,C,A,A,B,C,B,C,C,D,D,A,C,B,C,A,D,B,D,A,A,C,C
182,19872394,B,D,C,A,B,C,C,D,B,D,C,C,B,B,B,C,D,C,C,B,D,D,C,A,C
183,19872393,B,A,D,B,A,C,B,D,A,B,D,A,A,A,D,A,D,B,C,C,A,A,A,A,C
184,19875766,A,A,B,D,C,B,B,A,D,B,D,A,A,B,B,C,B,A,B,A,C,A,D,C,B
185,10022466,B,A,B,B,C,D,C,A,A,A,D,A,A,,A,C,B,D,D,C,A,B,D,A,B
186,10179717,C,A,B,D,B,B,D,D,A,B,C,D,B,A,A,A,C,D,C,B,A,A,B,A,C
187,20391355,B,A,A,D,B,C,D,D,D,C,D,A,A,B,C,B,D,A,B,A,A,C,A,B,D
188,20070100,D,B,C,D,A,D,C,A,C,D,C,C,D,D,D,B,D,A,D,A,A,D,C,B,B
189,19855805,C,C,C,D,C,B,B,C,B,B,D,B,C,C,D,D,C,B,D,B,C,B,B,C,D
190,10148998,B,B,B,A,A,A,C,B,D,A,C,A,C,B,B,B,D,B,C,A,B,A,D,C,B
191,10150273,A,D,B,A,B,B,B,B,A,B,C,D,D,B,B,C,A,B,C,B,A,A,D,A,C
192,20377723,D,D,D,D,C,C,D,B,A,B,C,B,D,D,C,C,C,B,D,B,C,C,D,B,B
193,10083607,A,A,B,A,B,D,C,C,A,A,C,A,C,B,C,C,A,A,A,A,A,A,D,D,B
194,19832642,C,D,B,D,A,A,B,B,B,A,C,C,B,A,A,A,D,A,A,C,A,A,B,C,D
195,20391294,D,D,B,D,B,D,C,B,D,A,C,A,A,B,C,C,A,A,D,C,B,A,D,A,B
196,10422879,C,B,B,B,A,B,B,B,D,B,C,C,C,B,B,B,A,B,B,C,B,A,D,B,C
197,20115401,C,B,B,D,A,D,C,A,D,A,A,D,A,C,D,A,A,D,D,B,A,A,D,C,B
198,20269669,A,A,D,D,A,A,B,C,C,C,D,C,A,A,A,D,A,B,B,A,C,B,D,B,C
199,10178010,C,C,B,A,B,D,C,C,C,C,C,B,C,A,B,C,C,C,B,A,A,C,D,C,B
201,10188219,B,C,B,A,D,C,D,C,B,B,A,D,B,A,A,C,D,A,C,A,A,B,D,D,A
202,20297549,A,A,D,D,B,A,C,B,D,B,D,A,B,B,D,A,B,C,C,A,A,A,D,D,D
203,20229988,A,A,B,D,B,D,C,C,D,A,B,D,D,B,C,D,A,A,C,G,A,A,D,D,B
204,10053529,B,A,D,A,C,A,B,B,B,B,C,B,B,C,A,B,C,B,B,A,D,A,A,B,A
205,10144202,B,B,C,D,D,B,B,D,B,B,C,B,C,C,A,C,C,A,B,C,B,B,C,B,C
206,10411309,D,B,C,B,D,B,C,A,B,C,C,B,A,B,B,A,C,C,B,B,C,B,B,B,C
207,20368717,D,A,B,A,B,A,B,B,B,A,C,B,C,D,C,A,B,B,D,B,A,A,B,D,B
208,20070114,C,D,B,B,C,A,B,D,B,D,C,B,D,A,B,A,B,B,B,G,C,D,C,D,C
209,20384306,C,B,C,B,B,C,D,D,A,C,B,C,B,A,C,C,A,A,A,G,A,B,C,D,A
210,20168216,B,A,B,D,A,A,B,A,A,A,C,A,C,D,C,C,A,C,D,C,C,B,D,B,B
211,20168242,A,A,B,D,B,D,C,B,A,A,C,A,D,A,D,C,C,A,B,A,A,A,D,D,B
212,20388782,D,A,D,A,D,A,D,D,A,B,C,B,A,D,D,C,C,A,A,C,A,A,C,C,B
213,20372739,A,A,D,D,D,C,C,B,D,A,C,D,A,A,C,D,D,A,D,B,A,A,D,D,B
214,10168714,A,D,B,B,C,B,B,B,D,A,B,A,C,B,B,A,C,B,D,C,A,D,D,D,B
215,10050516,A,A,B,D,D,D,C,B,A,A,C,A,A,B,C,C,C,A,C,C,A,B,A,A,D
216,20320012,D,B,A,D,D,B,D,B,A,B,C,A,A,D,C,A,D,A,C,C,A,B,B,D,B
217,10309926,C,D,A,D,C,A,C,D,D,A,D,D,D,C,A,A,A,D,B,A,A,A,D,D,A
218,20372736,D,D,B,A,C,B,B,C,A,D,A,D,C,A,D,A,B,A,D,A,C,D,D,D,B
219,20222004,D,C,A,C,B,A,D,B,B,B,B,A,A,C,A,B,B,B,B,A,B,C,D,A,B
220,10187556,A,A,B,B,B,B,C,B,C,B,D,A,B,B,B,C,B,A,C,A,A,B,C,C,C
221,10024017,D,B,C,A,C,C,B,B,A,C,C,B,B,B,C,B,C,B,B,A,C,C,C,D,A
222,20372769,D,A,C,C,C,C,B,A,D,C,D,D,D,B,A,B,A,B,B,B,D,C,C,A,B
223,20265779,A,A,B,D,B,B,B,D,C,A,D,B,C,C,B,A,C,C,B,G,C,A,C,D,B
224,20375007,B,B,A,D,D,B,C,B,B,B,D,C,B,D,A,A,B,B,A,A,C,A,C,C,B
225,20201233,C,C,C,D,B,D,C,D,B,A,C,D,C,B,B,C,C,A,D,B,B,C,D,B,A
226,10141650,A,C,A,A,B,D,D,B,A,A,A,A,D,B,D,C,A,C,D,B,A,A,D,D,B
227,10145704,B,C,B,D,B,D,B,C,A,B,C,C,A,C,B,A,B,A,D,B,A,C,D,D,C
228,10148496,A,D,C,D,B,C,B,B,C,C,C,B,A,B,B,B,D,A,C,B,B,D,C,D,B
230,10146372,D,D,C,C,C,C,B,C,B,B,B,B,A,C,B,B,A,C,B,B,D,B,A,D,C
231,20265918,A,C,B,D,B,A,C,C,D,B,C,A,A,B,B,C,A,A,D,A,A,A,D,D,C
232,10165820,A,A,B,D,D,A,C,B,D,A,C,A,A,C,C,C,B,D,C,C,A,A,D,D,B
233,10143315,C,A,D,D,B,C,C,B,B,B,B,C,C,D,B,C,C,C,C,B,D,C,B,C,A
234,10426197,A,C,B,D,B,A,C,C,D,A,A,A,B,B,C,C,A,A,D,C,A,A,D,D,B
235,10426226,D,A,C,B,D,B,B,D,A,C,C,A,C,A,C,C,B,A,B,C,C,C,D,D,B
236,10249148,B,D,D,A,A,A,B,D,A,B,B,A,A,B,C,A,D,B,D,B,A,C,D,D,A
237,20308838,C,A,D,D,A,C,D,D,C,A,C,C,A,B,A,A,A,D,B,A,A,C,C,A,C
238,10046929,A,C,B,B,A,D,D,D,C,B,A,C,B,A,A,B,B,A,B,A,B,B,A,A,B
239,20124569,D,A,B,C,A,D,C,A,D,A,D,B,A,B,B,A,C,B,B,C,A,A,D,A,B
240,10291716,A,B,B,D,B,C,B,C,A,B,B,B,D,B,C,A,B,A,B,B,A,C,A,B,A
241,20386202,D,C,D,C,A,A,C,B,A,A,C,A,B,A,B,C,A,A,A,B,B,A,D,A,A
242,10150496,A,C,B,B,B,C,B,B,B,C,D,A,A,B,B,B,B,B,A,B,B,B,B,B,A
244,10147436,B,A,D,D,C,A,C,B,D,A,A,B,A,A,A,C,C,A,D,A,A,A,D,A,D
246,10284353,A,C,B,A,B,D,D,D,A,C,D,D,C,C,D,B,C,A,B,G,A,C,B,A,B
247,19866417,A,B,B,A,B,D,B,D,A,A,D,A,A,B,B,B,A,C,B,B,D,A,C,A,B
248,20273208,A,A,C,C,B,B,B,C,D,A,B,C,A,C,C,C,D,B,B,C,C,A,C,A,B
249,10036641,D,D,B,D,D,A,D,D,D,D,D,D,D,B,D,B,D,D,D,A,A,A,B,D,C
250,10045702,D,D,B,C,B,D,C,B,C,A,C,A,A,B,C,C,B,D,C,C,A,A,D,A,C
251,19843535,A,D,B,C,D,A,C,C,A,A,C,A,A,C,A,C,A,D,D,G,B,A,D,D,D
252,10283341,B,A,B,D,C,D,C,B,A,A,C,A,B,B,C,C,C,A,B,B,A,A,D,D,B
253,20277419,B,B,A,D,D,C,B,B,B,A,B,A,A,A,B,A,C,D,D,C,A,A,B,A,C
