N°,NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
197,10273544,D,A,A,B,A,A,D,A,A,A,A,B,A,A,A,C,A,A,A,A,A,C,B,B,B
198,19848352,D,A,A,C,D,C,B,C,B,D,B,A,A,C,C,D,C,A,B,A,B,C,D,D,A
199,20046034,B,B,C,B,D,B,B,C,A,C,D,C,D,C,C,B,D,D,B,D,D,B,C,C,B
200,20080471,C,B,B,B,C,C,D,B,D,C,C,D,C,B,B,B,C,C,C,C,B,C,B,B,D
202,10191969,B,D,B,C,B,C,B,B,B,B,B,D,B,C,A,B,C,A,B,A,A,C,C,C,A
203,4520050,C,A,D,C,B,D,B,D,B,C,D,B,B,C,A,A,A,B,A,A,C,B,A,A,A
204,6761245,B,D,C,C,C,C,D,D,D,D,A,D,A,C,B,C,C,B,C,C,C,D,D,D,A
205,10184366,B,D,B,C,C,D,B,D,C,B,D,B,C,C,A,B,C,A,B,A,A,C,D,C,D
206,4517805,C,A,C,C,D,D,B,D,A,C,D,B,B,C,A,A,A,B,B,B,C,B,A,A,A
207,10192291,,A,B,,,,,C,,A,,,,,,A,A,,,,,,,,B
208,6135360,C,D,C,C,A,C,B,C,C,C,C,B,B,C,B,C,B,B,D,C,D,B,C,D,A
210,5027378,D,C,C,C,D,D,D,B,D,B,B,B,C,C,C,B,B,C,A,B,C,C,D,C,B
211,3874721,D,D,C,C,A,D,C,B,C,A,C,B,D,B,C,D,D,A,D,C,B,D,B,A,A
212,20257607,B,C,C,A,A,A,B,C,D,D,A,A,B,C,D,A,A,A,B,C,C,C,C,C,C
213,3376730,C,B,D,B,D,A,A,B,D,C,C,D,A,C,D,B,B,A,B,C,C,C,B,C,D
215,3556731,B,D,C,B,A,D,D,C,B,D,C,C,D,C,C,C,A,D,B,A,A,C,A,B,B
219,19781626,C,A,C,C,D,D,B,D,D,C,D,A,B,A,A,A,A,B,B,A,C,B,A,A,D
221,19934674,A,A,A,A,A,C,B,A,B,A,A,A,B,A,A,A,A,B,B,A,A,A,A,D,D
222,19941103,C,A,C,C,A,D,D,D,D,C,D,B,A,D,A,A,A,B,B,B,C,B,A,A,D
223,19941120,C,A,C,C,D,D,B,D,B,C,D,B,A,C,A,A,A,B,B,B,C,B,A,A,D
225,5069943,C,B,D,B,A,A,B,A,C,C,B,B,B,C,A,B,C,D,B,A,C,B,A,A,B
226,19809416,D,A,D,D,C,C,B,B,C,D,A,A,C,D,B,B,C,B,D,D,A,B,C,C,A
227,5060137,A,B,A,B,D,C,D,A,A,B,D,B,B,A,B,A,A,A,A,A,A,B,A,D,A
228,6177583,A,C,C,D,C,C,B,C,B,C,C,C,A,B,A,A,C,C,D,B,A,B,B,D,B
229,19847374,D,A,A,B,A,D,D,D,B,C,A,A,C,C,B,C,D,B,D,C,A,C,B,B,B
230,19847477,C,B,B,A,B,B,D,B,B,B,C,B,C,C,C,C,B,D,D,B,B,B,B,C,A
231,6109763,C,C,C,C,B,B,D,B,C,A,D,C,C,A,C,C,C,C,D,D,D,C,C,C,C
232,3009515,C,C,C,C,B,C,D,D,D,C,A,B,A,C,D,C,C,C,B,A,B,C,B,A,C
233,10265923,D,A,B,C,B,A,D,D,C,B,C,A,D,A,C,A,C,B,C,A,B,A,D,A,D
234,19842500,B,A,B,A,A,B,B,B,A,B,B,B,B,B,A,B,B,C,A,B,B,A,A,B,A
235,4958347,C,A,C,C,D,D,D,D,A,C,D,B,A,C,C,B,A,B,B,D,A,C,A,A,B
237,20135934,B,C,D,A,D,C,C,A,B,B,D,A,A,B,B,A,D,C,D,C,C,B,A,C,A
238,4701710,A,C,C,C,B,C,C,A,C,C,D,A,D,D,D,D,A,D,C,B,A,D,C,C,C
239,19886567,A,D,D,A,B,C,A,C,D,C,B,A,B,B,B,A,C,A,D,B,D,A,A,B,D
241,5717807,C,A,B,C,C,D,B,D,B,C,D,B,B,D,A,A,A,B,B,B,C,B,A,A,A
242,19992338,C,A,C,C,D,D,A,D,A,C,D,B,B,D,A,A,A,B,A,B,C,B,A,A,B
243,19964021,B,C,A,C,B,C,B,C,D,A,B,C,B,B,B,B,A,A,A,C,C,B,C,B,A
245,3562935,D,B,C,B,B,D,A,C,D,A,B,C,A,C,C,A,A,B,B,D,D,A,C,B,A
247,20007833,C,C,B,C,C,C,B,A,C,D,C,D,D,C,C,D,C,C,B,C,C,C,B,D,D
248,19885636,B,B,C,B,C,C,A,B,C,B,C,C,B,C,B,D,D,A,A,B,B,D,C,C,D
249,4842387,A,B,C,B,A,C,B,A,A,C,A,C,A,A,B,D,C,D,B,C,A,A,C,B,A
250,4518774,,C,,C,,,A,,D,C,,,,B,C,A,,,A,,,,B,,C
252,3852461,C,B,B,B,B,B,B,C,D,D,D,A,D,D,C,D,C,D,B,B,D,D,D,B,A
253,3101925,A,B,B,A,C,D,D,B,A,D,C,C,A,C,A,C,A,B,C,D,A,C,C,B,C
254,20163200,C,A,C,C,B,D,D,D,A,C,D,B,B,A,A,A,A,B,B,B,C,A,A,A,D
256,19765967,B,A,C,C,C,C,D,B,A,B,C,B,D,D,C,A,C,D,D,B,C,B,C,C,D
257,6014363,C,A,A,D,B,D,B,B,B,B,D,B,A,A,B,D,A,A,C,B,C,D,D,B,A
258,5102993,C,C,C,C,C,A,D,D,B,C,C,C,B,C,A,B,B,B,B,A,A,C,D,D,D
259,19921193,B,C,D,B,A,D,D,B,D,A,C,C,D,A,B,B,A,B,C,A,A,C,A,C,D
260,20109091,,A,,,B,,,,B,,,,,D,B,C,,,B,B,,B,C,A,A
262,5453865,B,D,C,C,D,A,C,D,A,A,A,C,A,A,A,A,B,B,A,A,A,D,C,B,C
264,6536628,A,B,B,B,A,C,D,A,B,B,B,C,B,B,A,A,B,C,C,B,B,B,C,B,B
265,4237074,C,B,B,D,B,D,C,B,D,D,C,C,B,B,C,B,B,B,D,C,B,C,D,D,C
266,19882882,B,A,C,C,D,D,A,D,B,B,A,C,B,A,A,A,A,A,C,B,B,C,C,A,A
268,5683174,D,A,C,C,A,A,C,C,D,B,A,B,B,B,B,A,A,B,C,B,B,B,A,A,A
269,2787946,C,B,D,B,B,B,D,D,C,B,D,A,A,C,A,B,D,B,A,C,B,B,D,C,A
270,4601793,C,D,D,C,B,D,D,D,C,C,B,D,B,C,B,C,C,B,C,A,A,C,C,C,C
271,2887847,D,C,A,D,B,C,B,B,B,A,C,C,C,D,A,D,D,C,A,A,A,C,D,C,A
272,3251380,D,D,D,B,A,A,B,B,B,A,C,B,D,C,D,B,B,B,C,A,B,C,C,C,A
273,4139529,C,C,B,B,A,C,D,C,A,A,B,A,B,C,B,B,B,A,C,B,B,B,A,C,D
274,2686500,D,B,C,B,C,C,B,A,C,C,D,A,C,C,C,B,C,B,B,B,C,C,C,C,A
276,3251182,B,A,B,A,A,C,D,A,B,A,A,A,B,A,A,B,B,D,C,A,B,A,C,A,C
277,10962419,C,C,A,B,C,D,C,A,A,B,B,B,D,B,A,C,A,B,B,D,A,A,C,B,B
280,5135935,B,B,A,D,A,D,D,B,D,A,D,C,C,C,B,A,A,B,B,A,C,B,D,B,C
281,6438159,D,B,A,C,C,A,D,A,A,A,D,C,A,B,A,D,B,B,B,C,A,B,D,A,B
282,5004235,C,C,C,C,A,B,A,D,A,C,D,B,C,C,A,B,A,A,B,C,B,D,A,D,A
283,19703826,B,C,A,C,B,D,C,D,B,A,A,C,B,C,B,C,A,B,C,B,C,A,D,C,C
284,6471778,C,D,D,A,C,B,D,D,A,D,B,A,A,B,D,B,C,D,A,D,A,D,B,D,C
285,20098498,B,B,B,B,B,B,C,C,D,C,C,D,B,C,C,B,C,C,A,B,B,B,A,B,A
286,19932807,C,A,C,C,A,D,D,B,B,C,D,B,A,C,A,A,A,B,A,B,C,B,A,A,A
287,4839671,B,C,B,C,D,D,D,,,C,D,,,C,A,,D,,C,B,B,B,,,A
