N°,NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
54,20303711,C,C,A,B,A,D,D,C,C,B,C,C,B,C,C,C,B,B,A,B,B,C,B,A,B
55,20048372,B,B,B,A,B,B,D,B,B,B,C,B,C,C,B,D,B,B,A,A,B,B,B,B,D
56,10194862,B,A,A,A,C,B,A,C,B,C,D,C,D,B,A,C,D,B,D,A,A,B,B,A,B
58,19982292,D,D,D,D,D,D,D,C,C,D,D,C,D,C,D,D,B,C,D,C,C,C,B,C,C
59,20236994,A,D,B,B,B,A,A,B,A,B,A,A,B,C,A,A,B,B,A,A,A,B,C,C,A
60,19893750,D,D,C,D,C,D,D,D,C,C,C,D,D,C,A,C,D,D,D,C,D,C,B,C,C
61,10149292,D,D,A,B,B,D,C,A,C,C,A,C,C,B,B,C,D,B,D,B,D,D,D,D,B
62,10148874,C,B,B,B,B,B,B,C,C,B,C,B,B,A,D,C,B,A,B,B,B,B,D,A,C
63,20169352,D,C,C,A,B,C,C,A,C,A,C,D,B,A,C,A,A,B,A,D,C,C,B,B,B
64,20020709,C,B,D,C,D,D,C,C,C,A,B,D,B,C,C,A,B,B,A,C,C,C,A,C,C
65,20124893,B,A,B,B,B,A,A,A,B,A,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B
66,10110049,A,D,B,A,B,D,C,B,B,D,D,B,C,C,B,A,A,C,A,C,C,A,A,A,C
67,20156496,B,D,C,B,B,B,C,A,A,B,A,C,B,C,B,A,D,B,A,B,A,B,B,C,A
68,20201801,A,D,A,D,A,A,A,D,D,A,A,D,D,B,B,A,A,C,A,B,A,A,B,D,C
69,20199179,D,B,D,C,B,B,A,C,B,C,C,C,B,B,A,D,B,B,B,B,B,B,B,D,B
70,20056637,B,D,C,B,A,D,B,B,C,A,B,D,B,B,C,A,A,B,A,C,C,D,A,D,B
71,20206815,B,B,A,B,D,A,A,B,C,C,C,A,A,B,B,A,C,D,A,B,B,B,B,B,B
72,20116552,A,D,A,A,A,C,A,A,B,A,C,D,B,B,D,B,B,C,A,B,B,B,C,D,A
73,19883281,B,A,B,C,B,D,A,D,C,A,B,D,C,A,A,D,A,C,B,A,A,B,C,D,D
74,20156758,B,B,B,A,B,B,D,B,B,B,B,A,B,B,A,A,D,B,D,B,B,B,C,B,B
75,20296430,A,D,A,A,B,C,C,B,B,B,B,B,B,B,A,A,B,B,D,A,C,B,B,D,C
77,19980997,B,D,A,A,A,A,A,A,A,C,D,D,B,A,A,A,B,A,A,C,A,C,D,A,A
78,10217945,D,D,D,B,A,A,A,C,C,C,C,B,B,A,C,A,A,B,A,C,A,C,C,B,B
79,20225425,D,D,A,C,A,A,C,D,B,C,C,A,A,C,C,A,B,B,A,B,A,B,C,C,A
80,10174225,D,D,A,B,B,A,A,A,B,C,C,A,B,B,A,A,B,B,A,B,A,B,C,C,A
81,20205522,D,A,A,A,A,A,A,B,D,B,D,A,D,B,A,A,C,D,A,B,A,C,C,B,A
82,20405123,B,B,A,B,D,D,B,B,C,B,C,B,C,A,B,A,B,C,A,B,B,B,C,B,C
83,19883148,D,D,A,A,C,A,A,D,D,A,C,D,B,A,C,A,A,A,A,D,C,C,A,D,A
84,20167741,B,D,A,A,C,B,C,C,B,A,C,D,B,A,B,A,B,B,A,C,B,B,B,C,B
85,10173734,B,C,D,B,B,B,C,A,B,C,B,C,C,C,D,C,B,B,B,B,B,C,C,B,D
86,20249275,B,B,D,B,C,B,C,B,B,D,C,B,B,B,D,D,B,B,D,C,B,B,B,A,B
87,20127504,B,B,B,A,B,D,B,C,B,A,D,B,D,A,B,B,B,D,A,D,B,A,B,C,A
89,20056489,D,B,D,A,B,C,C,C,B,C,C,B,B,B,D,D,B,B,D,C,D,D,B,D,C
90,20056521,B,C,B,C,B,C,C,A,D,D,B,A,B,B,C,C,C,B,C,C,C,A,B,D,B
91,4213974,A,D,A,A,A,A,A,A,A,A,C,D,C,B,B,A,A,D,A,C,D,A,A,A,B
92,19888915,D,D,A,B,B,D,A,A,A,A,D,D,A,B,A,C,B,D,A,B,C,B,C,C,A
93,20174454,A,D,B,A,A,B,A,B,D,A,B,D,D,A,B,A,A,D,A,D,D,A,B,B,B
94,20394286,A,A,B,B,B,A,B,B,D,C,D,B,A,A,C,A,A,B,B,C,A,A,A,D,B
95,20203017,B,B,A,A,A,A,D,D,B,A,A,A,C,B,B,D,A,B,C,D,A,B,A,B,A
96,20059244,D,A,C,D,B,C,D,C,A,C,A,A,B,D,A,D,D,C,D,B,B,A,D,D,B
97,20295782,D,D,A,B,C,A,A,A,B,C,C,A,B,D,A,A,B,D,A,B,A,B,C,C,A
98,20308062,D,D,A,B,C,A,A,A,B,C,C,A,B,D,A,A,B,D,A,B,A,B,C,C,A
99,20300295,A,B,C,C,B,B,C,D,B,C,A,B,B,B,A,C,A,A,D,A,A,B,C,B,B
101,20191180,D,B,B,B,A,A,B,A,B,B,A,C,B,A,C,B,C,C,C,A,B,A,C,D,D
102,10083395,B,D,A,B,C,D,A,A,B,A,C,A,B,A,C,A,D,D,A,C,D,B,C,C,B
103,10654912,A,C,C,A,A,C,A,C,A,B,C,A,D,D,A,D,B,A,A,B,D,C,B,B,B
104,20239060,B,D,C,C,B,B,C,C,B,A,C,A,B,B,B,A,B,C,C,C,C,B,D,A,B
105,19889031,B,B,A,B,B,A,A,B,A,A,A,D,A,A,A,B,B,B,A,A,B,A,A,C,B
106,10147180,A,B,C,A,A,A,D,D,C,A,A,B,C,B,A,A,A,C,D,C,B,A,C,D,D
107,19871395,A,A,A,B,A,A,A,C,D,A,C,A,B,A,A,A,A,B,A,A,A,A,B,A,B
108,20029747,B,B,B,D,C,B,B,B,C,A,C,D,B,D,B,D,D,D,C,D,B,D,D,A,C
109,10077648,D,D,A,A,A,A,A,A,B,A,C,D,D,C,C,B,B,D,A,B,A,A,C,C,A
110,20222375,A,D,A,B,A,A,A,A,A,A,D,B,D,C,A,C,A,D,A,A,A,A,B,A,A
111,20222396,A,C,A,B,A,C,A,B,B,B,C,D,C,B,B,A,B,D,A,A,B,A,C,C,A
112,3268943,B,D,A,C,A,A,D,A,D,A,C,A,B,B,D,D,B,B,A,C,D,A,A,A,A
113,20123462,D,B,C,B,A,C,C,D,B,C,B,C,C,A,D,C,C,B,B,C,A,B,B,C,B
114,20222636,D,D,D,B,A,A,A,B,B,D,B,C,C,A,A,A,B,B,A,D,D,B,D,A,D
115,10070852,C,D,B,C,D,C,B,C,A,C,B,C,D,B,C,A,A,B,A,D,D,B,B,C,D
116,19832227,B,C,A,B,A,A,A,C,B,B,B,A,D,A,B,A,A,D,A,A,B,A,B,A,A
117,20131958,,,,,,,,,,,,,,,,,,,,,,,,,
118,19864827,D,D,A,A,B,B,D,C,D,C,A,D,B,A,A,C,B,B,D,C,D,D,C,A,B
119,20012909,D,C,A,D,D,B,A,C,A,A,D,B,A,A,D,A,B,C,A,A,A,A,C,D,B
120,20195073,D,D,D,B,C,A,A,A,B,C,C,A,B,C,A,A,B,D,A,B,A,B,C,C,A
121,19834413,D,D,A,C,A,A,C,B,B,A,B,B,B,B,A,A,B,D,A,B,B,B,B,A,A
122,20195096,B,D,C,A,A,D,D,A,B,C,C,B,C,B,C,A,B,C,A,D,B,C,D,B,B
123,20144128,C,D,B,A,B,A,B,B,B,A,B,D,B,A,B,D,C,D,A,B,A,B,C,C,A
124,20190432,A,D,A,C,C,D,D,C,D,A,C,D,B,C,A,B,B,C,A,A,A,B,D,C,C
125,20172120,D,D,A,A,A,A,A,A,B,A,C,D,B,A,C,A,A,A,A,D,D,A,C,C,A
126,20301513,D,D,A,B,D,A,A,D,A,B,D,D,C,B,B,A,B,A,A,B,A,A,C,C,A
127,10074291,A,D,A,B,A,A,A,D,B,B,D,B,B,B,C,A,C,B,A,A,A,A,B,B,B
128,10017690,B,D,A,C,D,B,C,A,C,D,B,C,A,A,D,A,A,B,A,A,B,C,D,A,D
129,10017731,D,C,C,C,D,C,C,A,C,C,C,C,B,A,C,B,D,D,A,C,A,C,B,D,C
130,10016907,C,C,A,C,B,C,B,B,B,A,B,D,C,D,C,B,B,B,A,A,D,A,A,B,D
132,20190424,C,B,B,B,C,B,D,C,C,C,C,C,C,A,B,C,B,B,C,C,A,B,A,C,C
133,10078005,D,D,B,A,B,A,A,B,B,B,C,A,D,C,A,A,B,B,A,B,B,B,C,C,A
134,10173674,B,D,A,B,B,B,C,C,B,A,C,D,B,B,C,B,B,D,A,B,A,B,A,C,A
135,20248922,B,,,,,,,,,,,,,,,,,,,,,,,,A
136,19855829,A,D,A,A,A,A,D,A,A,A,D,D,B,A,B,A,C,A,A,D,A,A,B,C,B
137,10147992,C,B,C,B,A,A,B,A,B,B,C,B,B,C,A,A,B,C,A,B,C,B,A,A,B
138,20278950,A,D,A,A,A,A,A,D,A,D,B,D,A,A,A,A,A,D,A,A,D,A,A,A,A
140,19830427,D,D,A,A,A,A,D,A,D,A,C,A,B,B,A,A,A,A,A,B,B,B,D,B,A
141,20201669,D,C,D,D,A,B,D,C,B,D,D,B,D,A,A,D,D,B,B,D,D,D,D,C,D
143,20237412,A,D,D,A,D,A,B,C,C,B,B,A,B,C,D,D,C,C,D,B,D,A,B,C,B
144,20237414,D,D,B,D,D,D,B,C,C,D,D,A,D,D,A,D,A,B,D,C,A,C,B,B,A
146,20160257,D,B,B,B,C,A,D,B,B,A,A,D,B,A,A,A,B,D,A,B,C,B,C,C,A
147,19764571,B,B,B,D,A,B,D,C,A,A,A,A,A,A,A,A,C,A,A,B,C,A,A,C,A
148,10007427,D,D,A,D,D,A,A,A,B,B,C,B,A,B,D,A,A,C,B,C,D,A,A,C,A
149,20217204,B,D,D,A,C,C,C,B,C,B,A,A,D,B,B,B,B,D,C,D,D,C,A,A,B
150,19855951,D,C,C,D,B,D,D,D,C,C,A,B,B,B,D,A,D,C,B,A,A,B,A,B,D
152,20280748,D,D,B,D,C,C,C,B,C,B,A,C,A,A,B,C,B,C,A,C,D,A,B,C,B
153,20280752,A,A,A,A,D,A,A,A,B,A,D,A,B,A,A,A,A,B,A,C,A,B,A,A,B
154,20063252,D,D,C,B,D,D,D,A,C,C,B,C,C,A,C,D,C,C,A,D,B,B,B,D,D
155,20212531,D,C,D,C,B,D,C,C,B,B,B,D,D,B,D,A,C,A,A,D,D,B,B,D,D
156,20064186,D,D,B,B,B,B,A,D,B,A,C,B,D,B,A,A,B,B,A,B,A,B,C,A,A
157,20212264,B,B,B,B,C,B,A,B,B,C,C,D,B,C,A,A,B,B,A,C,C,B,C,C,A
158,20212304,D,D,A,A,B,A,A,C,C,C,C,D,B,C,A,A,B,B,A,C,C,B,B,A,A
159,20192184,B,C,A,D,C,D,A,C,D,A,B,D,D,C,B,B,B,C,B,B,B,A,C,B,C
160,20212723,A,A,C,B,C,C,D,B,B,A,D,D,C,B,B,A,B,C,A,D,B,A,B,A,B
161,10078841,D,D,C,C,B,D,C,D,B,B,B,D,D,A,B,B,B,B,A,C,C,B,D,B,A
162,20113391,A,B,C,D,A,C,C,A,A,A,A,C,D,B,B,A,C,D,C,C,D,D,C,A,C
164,20410004,A,D,D,C,C,A,B,A,D,C,C,A,D,C,A,B,A,B,B,B,C,C,D,B,C
165,20060038,A,D,A,C,B,D,A,A,B,A,C,D,B,B,D,C,B,B,A,A,C,A,B,D,A
166,19840308,D,D,D,A,C,B,B,B,B,D,D,A,A,A,D,A,B,B,C,D,D,B,B,A,C
167,20010600,C,C,A,A,A,C,D,A,B,B,B,B,B,B,C,D,A,C,C,C,D,C,A,A,C
168,10148092,A,D,D,B,B,D,A,B,C,A,A,D,D,A,A,A,A,A,A,A,A,A,B,B,B
169,20141576,C,B,C,D,B,C,C,A,D,A,C,D,C,C,C,D,C,C,C,B,C,A,C,B,C
170,20063019,D,D,B,A,C,A,B,D,C,B,C,A,C,C,B,A,D,D,D,B,D,C,D,B,A
171,10012717,B,C,A,D,B,A,A,A,B,B,B,C,A,A,B,C,B,B,A,D,B,A,B,C,A
172,20268906,D,D,A,A,A,A,A,A,C,A,B,D,B,B,B,A,A,A,A,A,C,B,B,C,C
173,10012765,D,D,D,B,B,D,B,A,C,B,C,C,B,B,A,A,B,C,D,D,B,C,B,B,A
174,10012229,B,C,B,B,B,B,B,B,C,B,C,C,B,B,C,B,B,C,B,B,B,A,B,B,C
175,20023395,C,D,A,D,D,A,A,A,B,C,C,D,C,A,A,D,D,D,D,A,B,B,D,C,B
176,20297404,D,B,A,B,B,D,C,B,B,D,C,D,B,C,A,A,A,B,A,C,A,B,C,B,B
177,10154404,B,D,A,C,A,C,A,B,B,C,C,B,C,B,B,B,C,B,A,B,B,A,D,C,B
178,20005889,D,B,A,A,D,D,D,A,A,C,D,A,B,D,B,A,D,A,D,A,A,A,C,D,A
179,20212246,D,D,D,A,A,A,C,A,B,C,D,D,C,C,C,A,C,C,D,B,C,A,D,D,B
180,20212691,A,A,D,C,C,B,A,C,A,B,B,B,C,D,A,C,A,A,A,D,A,B,C,C,D
181,19831913,B,A,C,D,C,A,D,B,C,C,C,A,B,B,B,A,C,C,B,C,B,B,C,C,C
182,10058804,B,D,D,B,C,B,C,A,D,D,C,D,C,C,B,A,A,C,A,C,D,A,C,B,C
183,10136796,D,C,B,C,C,C,B,A,B,C,D,D,C,B,B,C,A,B,A,A,D,B,B,B,B
184,20143026,B,C,B,B,B,C,B,B,B,A,B,B,B,B,B,D,B,C,B,B,B,B,B,B,D
185,20122763,A,C,C,B,B,C,C,D,C,B,B,D,B,A,C,C,B,C,A,C,C,B,D,D,B
186,10095176,B,D,B,B,A,C,A,D,B,B,C,D,C,A,A,A,A,B,A,B,C,B,B,D,A
187,10188065,D,C,D,B,D,D,D,A,D,D,A,D,C,A,D,D,D,A,A,D,D,A,C,D,A
188,10093615,A,A,A,A,C,D,A,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,C
189,20409915,C,D,B,A,B,C,D,C,C,B,B,B,B,B,C,A,B,B,C,A,C,B,C,C,C
190,20222556,C,D,A,A,A,C,A,D,B,A,C,C,C,B,D,D,A,C,A,D,D,C,B,B,B
191,20386354,D,D,C,A,C,D,A,C,B,A,C,B,B,D,B,C,D,B,D,B,A,A,B,B,B
192,20386390,A,D,A,B,D,A,D,B,A,B,C,A,B,B,A,A,C,D,A,B,C,B,A,D,A
193,10178147,A,D,B,A,A,A,A,A,C,A,D,D,B,A,A,A,A,D,A,A,A,A,B,A,A
194,10354432,D,D,A,A,B,B,A,C,C,B,D,D,A,B,C,A,B,C,A,B,B,A,B,C,B
195,10173662,A,D,B,A,A,C,B,A,D,A,D,D,B,A,C,B,D,C,A,D,A,A,C,C,C
196,20277537,B,D,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,A,B,A,B,B,A,A,B
197,10174270,B,C,B,B,C,A,C,A,D,A,B,C,C,B,D,D,B,C,D,B,D,C,C,D,A
198,20032727,C,D,A,C,B,A,C,A,B,B,D,D,D,B,A,A,D,B,A,C,C,C,A,C,B
200,20023386,A,C,A,A,A,D,B,A,D,C,C,A,C,A,C,B,D,C,A,D,B,A,B,B,A
201,19878559,D,B,A,C,C,A,C,B,B,A,B,A,C,A,C,A,B,B,A,B,A,C,C,C,B
202,20035948,C,D,A,A,D,D,B,B,C,B,C,B,C,B,C,D,D,C,B,C,C,A,D,C,B
203,19844116,D,A,A,B,B,D,D,A,A,C,B,D,D,C,C,D,B,B,D,C,A,B,D,D,A
204,10173981,D,D,B,D,A,C,C,B,C,A,A,D,D,A,D,A,A,D,A,C,C,D,A,C,D
205,20219784,C,D,A,B,B,B,A,B,D,A,C,D,B,D,D,C,D,D,A,D,C,C,D,D,B
206,20015103,A,A,A,A,B,C,D,B,A,A,A,D,A,A,B,A,B,B,A,C,A,B,C,B,B
207,19983780,D,C,C,A,A,A,B,C,A,B,A,B,B,A,D,B,C,A,A,B,D,C,D,D,A
208,19839134,D,D,C,A,D,A,A,B,C,C,C,C,B,B,C,A,B,B,A,A,C,C,C,D,B
209,20257918,D,D,A,B,B,A,A,D,B,C,C,A,B,A,A,B,B,D,A,B,A,B,A,C,A
211,20026070,D,D,B,B,C,D,B,A,B,C,C,D,B,C,C,B,B,D,A,B,A,B,B,C,B
212,20272920,A,A,A,B,A,D,B,C,A,A,A,A,A,A,C,A,B,D,A,D,D,A,A,B,B
213,10023919,A,C,A,A,C,C,B,A,C,B,D,D,C,B,D,A,A,C,C,C,B,C,B,B,C
214,20221982,C,C,C,C,C,C,C,C,D,C,C,B,B,C,D,C,C,C,B,C,C,C,C,C,D
215,20372725,A,A,B,A,A,B,A,B,C,D,C,D,C,B,C,D,B,C,D,C,D,B,C,C,B
216,20196882,A,D,D,D,A,D,D,D,D,D,A,D,A,A,D,B,D,D,D,D,D,A,B,D,C
218,10148007,A,A,D,C,A,A,D,A,A,C,A,A,B,B,B,A,B,D,D,A,C,B,B,A,B
219,19752197,C,A,A,B,B,A,A,A,A,D,A,A,B,A,A,B,B,A,D,B,B,B,C,C,D
220,10342565,D,A,C,A,B,B,A,A,C,C,B,B,C,B,A,A,B,B,C,A,D,A,C,A,C
222,10342718,B,D,B,B,C,B,C,B,D,C,C,D,B,B,C,D,C,D,B,A,D,B,C,C,D
223,10342449,A,C,A,D,D,A,B,B,D,C,C,D,B,B,C,A,A,B,A,A,B,B,A,A,C
224,20339662,B,D,B,B,D,A,C,B,C,B,C,A,D,A,A,A,C,B,B,B,D,C,C,A,A
225,20257932,B,B,D,C,B,D,B,B,B,B,C,D,B,A,C,A,C,C,A,A,B,B,B,B,C
226,10142908,B,C,,B,C,A,,,B,A,,,,,,A,B,B,A,B,C,B,D,A,C
227,20347861,A,A,B,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,C,B,B,C
228,10971108,A,B,A,B,D,A,C,C,B,B,A,C,D,A,A,A,D,C,A,C,A,B,C,D,C
229,20357141,A,D,A,D,C,A,C,B,D,A,C,A,B,D,D,B,A,B,D,C,C,C,D,D,D
230,20357163,B,A,A,A,B,D,C,D,A,C,C,D,D,A,B,C,A,C,A,D,C,B,C,C,A
231,20140903,D,C,A,B,B,A,A,B,B,C,C,D,B,B,A,A,D,D,A,C,C,B,A,D,A
232,20386200,D,D,D,B,A,B,D,D,B,B,D,C,B,A,C,C,A,D,A,C,B,A,C,D,B
233,20266261,D,D,A,D,B,A,A,A,B,C,A,A,B,C,A,B,B,B,A,B,A,B,C,C,B
234,20266265,A,B,B,B,B,A,C,B,C,C,A,B,D,B,B,A,B,D,A,A,B,C,C,C,C
235,20266271,D,D,D,B,C,C,B,C,A,C,B,B,B,B,D,D,C,D,A,D,C,C,C,B,C
236,20266277,A,D,A,B,B,D,A,C,B,B,C,D,C,B,A,A,C,C,A,C,A,A,C,D,D
237,10122513,B,D,B,C,B,B,A,A,B,B,C,A,B,B,C,A,B,C,A,C,C,C,B,C,A
238,10139766,A,A,A,B,A,A,D,D,B,B,A,D,A,B,C,B,A,A,A,A,B,A,D,D,B
239,10139575,A,D,D,A,B,A,A,B,A,A,C,D,B,A,A,D,A,A,A,D,A,A,B,A,A
240,10339258,A,B,A,A,A,A,C,D,D,B,C,A,B,D,C,D,C,B,A,C,A,A,D,D,D
241,20374982,D,A,B,C,A,C,C,B,B,C,A,B,D,C,C,D,D,B,B,D,C,B,B,C,D
242,10175300,C,D,A,A,A,C,A,A,A,A,B,D,C,A,A,A,B,D,A,C,C,C,C,D,B
243,20347112,B,D,B,B,A,C,C,A,B,A,C,B,A,B,D,C,B,B,A,A,B,C,B,D,C
244,20260362,C,A,B,B,C,B,D,A,C,C,D,B,A,A,C,D,B,D,D,B,D,C,C,A,B
245,20260368,D,C,A,C,D,B,D,A,C,B,D,C,A,C,C,D,A,D,B,C,C,C,A,C,A
246,20277503,A,D,A,C,A,D,A,B,C,C,C,D,D,B,A,C,B,D,A,D,B,B,A,B,B
247,19876877,B,C,B,B,B,B,A,D,C,A,C,D,B,B,B,C,B,B,A,B,C,B,B,A,B
248,20269348,A,A,B,B,D,C,A,B,C,A,B,D,D,B,B,A,D,B,A,B,A,B,A,A,A
249,20243966,A,C,B,A,B,B,A,B,A,B,B,D,D,B,B,B,B,C,A,D,B,A,C,C,A
250,20130264,B,C,A,D,B,B,A,B,B,A,C,B,B,A,A,B,B,A,A,A,B,B,A,B,A
251,19880550,A,D,A,B,D,A,A,B,B,C,C,D,A,B,C,A,B,D,A,B,C,A,C,C,B
252,20375129,D,A,A,D,B,A,A,D,B,D,B,D,D,A,B,A,B,D,C,C,B,B,A,C,B
253,20332943,B,D,C,D,B,A,D,C,B,A,A,C,C,B,B,A,C,C,A,C,B,B,C,A,B
254,20269273,D,B,A,C,C,D,C,C,D,B,D,D,C,C,D,B,C,C,B,C,C,C,D,C,D
255,20029584,D,B,D,C,B,B,D,C,B,B,B,A,B,A,D,D,A,A,A,C,A,A,B,D,D
256,20374683,A,D,A,B,B,A,D,A,B,C,C,A,B,B,A,A,B,C,A,A,A,B,C,C,C
257,20405470,A,C,A,A,C,B,C,D,B,A,A,D,C,A,C,A,B,D,A,A,C,D,B,B,D
258,20194872,B,C,B,C,B,B,B,B,A,A,B,C,A,B,B,B,B,C,A,B,B,D,C,A,C
259,20347876,B,A,A,A,C,D,A,A,C,A,A,A,B,C,B,B,A,B,A,C,C,C,A,B,A
260,10106206,C,B,A,D,A,A,A,A,C,B,C,C,C,A,A,A,C,C,A,A,A,A,C,A,D
261,20245353,A,D,C,D,D,B,C,B,D,A,A,D,D,A,B,A,B,B,A,D,C,B,D,C,D
262,19708631,D,D,A,D,D,A,A,D,B,A,C,D,B,B,C,A,B,A,C,C,C,B,C,C,C
