N°,NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
22,20062021,A,C,B,C,C,B,A,C,C,C,B,B,B,B,B,B,B,B,C,C,B,B,B,B,C
23,19863344,B,A,D,C,A,C,C,C,D,C,D,C,C,C,D,B,C,B,D,B,D,D,C,D,D
24,5004259,B,C,C,C,C,C,C,B,C,A,D,C,D,C,C,C,B,C,D,C,D,B,D,A,C
25,5683181,D,C,B,B,C,D,A,C,B,A,C,C,D,B,D,A,C,B,C,A,C,B,C,D,B
26,19863342,C,B,B,D,A,C,D,B,B,A,B,C,C,C,C,A,A,B,D,C,C,C,B,D,C
27,5004255,A,D,B,C,B,B,B,B,C,B,B,A,A,D,C,B,B,C,B,C,C,A,C,D,C
28,3195486,D,D,B,A,D,B,D,B,D,C,A,C,C,C,A,B,B,B,D,B,D,D,D,B,D
30,2935294,B,A,B,A,B,C,D,B,D,C,D,B,C,C,D,B,A,B,D,A,D,D,C,A,D
31,4095869,B,C,B,D,A,C,C,C,B,C,C,A,B,D,D,D,B,B,C,B,D,B,D,C,A
33,19921180,B,A,D,D,B,C,D,A,D,A,B,B,C,C,D,C,A,B,C,C,D,B,A,B,C
34,4702890,B,D,B,A,B,C,B,B,D,C,D,B,C,C,D,B,A,A,D,B,D,D,C,A,C
35,3714051,B,D,A,A,A,B,D,B,D,C,B,B,C,A,D,D,A,B,D,B,D,B,D,C,D
36,19800449,A,D,B,D,B,C,A,B,C,B,B,B,B,C,D,B,A,C,B,B,C,B,B,C,D
37,4234679,D,C,B,D,D,C,C,A,C,C,B,C,B,B,D,A,A,A,C,A,B,A,B,B,A
38,20007824,C,C,B,C,A,C,D,B,C,C,D,B,B,C,D,D,C,B,D,A,D,D,D,A,D
39,4987304,B,A,C,A,B,C,A,B,D,C,D,B,C,D,D,B,A,B,D,B,D,D,C,D,D
40,19785068,B,B,C,D,A,D,B,D,C,B,C,C,D,A,A,C,C,C,C,B,B,C,B,D,D
43,19998953,B,D,A,A,D,C,B,B,D,C,D,C,C,C,C,B,B,A,D,C,B,B,C,C,C
44,5012806,D,C,C,D,A,A,C,B,C,A,D,A,D,A,A,C,A,B,A,A,A,A,A,D,A
45,4838565,B,B,B,B,B,B,B,B,B,C,C,C,B,B,B,B,B,B,B,B,B,C,B,B,C
46,5872794,B,D,A,A,B,C,D,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,C,B,C
47,3070771,D,C,D,B,D,C,D,A,D,C,C,B,C,A,C,C,C,D,B,B,B,D,D,B,C
48,19994170,B,D,B,A,B,C,D,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,C,B,D
49,19719109,B,D,A,A,D,C,B,C,D,C,D,C,C,C,D,B,B,B,D,B,D,D,C,C,D
51,19867898,A,C,A,A,B,C,C,D,C,C,D,B,D,B,C,D,C,A,D,D,B,D,A,C,D
52,19874923,B,D,A,A,B,C,D,D,B,A,A,A,C,C,C,B,A,C,D,B,D,C,A,A,C
53,19901820,D,D,B,A,B,C,A,B,D,C,B,C,C,C,D,B,A,B,D,B,B,D,C,B,B
54,19921185,B,D,A,A,B,C,D,B,D,C,B,B,C,C,D,B,A,C,D,B,D,D,C,C,D
55,2787528,C,C,D,A,A,A,A,C,D,D,A,D,A,D,A,B,C,B,D,C,C,A,C,B,C
56,19800455,B,A,B,A,B,C,D,B,D,C,D,B,C,C,D,B,A,B,D,B,D,D,C,A,D
57,6134553,D,C,D,C,D,D,C,B,C,B,D,A,C,A,D,C,C,C,C,B,A,B,A,C,C
58,6300577,B,D,B,A,B,D,D,B,B,C,A,B,C,C,D,B,A,B,D,B,D,D,D,A,D
59,3194662,B,A,B,A,B,C,D,B,D,C,A,B,C,C,D,B,C,B,D,B,D,B,D,A,D
60,19925465,D,A,B,A,B,C,D,B,D,C,A,B,C,C,D,B,C,B,D,B,D,D,C,B,D
61,5827187,C,A,B,A,A,C,A,B,D,C,A,B,C,C,D,B,B,B,D,B,D,D,D,D,C
62,6264715,D,C,D,A,C,A,D,C,D,C,B,D,C,D,C,A,C,D,D,B,B,A,D,A,A
63,20162512,B,A,B,B,A,C,D,C,D,C,A,B,C,C,B,B,A,A,C,B,B,D,C,A,D
64,2955747,A,D,B,D,B,A,D,D,D,C,A,B,C,D,A,D,D,A,B,C,A,D,A,B,B
65,19996284,,A,,A,,,,,B,,,,,,,A,,,B,,,,,A,
66,3069960,D,D,B,A,C,C,D,B,D,C,B,B,C,C,D,B,C,B,D,B,D,D,D,A,C
67,4961530,D,C,B,B,B,C,C,C,C,C,C,C,B,C,C,B,C,B,D,C,B,B,C,B,D
68,6797919,B,A,B,A,B,C,D,C,D,C,A,B,C,C,D,B,B,B,D,B,D,D,D,A,B
69,19718559,C,B,B,B,D,C,B,D,B,A,A,B,B,D,B,A,D,B,B,A,A,B,A,A,B
70,19859429,C,A,A,A,B,C,D,B,D,C,A,B,C,C,D,B,B,B,D,B,D,D,C,C,C
72,10817095,C,B,B,D,C,A,C,C,C,A,A,D,A,C,A,A,A,B,B,D,D,C,B,B,C
73,19859322,B,A,B,A,B,C,A,B,D,C,A,B,C,D,D,B,A,B,D,B,B,D,D,D,D
74,19779853,C,B,D,D,D,C,D,D,B,A,B,D,C,B,C,C,A,A,A,B,B,B,B,C,A
75,19859339,B,D,C,A,C,C,D,B,D,C,B,B,C,C,D,B,C,B,D,B,B,D,C,A,D
76,19815627,B,A,A,A,B,D,D,B,D,C,B,B,C,C,D,B,B,B,D,B,D,D,D,A,D
77,10900848,D,C,B,A,A,C,D,C,D,C,C,B,C,C,D,B,A,B,C,B,D,D,C,B,C
78,10900873,A,B,B,B,B,C,C,B,D,C,A,B,C,C,D,B,C,B,B,B,D,D,C,A,D
79,3482952,B,A,B,A,C,B,C,B,D,C,B,D,A,A,D,B,A,C,B,A,A,D,C,B,C
80,19859347,C,A,D,A,B,C,A,A,D,C,C,B,C,C,A,B,B,A,D,B,C,C,C,A,D
81,19859378,B,D,A,A,B,D,D,B,D,C,D,C,C,C,C,B,A,B,D,B,D,D,D,A,D
82,6897959,,A,,,,B,,,C,,,C,D,B,,,,,A,,C,,,A,
84,3250123,B,A,B,C,B,C,D,B,D,C,C,A,A,D,D,C,D,D,A,A,C,B,C,A,C
85,4835690,C,B,B,D,B,B,D,A,A,C,C,B,D,D,B,B,C,C,A,D,A,A,A,C,D
86,2507180,D,B,B,C,A,C,C,A,A,C,D,D,B,D,A,B,C,C,A,B,A,B,C,C,D
87,3853559,D,D,C,C,A,B,D,B,D,B,C,B,A,C,B,B,C,B,D,B,B,B,C,A,C
88,6338422,D,C,B,A,C,C,D,B,D,B,B,C,C,C,D,B,C,B,D,B,D,A,D,B,D
89,6375878,A,A,B,D,B,B,A,A,B,A,B,A,A,B,B,B,A,A,A,A,A,A,B,A,A
90,3040442,B,A,B,C,A,C,D,B,A,C,A,C,C,C,D,B,A,B,D,B,D,C,C,C,D
91,3716569,B,B,B,A,B,C,D,B,D,C,D,B,C,C,D,B,A,B,D,B,D,D,D,D,A
92,3983889,A,D,B,A,B,C,D,C,D,C,D,B,C,C,D,B,C,B,D,B,D,D,D,B,C
93,2686926,B,B,A,A,C,D,A,C,C,B,C,B,C,A,C,A,A,A,B,C,C,C,D,D,A
94,6538616,A,B,C,D,D,B,A,A,C,D,D,B,A,A,B,D,C,C,A,D,B,A,D,C,A
95,5241209,B,C,B,A,B,C,D,B,D,C,A,B,C,C,D,B,A,C,D,A,D,D,C,A,C
96,2686959,A,B,A,A,B,B,B,B,B,C,C,C,A,C,C,A,C,C,A,B,C,B,C,B,D
97,6338305,B,A,C,A,A,C,D,B,A,C,C,B,C,D,D,B,A,B,D,B,D,D,D,A,D
98,4996094,B,C,B,B,C,C,D,B,D,C,C,D,C,C,D,B,C,A,D,A,D,D,C,A,C
99,5061548,A,A,B,B,B,C,C,B,D,C,A,B,C,A,D,D,C,B,A,C,D,D,A,A,C
100,6538704,C,D,C,C,B,A,A,D,C,B,B,D,D,A,B,D,A,B,B,D,D,B,D,B,D
101,3036855,C,C,D,A,D,D,D,C,C,D,C,B,A,C,A,A,C,C,A,A,C,A,B,C,C
102,20004721,C,A,A,A,D,B,D,D,D,A,A,C,C,D,D,B,A,A,B,C,C,D,D,B,C
103,4770086,C,C,D,D,B,C,D,A,C,A,D,A,C,A,A,A,A,C,A,C,D,C,A,C,A
104,6497656,B,D,C,A,B,D,B,C,B,C,D,C,D,B,D,D,C,A,C,A,C,D,D,D,C
105,4770102,B,B,C,D,A,D,A,D,D,B,D,B,B,D,C,C,C,B,A,D,B,D,A,C,A
106,7119415,B,B,B,C,A,D,D,D,B,C,B,C,A,D,C,A,C,A,C,C,A,C,C,D,B
107,4267082,C,C,A,C,C,B,C,C,D,A,B,D,D,B,C,B,B,C,A,C,D,C,C,C,C
108,2686974,B,A,B,A,A,C,D,B,D,C,D,B,C,C,D,B,A,B,D,B,D,D,C,B,C
109,2687096,C,B,B,D,C,A,C,C,A,B,B,A,C,B,C,A,D,D,A,A,A,D,A,B,B
110,5545848,B,C,B,A,A,C,A,B,D,C,B,B,C,C,D,C,C,B,D,B,C,D,C,A,A
111,2453377,A,B,B,B,B,B,B,B,B,A,A,B,C,A,B,A,B,B,B,C,A,A,B,B,B
112,3169702,B,D,B,A,,B,D,B,C,C,B,B,C,C,D,B,A,B,D,B,D,D,C,A,D
113,3169725,A,D,C,D,A,A,C,D,D,D,C,B,B,A,A,A,B,A,C,B,D,D,C,C,D
114,5063526,B,C,C,C,B,B,B,A,B,D,B,C,B,C,D,B,B,D,C,A,C,B,C,A,B
115,3169670,B,A,A,A,B,C,D,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,A,A,C
116,3168744,D,D,B,A,C,C,D,A,D,C,C,B,C,C,D,B,B,A,D,B,D,C,C,B,C
117,19873529,B,D,A,C,B,B,B,C,A,B,D,B,B,A,D,C,D,A,D,C,C,A,D,C,A
118,6798900,B,A,B,A,B,B,D,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,D,A,C
119,6798919,D,A,B,C,C,D,B,A,B,A,D,B,D,A,C,C,A,B,D,B,D,B,A,D,C
120,20169496,C,D,A,C,D,D,A,C,D,B,A,A,D,D,B,C,A,C,A,D,C,D,C,A,B
121,3168721,B,B,A,B,C,D,D,B,C,A,A,D,C,C,D,D,D,B,C,B,D,D,B,A,B
122,3169675,A,B,A,C,D,A,D,D,D,C,C,B,D,B,D,A,A,D,D,B,C,C,C,B,B
123,5542619,B,A,B,A,C,C,A,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,C,C,D
124,4437966,,A,,A,,,,,,,,D,,,,D,,,,,,,,,
125,4437957,B,B,B,A,B,C,D,C,D,C,B,C,C,C,D,D,C,A,D,B,D,D,C,A,D
126,7120622,C,B,B,C,B,D,C,C,A,D,B,C,C,A,D,C,D,C,D,D,D,C,C,C,B
127,3775642,A,A,C,A,A,D,A,A,D,C,D,A,C,C,C,B,A,B,D,B,D,D,D,A,C
128,5578990,C,B,B,C,A,C,A,B,C,C,C,B,D,B,A,B,B,B,C,A,C,B,B,C,B
129,3853047,B,A,B,B,B,C,C,C,D,C,A,B,C,B,D,D,A,B,D,B,D,D,B,C,D
130,5583773,B,D,C,A,D,D,B,B,D,A,C,B,B,C,B,D,C,C,A,D,D,D,B,D,A
131,5583767,D,B,B,A,A,D,B,D,B,C,C,C,A,C,B,B,B,B,A,C,A,D,B,A,B
132,4770588,D,A,B,D,C,B,A,A,D,B,A,D,B,C,C,C,C,B,A,B,D,D,D,D,B
133,3670649,A,C,B,B,A,D,C,D,B,B,A,A,A,A,D,A,A,B,A,B,C,B,C,B,D
134,4204965,B,B,B,B,B,B,D,B,C,B,C,B,B,A,C,D,A,B,C,B,B,B,B,B,B
135,5001976,B,C,B,B,A,C,C,C,A,C,A,B,A,C,D,B,B,A,B,B,D,A,D,C,C
136,3983816,,,,A,,,,,,C,,,,,,,A,,D,,,,,,
137,2721732,B,B,B,C,C,B,B,B,B,B,C,B,B,C,C,B,C,C,B,B,C,C,B,B,A
138,3268627,B,A,B,B,A,B,B,B,D,C,A,B,C,C,B,B,B,B,D,B,D,D,A,B,D
139,6760912,B,B,D,A,D,B,D,B,A,C,B,C,C,C,D,B,B,B,D,B,D,D,D,C,D
140,2727123,C,B,A,D,B,D,D,C,D,D,B,C,A,A,B,C,A,D,D,C,D,C,C,D,D
141,6760908,B,A,B,A,C,A,D,B,D,C,A,D,C,C,B,B,A,B,D,B,D,D,C,B,D
142,2727137,B,C,C,C,B,D,A,C,D,A,A,D,A,B,C,A,B,C,A,D,A,C,B,B,C
144,3170315,B,D,B,A,B,D,B,B,C,A,A,B,C,C,D,C,A,C,D,B,D,A,C,A,D
145,6797800,B,B,B,A,A,B,D,B,D,C,A,C,C,C,D,B,A,B,D,B,D,D,D,C,C
146,19789465,B,D,B,A,A,C,D,B,D,C,D,B,C,C,D,B,A,B,D,B,D,D,D,C,D
147,3168680,A,C,C,A,C,C,D,C,D,D,D,B,D,C,C,C,A,B,D,B,C,D,C,B,D
148,5359404,B,A,B,D,C,C,D,B,D,C,C,C,C,C,D,B,C,B,D,B,D,D,B,B,D
149,19936306,A,A,B,A,A,C,A,B,D,C,A,D,C,C,C,B,B,B,D,B,B,D,D,D,C
150,4092997,B,C,B,A,B,C,D,B,A,C,A,B,C,C,D,B,A,B,D,B,D,D,D,A,D
151,3556648,C,D,B,A,C,B,A,B,A,B,C,B,C,C,B,C,A,A,C,A,A,B,A,A,A
152,4267040,A,B,B,D,A,C,A,B,A,A,A,C,A,B,A,B,B,A,D,A,B,C,D,C,B
153,6897214,A,C,B,A,A,A,A,C,D,D,B,D,A,C,D,C,C,C,C,A,C,B,D,A,D
154,6897234,C,D,A,C,B,C,D,B,C,A,D,B,D,C,D,B,D,B,A,A,D,C,C,A,C
155,6897729,B,B,D,B,D,C,A,B,B,B,B,B,B,B,D,B,B,C,B,B,C,C,C,A,C
156,5834817,B,D,B,A,B,D,D,B,D,C,A,B,C,C,D,B,A,B,D,B,D,D,D,D,C
157,6897280,B,D,B,C,A,B,A,C,C,D,B,B,D,B,B,C,C,A,A,C,C,C,B,D,B
158,19871814,B,A,B,A,B,C,C,B,D,C,A,B,C,C,D,B,B,B,D,B,D,D,C,A,D
159,19764620,A,A,B,A,B,B,D,B,D,D,A,B,C,C,D,B,B,B,D,B,D,D,D,B,D
160,5013162,B,B,B,D,A,D,B,C,B,B,B,C,A,A,B,A,B,A,C,B,A,C,B,A,C
161,4092945,C,A,C,A,B,A,D,D,D,A,C,C,D,D,B,D,B,A,B,A,D,B,C,A,B
162,5834789,B,C,B,D,B,B,A,D,B,A,B,D,B,A,D,D,D,D,D,C,B,C,C,A,C
163,20156682,B,D,C,C,C,A,A,C,B,A,C,B,C,B,C,D,D,C,C,A,A,C,A,C,C
164,6897605,B,C,B,A,B,C,C,A,D,D,A,D,C,B,D,B,A,B,D,B,D,D,D,A,D
165,19726606,D,D,A,C,A,B,C,A,B,D,A,C,D,B,A,C,B,C,D,C,A,A,D,C,D
166,20106764,B,C,D,C,D,C,B,D,C,C,D,C,C,C,C,C,C,C,C,D,B,C,C,C,D
167,19844045,B,D,B,B,C,C,A,B,D,A,A,B,B,D,D,B,A,D,D,B,D,D,C,B,D
168,3552900,C,D,B,B,B,D,C,D,C,C,A,A,C,B,B,C,B,C,B,D,C,C,B,C,D
169,6078198,A,A,B,A,B,B,A,B,A,B,B,A,B,B,A,A,B,A,A,A,B,A,B,B,A
170,5786881,B,D,C,A,B,C,D,B,D,B,A,B,C,C,D,B,A,B,D,B,D,D,B,A,D
171,6897717,B,D,C,A,A,B,C,B,D,C,D,B,C,B,D,D,D,B,D,B,B,D,C,C,D
173,19881356,B,D,A,A,B,C,B,A,A,A,D,A,A,A,B,D,A,B,A,C,A,C,B,B,D
174,7179467,C,D,A,A,C,B,B,A,D,D,C,B,B,D,B,C,A,B,A,C,D,B,D,D,A
175,2571926,B,D,B,B,B,B,B,B,B,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B
176,19834090,C,C,C,C,C,B,B,D,D,A,D,B,B,D,D,A,A,A,D,D,A,B,B,B,B
177,5578649,A,C,D,C,B,B,B,B,C,A,B,D,A,B,B,C,A,C,C,A,A,C,B,C,B
178,4959370,D,D,C,A,B,C,C,B,A,C,D,B,C,C,D,B,A,B,D,B,D,D,C,B,C
179,2788171,C,D,B,C,B,C,B,C,C,D,B,C,A,C,A,B,B,C,A,B,B,A,A,C,C
180,4092799,C,A,A,A,D,C,D,B,D,C,A,B,C,D,D,B,A,B,D,A,D,D,C,A,D
181,19871822,D,B,B,A,B,C,D,B,D,C,A,B,C,C,D,B,A,B,C,B,D,D,C,A,D
182,4093053,C,D,B,A,B,A,C,A,C,C,D,D,D,B,B,B,B,B,B,C,B,C,C,C,A
183,19733421,B,B,B,A,C,B,A,A,D,B,A,A,A,A,B,C,A,A,A,B,A,D,A,B,A
184,5820924,C,C,B,B,C,C,D,C,A,B,A,C,B,B,C,A,C,C,A,C,B,B,B,A,B
185,2558719,C,A,A,A,A,C,A,B,D,A,B,C,D,C,C,D,B,B,A,C,B,D,D,C,B
186,19881346,B,A,B,B,B,B,A,B,C,C,B,B,B,B,B,B,B,A,D,A,D,C,C,B,B
187,4975094,B,C,C,A,A,C,A,B,D,C,B,C,C,B,D,B,A,B,D,B,D,D,B,C,D
188,7179419,,,B,A,,C,,,,,,B,C,,,,C,,D,,,D,C,D,
189,6052441,B,A,B,A,B,C,D,B,D,A,B,C,C,B,D,B,A,B,D,B,A,B,D,A,D
190,4994867,C,C,B,D,A,C,C,C,B,A,D,B,D,A,A,C,A,C,D,D,C,D,C,C,B
191,5543279,C,C,B,D,B,C,B,C,C,C,B,B,C,B,B,C,B,A,C,C,C,B,C,C,A
192,6897227,B,B,B,D,C,D,A,A,A,C,A,B,D,C,C,B,B,C,A,D,C,C,A,A,C
193,6897617,D,C,B,B,D,C,B,D,A,A,C,C,D,B,D,C,C,C,C,A,D,C,C,B,D
194,3714788,D,B,B,D,A,C,D,B,C,A,B,C,D,D,D,B,B,B,A,D,B,B,C,A,B
195,4966093,C,B,D,B,C,C,D,B,D,C,C,C,A,B,C,D,D,C,C,D,C,C,D,A,D
196,19901288,D,C,C,B,C,C,C,C,C,C,B,C,B,B,B,A,C,C,B,A,D,C,A,C,C
197,20010678,B,D,C,C,A,B,D,B,B,C,B,C,A,D,C,A,D,B,B,A,B,A,D,A,A
198,5752255,B,A,D,A,D,C,B,C,C,D,D,A,B,C,C,C,C,B,B,B,D,D,D,A,A
200,19733247,A,A,B,A,C,D,C,B,D,B,A,D,A,A,A,B,C,A,C,D,C,A,B,A,C
202,19925249,B,C,D,D,B,C,A,A,A,D,B,C,C,C,B,C,A,A,A,C,D,D,B,A,C
203,19755296,A,B,C,C,C,C,B,B,A,D,C,C,C,B,B,D,A,C,C,B,D,A,A,C,B
204,19755462,C,A,A,C,B,C,D,A,A,A,A,A,A,B,B,C,A,A,A,C,A,A,A,A,B
205,4699804,B,A,A,D,B,D,A,C,C,A,B,C,D,C,C,A,B,B,B,B,C,B,B,B,C
206,19843547,C,A,B,B,A,D,D,C,D,A,C,C,C,C,D,B,C,C,D,B,C,D,D,A,D
207,7118776,C,C,A,C,C,D,C,B,B,B,D,C,A,A,B,A,A,B,C,C,C,C,D,B,A
208,5018567,C,C,B,A,D,B,B,C,D,C,D,D,D,C,A,D,A,B,D,B,D,A,D,B,B
209,7118800,C,B,C,A,B,C,C,C,B,D,C,A,C,B,A,C,B,B,D,C,D,D,D,D,B
210,7118785,B,D,A,A,C,D,C,B,D,C,B,C,A,C,A,D,B,B,D,C,B,A,C,A,D
211,19968021,B,C,B,B,B,C,D,D,D,C,C,B,C,C,D,B,C,B,D,B,C,D,A,C,D
212,7118795,A,A,C,C,B,C,D,D,B,C,B,C,C,D,C,B,B,D,B,C,B,B,D,D,C
213,7118813,A,B,B,D,C,C,A,D,C,C,D,C,D,B,B,B,C,C,B,B,B,D,B,A,B
216,4334088,B,C,C,D,B,B,C,C,A,C,A,D,B,D,B,B,B,B,B,C,A,B,C,B,C
217,19926137,D,A,C,D,D,C,D,D,C,A,A,B,D,A,A,B,B,B,C,C,D,C,D,A,D
218,6408769,A,A,B,D,A,D,D,D,C,A,D,C,A,B,B,B,B,B,C,B,D,A,D,B,C
221,19733147,A,B,B,A,C,C,C,A,A,B,C,C,D,A,D,D,C,C,C,B,C,D,B,A,C
222,5018811,C,D,C,C,B,D,D,B,D,A,B,A,C,D,C,C,A,B,C,A,D,A,C,B,D
223,20114183,B,C,B,D,C,B,C,B,D,D,C,A,D,A,C,B,B,C,B,B,B,C,D,C,A
224,5018573,A,B,B,A,B,B,C,B,C,C,B,B,A,C,A,B,A,D,C,B,D,C,D,B,D
225,3552911,A,D,C,C,A,C,D,D,C,C,D,C,D,A,C,D,A,C,C,C,C,C,C,D,B
226,19827645,B,B,D,C,B,D,A,A,A,C,D,D,C,C,B,B,A,B,C,B,C,B,D,A,A
227,19928282,B,A,B,B,A,C,A,D,A,B,D,B,A,B,B,B,C,B,A,B,B,B,C,B,A
228,19899200,B,B,C,B,A,D,C,A,C,D,B,B,B,B,D,A,D,B,B,D,C,C,D,A,C
229,5333907,D,B,D,D,B,D,D,B,B,A,A,C,A,A,B,B,D,A,A,B,D,D,D,C,D
230,3556413,C,C,C,C,B,D,B,C,D,C,D,D,B,B,C,D,D,D,D,C,B,B,D,C,D
231,19815308,C,A,B,D,A,C,D,B,C,C,D,C,C,C,A,D,A,A,D,C,D,C,D,A,D
232,6110003,B,A,C,D,D,B,D,A,C,C,C,D,D,A,B,D,B,A,A,D,C,C,C,B,D
233,2576161,B,D,B,A,A,C,B,B,C,B,C,B,A,C,D,B,B,D,D,B,D,D,C,B,C
234,7364099,C,B,B,A,C,D,B,B,D,C,D,B,C,C,D,B,C,B,D,B,D,B,C,B,D
235,5875416,A,B,A,B,A,A,D,C,B,D,A,A,B,A,C,C,B,D,C,B,B,A,A,A,A
236,19961883,D,C,C,A,D,D,D,A,D,C,D,B,C,C,D,B,B,B,D,B,D,D,C,A,D
237,3551191,C,C,A,A,D,A,A,C,D,C,D,A,A,C,C,D,B,A,A,A,C,A,C,C,C
238,20047839,B,B,C,A,D,C,A,B,D,C,D,B,C,C,D,B,A,B,D,B,D,D,A,B,D
239,19829821,A,A,A,A,D,A,B,B,A,A,B,B,C,C,D,B,A,A,A,B,A,A,C,C,B
240,19834761,A,C,C,D,B,B,D,B,C,B,A,C,A,C,D,A,A,B,A,D,A,D,D,A,D
241,5820585,B,A,B,B,B,C,D,B,C,A,C,C,A,B,B,A,A,B,C,A,B,B,B,A,B
242,5875197,D,A,B,A,B,C,C,B,D,C,A,C,C,C,D,B,A,B,D,B,D,D,C,A,D
243,5820478,B,C,B,D,B,A,D,B,C,A,B,C,D,C,B,B,B,B,B,A,A,A,B,B,B
244,19876072,B,A,B,D,A,C,C,C,B,B,D,B,A,A,A,A,A,A,A,B,B,B,C,B,C
245,5820546,A,C,B,A,B,B,D,B,C,C,D,D,C,B,B,C,B,B,C,D,D,A,A,B,B
246,3551214,C,C,A,A,A,B,D,B,C,A,A,A,A,A,A,C,A,B,D,C,D,A,A,A,B
247,19989705,B,D,C,C,C,D,C,C,C,D,C,D,A,B,A,B,C,A,B,A,A,D,B,A,C
248,3551210,D,B,B,A,C,D,A,B,D,D,D,C,C,B,D,C,B,A,B,C,C,B,B,A,C
250,3485690,A,C,B,B,A,D,D,D,C,C,A,B,D,A,A,D,C,A,D,A,D,A,D,A,D
251,19778401,B,B,B,A,B,C,D,A,D,D,D,B,C,C,D,B,A,B,C,B,C,D,A,A,D
252,6867792,B,C,B,A,B,B,D,A,C,B,A,B,C,A,A,C,B,D,B,B,D,B,B,B,B
253,6497588,B,B,C,B,C,B,B,A,A,A,A,B,C,C,A,C,A,D,D,D,D,D,C,D,D
255,19834884,B,B,B,B,B,C,B,B,B,C,B,B,A,B,B,B,A,B,B,B,C,B,B,B,C
256,10343133,B,B,C,B,B,B,A,C,B,A,B,B,A,A,A,B,B,B,B,C,C,A,C,B,C
257,5786878,B,C,C,A,B,C,D,B,D,A,A,D,C,C,D,D,A,C,B,B,B,D,D,C,D
258,5834826,B,C,C,C,D,B,B,A,C,D,D,D,A,A,B,C,A,C,B,C,C,C,C,A,A
259,5065565,B,C,C,B,A,C,D,A,B,C,C,A,D,A,C,D,D,A,B,D,D,C,B,D,C
260,5065574,B,A,A,A,D,C,D,A,C,A,A,A,C,C,C,C,A,A,D,A,B,B,C,A,C
261,6133890,B,A,B,A,A,C,D,C,D,C,A,B,C,C,D,C,B,B,B,B,D,D,C,A,D
262,5484959,B,C,C,B,C,B,C,B,B,C,C,C,C,B,C,C,B,B,C,B,C,B,C,C,C
